GENE	adrenal_gland	anus	ascites	cardia	cerebral_cortex	cervix_uteri	colon	earwax	esophagus	gall_bladder	hair_follicle	kidney	liver	lung	lymph_node	milk	nasopharynx	oral_cavity	ovary	pancreas	placenta	prostate	rectum	saliva	salivary_gland	seminal_vesicle	skin	spleen	stomach	testis	thyroid_gland	tonsil	tube	uterus_post-menopause	uterus_pre-menopause	vulva
ENSG00000113163	29.8904607247388	26.6749021143384	x	x	x	x	32.546896846584	x	55.7393549027098	9.05691057055105	x	5.09894761067422	30.6733281849479	63.9863719316164	20.4279959495252	x	x	x	22.9732311365236	x	x	33.3482852011991	37.5431805192494	x	26.3543657193807	x	10.6918125638595	44.2287225616766	54.6588443956073	23.9409759507343	x	40.5952148214462	25.1160567016662	30.1679802197346	53.4489489260094	10.000445558745
ENSG00000182333	x	x	x	876.74258395864	x	x	x	x	15.3053009987956	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	784.44985315448	x	x	x	x	x	x	x
ENSG00000179776	x	57.4944032707833	160.639089783578	11.585864782625	77.8106385908417	20.3063648958573	31.8867049375947	x	92.8348232912383	x	x	13.9874528873398	23.3552412689139	27.0042559959346	40.0272555862576	x	111.831254659133	40.4431236076517	8.92977269881391	16.9108597135534	288.197521141409	27.5700410835105	x	21.2789954187494	x	13.0452882218113	x	14.472534253128	19.9920472284516	21.9079006360308	14.5484921627344	77.9526656646577	55.118771425676	31.0338451859927	36.6553410656407	109.733044373724
ENSG00000141968	52.317564375597	83.8502447701335	144.170575882007	8.44845361140086	x	9.87164877533123	9.30075924551435	x	23.892522975111	x	x	x	x	127.995393906394	461.17066011381	x	x	x	49.0319221924026	57.5468075680096	16.8123722067625	x	25.0332168866405	93.100312699378	46.8604981491353	x	x	351.043985406476	65.6022222328304	14.1806879480023	x	24.361439889132	x	x	13.3646022292424	x
ENSG00000186628	x	x	x	3.71874126709371	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000155760	x	11.1605428384945	x	x	8.30732912656823	x	13.6173334379777	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	13.9275945773161	x	x	x	x	x	x	x	11.0442638132755	x	x
ENSG00000125266	x	4.82722873949231	x	5.35011913297633	x	x	x	x	15.1303244574509	x	x	x	x	x	14.7870247043606	x	x	x	x	x	x	x	31.7053744473254	x	x	x	x	x	18.463849939749	x	x	x	x	19.1077399934678	16.926698631522	x
ENSG00000134516	65.7968853033147	60.0430614920253	83.5004668006131	19.5726434740097	x	x	51.7132587211639	x	40.5915560358414	x	x	x	33.8627364114492	187.041123619537	562.600573186802	x	x	x	22.7651595226335	76.1825400687116	31.1595548526188	x	5.7994782437887	71.8955725153744	130.274798036386	x	x	359.840927112077	212.77414214437	6.57051721389314	x	94.0641130703594	9.31151952902186	x	43.3467293887599	x
ENSG00000110721	16.6908096398714	x	x	x	x	x	x	x	x	x	x	x	9.83124376879027	x	x	x	x	x	x	x	x	x	x	x	x	10.6218552319887	11.9405993672668	x	x	x	x	x	x	x	x	x
ENSG00000065154	422.689864244107	273.384254188845	x	23.3075014181713	156.53312060267	108.935186680901	64.1470821986768	x	175.771816158043	324.876865841988	x	337.665854858438	91.9160175249424	162.974904350465	32.2094322295666	x	x	271.200633566935	234.935884654137	113.399645214584	185.527154234782	107.085222801878	86.3267061825676	x	670.630816865143	616.721096501842	545.781009164962	75.8334865339615	271.47403975744	290.247709018413	146.337372340004	212.825567390813	180.185632175245	41.6209121635059	129.04541459144	x
ENSG00000184220	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	62.2617893943533	x	x	x	x	x	x	x	x	59.9194336203915	x	x	x	x	x	x	x	x
ENSG00000107404	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	9.92028288945198	x	18.629135807834	x	x	x	x	x	x
ENSG00000178826	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	19.9307391876224	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000105829	x	x	x	x	x	x	x	x	12.5481274223254	7.13616866065031	x	x	14.3935515825855	15.512762786287	x	x	x	x	49.6566418482572	x	13.2445486570285	16.2170611966477	x	x	x	7.49394694281409	x	x	x	30.8253982289221	x	19.1915972355822	x	x	x	x
