GeneID	#Tissues	maxPeptides	medianSpectralCount	medianAbundance	SpectralCount.Adult_Adrenalgland	SpectralCount.Adult_Bcells	SpectralCount.Adult_CD4Tcells	SpectralCount.Adult_CD8Tcells	SpectralCount.Adult_Colon	SpectralCount.Adult_Esophagus	SpectralCount.Adult_Frontalcortex	SpectralCount.Adult_Gallbladder	SpectralCount.Adult_Heart	SpectralCount.Adult_Kidney	SpectralCount.Adult_Liver	SpectralCount.Adult_Lung	SpectralCount.Adult_Monocytes	SpectralCount.Adult_NKcells	SpectralCount.Adult_Ovary	SpectralCount.Adult_Pancreas	SpectralCount.Adult_Platelets	SpectralCount.Adult_Prostate	SpectralCount.Adult_Rectum	SpectralCount.Adult_Retina	SpectralCount.Adult_Spinalcord	SpectralCount.Adult_Testis	SpectralCount.Adult_Urinarybladder	SpectralCount.Fetal_Brain	SpectralCount.Fetal_Gut	SpectralCount.Fetal_Heart	SpectralCount.Fetal_Liver	SpectralCount.Fetal_Ovary	SpectralCount.Fetal_Placenta	SpectralCount.Fetal_Testis	WithInSampleAbundance.Adult_Adrenalgland	WithInSampleAbundance.Adult_Bcells	WithInSampleAbundance.Adult_CD4Tcells	WithInSampleAbundance.Adult_CD8Tcells	WithInSampleAbundance.Adult_Colon	WithInSampleAbundance.Adult_Esophagus	WithInSampleAbundance.Adult_Frontalcortex	WithInSampleAbundance.Adult_Gallbladder	WithInSampleAbundance.Adult_Heart	WithInSampleAbundance.Adult_Kidney	WithInSampleAbundance.Adult_Liver	WithInSampleAbundance.Adult_Lung	WithInSampleAbundance.Adult_Monocytes	WithInSampleAbundance.Adult_NKcells	WithInSampleAbundance.Adult_Ovary	WithInSampleAbundance.Adult_Pancreas	WithInSampleAbundance.Adult_Platelets	WithInSampleAbundance.Adult_Prostate	WithInSampleAbundance.Adult_Rectum	WithInSampleAbundance.Adult_Retina	WithInSampleAbundance.Adult_Spinalcord	WithInSampleAbundance.Adult_Testis	WithInSampleAbundance.Adult_Urinarybladder	WithInSampleAbundance.Fetal_Brain	WithInSampleAbundance.Fetal_Gut	WithInSampleAbundance.Fetal_Heart	WithInSampleAbundance.Fetal_Liver	WithInSampleAbundance.Fetal_Ovary	WithInSampleAbundance.Fetal_Placenta	WithInSampleAbundance.Fetal_Testis
ENSG00000000003	6	4	3.5	8.62465645974618e-06	-	-	-	-	3	-	-	-	-	-	-	-	-	-	4	3	-	6	-	-	-	3	-	-	-	-	-	6	-	-	-	-	-	-	9.94178303210647e-06	-	-	-	-	-	-	-	-	-	6.76251802955097e-06	2.28762992633235e-05	-	7.3075298873859e-06	-	-	-	6.56485274783278e-06	-	-	-	-	-	5.19739227587129e-05	-	-
ENSG00000000419	27	13	8	2.60933039724155e-05	18.5	10.5	5	18	5.5	5	4	7	-	7	10.5	7	-	20	14.5	8.5	9	5.5	3.5	16.5	-	13.5	5	6	8.5	6	8	7.5	13	11	8.43419166325217e-05	2.19929820215488e-05	1.01799954425434e-05	2.54607684862801e-05	8.32186159730048e-06	2.06793837406004e-05	1.38582647865539e-05	1.35179991405598e-05	-	2.25065628828544e-05	3.47142410682226e-05	7.3319636763283e-05	-	4.27881224795068e-05	6.85618674551319e-05	2.98530245916414e-05	4.28230397885174e-05	1.63317490603215e-05	1.6158461662253e-05	3.34532949370041e-05	-	5.1228298077232e-05	1.27337191341593e-05	8.52918277005337e-06	3.47644805718032e-05	1.37725550878456e-05	4.68407405278344e-05	7.3251907017835e-05	3.23960684511182e-05	4.81822691104753e-05
ENSG00000000457	1	3	3	4.69871021735173e-06	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.69871021735173e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000000938	4	19	11	2.25953808501477e-05	-	6	-	6	-	-	-	-	-	-	-	-	24	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.72954820713383e-05	-	9.57424257202821e-06	-	-	-	-	-	-	-	-	0.000533850619475044	2.04932810985179e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000000971	26	67	43.5	0.00010444090661494	138	-	-	-	133.5	49	14	415	12	39	51	53	383	-	205	70	14	110.5	121	8	76.5	195	215	9	19	39	29	7	10.5	14	0.000206653489392331	-	-	-	0.000256343187356621	0.000150889754292003	9.57469657780098e-06	0.000712751367129394	5.52014948085159e-05	7.81076993929387e-05	0.000105731932907916	0.000197035823226569	0.00339418034788985	-	0.000213033385037096	0.000147267247129875	5.02886179937365e-05	0.000145058015884704	0.000191219470186473	1.06130535390624e-05	9.75347867596217e-05	0.000210959449801011	0.000373881902097755	2.22105759721543e-05	3.51559645710061e-05	2.58223413633073e-05	1.45316352245106e-05	2.56698983254189e-05	3.2888399618002e-05	9.61136536054061e-06
ENSG00000001036	11	8	5	1.39826623526894e-05	7	-	-	-	-	-	-	-	-	5.5	5	-	6	-	6	-	-	-	3	-	-	5	-	-	12.5	-	3	4	-	5	6.69268122103274e-05	-	-	-	-	-	-	-	-	8.47034873263597e-06	2.05332673717497e-05	-	4.33518711549687e-05	-	9.31859136396083e-06	-	-	-	1.39826623526894e-05	-	-	1.2093837940203e-05	-	-	2.60902713610651e-05	-	6.45474752407471e-06	2.49451639629329e-05	-	3.53780203855693e-06
ENSG00000001084	30	20	15	3.33847822121892e-05	16	21	7.5	27	16	5	47	10	11.5	9	17	3	9.5	17	20	16	5	25.5	23.5	11	31.5	19.5	29	6	10	14	33	10	4	20	4.9400183231093e-05	1.46745988673843e-05	2.39309222722048e-05	2.61404320412654e-05	2.95104738990215e-05	2.28020233002901e-05	4.80427344873958e-05	2.28189792624335e-05	4.25245238504297e-05	1.7539349158071e-05	9.81620561368997e-05	6.62262407981197e-06	3.21791537988519e-05	2.34287156054662e-05	2.49617147236176e-05	5.80660094973666e-05	1.76383242013349e-05	3.64619666034864e-05	4.34764824473785e-05	3.58011088230066e-05	6.92071729247527e-05	4.44435263239669e-05	4.68720690433401e-05	1.85227462384372e-05	2.01826600181781e-05	1.16865400567353e-05	3.28147175271445e-05	3.38303601282796e-05	1.43715550524245e-05	1.23710762625523e-05
ENSG00000001167	3	3	13	1.5432178286762e-05	-	16	-	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	4.34906710412735e-05	-	1.5432178286762e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.06458357009919e-05	-	-	-	-	-	-	-	-
ENSG00000001497	14	13	10	1.29951583337102e-05	-	21	4	15.5	-	-	-	-	-	-	-	-	-	14	12	3	-	-	-	-	-	11	-	5	6	5.5	4	14.5	3	10	-	2.54776401216039e-05	9.82820651249079e-06	1.31993709155601e-05	-	-	-	-	-	-	-	-	-	1.66196217126366e-05	1.94312729905106e-05	1.29951583337102e-05	-	-	-	-	-	1.65250779255651e-05	-	1.04994149274893e-05	1.56963468873013e-05	3.26172826739513e-06	9.45315552600519e-07	4.40870569096721e-05	7.95699579682778e-06	1.07326813025298e-05
ENSG00000001561	6	9	7	1.69416497266056e-05	-	8	3	11	-	-	6	-	-	-	-	-	-	29.5	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.67016739350865e-05	2.05930139329976e-05	1.71816255181248e-05	-	-	7.878037741017e-06	-	-	-	-	-	-	6.14504457397934e-05	-	-	5.12473848628495e-06	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000001626	1	16	24	3.29796831484418e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.29796831484418e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000001629	5	9	5	7.96693696052222e-06	-	-	-	4	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	3	14	-	5	-	-	-	-	-	-	-	-	-	1.76931326331883e-06	-	-	7.10718597116224e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	8.33455826796774e-06	1.81713759047196e-05	-	7.96693696052222e-06	-	-	-	-	-	-
ENSG00000001630	16	32	11	3.91765550966702e-05	47	-	-	-	-	-	-	-	-	3	17	7	-	-	14	10	-	3	3	13	-	21	-	9	3	5.5	83	37.5	-	102	0.000323331847939126	-	-	-	-	-	-	-	-	5.91843328178436e-06	6.98285010596316e-05	4.5718645736206e-05	-	-	6.93667834906833e-05	3.12591227149843e-05	-	2.80719154015319e-06	4.70235125249098e-06	2.38174293155802e-05	-	4.79945068759429e-05	-	3.36692523048387e-05	1.30761157129648e-05	4.35628847674758e-06	0.000166538680012543	0.00025382309743862	-	0.000326691030773117
ENSG00000001631	3	8	5	6.11236952610987e-06	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	-	-	2.66170455143629e-06	-	-	-	-	-	-	-	-	-	-	-	6.11236952610987e-06	-	-	-	-	-	1.00460341089604e-05	-	-	-	-	-	-	-	-
ENSG00000002549	30	31	46	0.000104468127317563	67.5	48.5	25	54	36.5	16	45	49.5	21	92	116.5	83	19	75	75	48	33	50	54	82	80.5	85.5	56	11.5	43	35	64	42.5	47.5	38.5	0.000217548079572156	4.31425197615666e-05	6.43598764756293e-05	4.39522016102145e-05	0.000131746584878581	4.86495586737547e-05	9.55673780140675e-05	0.000210016329502575	7.48783879451338e-05	0.000189047724952284	0.000448704256284785	0.000298889848434286	0.000166792226771223	6.72943099912487e-05	0.000219125376592893	0.00027925097788633	0.000125543394824583	9.71091085926903e-05	0.000106205474659912	0.000268912463830164	0.000210419816155218	0.000152750363887417	7.74114444466847e-05	2.30927966347885e-05	6.84019510134997e-05	5.39218358694879e-05	7.7408417426177e-05	0.000247488390337182	0.0001719246988527	5.60892341171328e-05
ENSG00000002586	18	6	10	2.46640645644069e-05	-	6	12	10	8	-	5	-	-	-	-	-	-	-	27	24	4	15	-	-	28	27	14	5	6.5	8.5	11.5	11	-	21	-	1.1364831905851e-05	0.000242460818723048	5.54960100770431e-06	8.75291255421728e-06	-	1.68600823819111e-05	-	-	-	-	-	-	-	8.32680829268275e-05	0.000371278898385384	2.41027557076644e-05	3.52376653558589e-05	-	-	5.63854552621311e-05	0.00017052885182697	6.16204502110466e-05	2.43363425785055e-05	2.96976979094665e-05	1.67975318666227e-05	1.3290838289485e-05	0.00010213475242506	-	2.18181812647962e-05
ENSG00000002726	4	24	19	4.4087058530876e-05	-	-	-	-	11.5	-	-	-	-	24.5	-	-	-	-	-	-	-	-	11.5	-	-	-	-	-	33	-	-	-	-	-	-	-	-	-	3.45745480621963e-05	-	-	-	-	5.91393739737472e-05	-	-	-	-	-	-	-	-	3.13518332419544e-05	-	-	-	-	-	5.68062391088238e-05	-	-	-	-	-
ENSG00000002746	1	9	13	1.10738181093979e-05	-	-	-	-	-	-	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.10738181093979e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000002822	15	23	9	1.36924700825408e-05	-	14.5	8.5	28	-	-	-	-	-	-	-	-	5	34	8.5	22	-	6	-	12	-	11.5	-	-	-	6	5.5	9	5	7	-	1.67382578009424e-05	1.87725782959191e-05	1.40313777872485e-05	-	-	-	-	-	-	-	-	2.37800927188844e-05	1.7678286127035e-05	1.27794514728792e-05	4.22182049722936e-05	-	6.86268955177169e-06	-	8.05843735564568e-06	-	1.46638982170357e-05	-	-	-	5.01734760266907e-06	3.28807178898087e-06	3.15284339029494e-05	1.21957716878692e-05	5.33226241755125e-06
ENSG00000002834	30	22	36	0.000132071664931163	57	59	33	122.5	32	6	33	83	8	7	20	39	11	112	43.5	53.5	35	64	42.5	29	14	51.5	35.5	46	74	22	78	49.5	21	22.5	0.000105395406737269	0.000208473953639914	0.000448379720029378	0.000285213717275496	0.00012286978251595	4.27932179281113e-05	0.000139187217330071	0.000285569282835347	2.23679469922337e-05	3.20368481565455e-05	0.00010171241140776	0.00016149167657952	0.000459685288429211	0.000787450085992074	8.63187699498133e-05	0.000276552020161288	0.000521680640808915	0.000150434532753447	0.000157496022839698	2.6098832209465e-05	3.25212199020012e-05	0.000119864229063578	0.000131918479873924	0.000145596598972669	0.000293155150530485	5.47639560829295e-05	9.69796746525242e-05	0.00019557799212825	8.84525234057046e-05	7.2548708266987e-05
ENSG00000003056	19	8	7	3.08079320484343e-05	12	12	5	15	5	-	-	7	-	-	7	-	10	5.5	8	-	9	-	7	9	-	10	7	-	-	4	12	9.5	-	6	0.000100276439768738	4.69013518001444e-05	3.24433254116317e-05	2.79133727969604e-05	2.67851510469235e-05	-	-	2.0487946743379e-05	-	-	5.29471234062405e-05	-	7.25030997684608e-05	2.44380401431307e-05	4.571170977106e-05	-	9.86513810353475e-05	-	2.93068378958521e-05	1.9772135487519e-05	-	5.77336873110159e-05	1.41288061607063e-05	-	-	4.65489021914913e-06	9.08203961083955e-06	3.57887535692035e-05	-	9.74786596496014e-06
ENSG00000003147	2	10	10.5	1.41376286623702e-05	-	-	-	-	-	-	14	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.3218912445559e-05	-	-	-	-	-	-	-	-	1.50563448791815e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000003393	4	7	5.5	7.33645905270592e-06	-	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	-	-	-	7	-	-	-	4	-	4	-	-	-	-	-	-	-	-	-	-	4.97903353721334e-06	-	-	-	-	-	-	-	-	-	-	-	-	1.03407923723294e-05	-	-	-	9.69388456819851e-06	-	4.05933263096319e-06	-	-	-	-
ENSG00000003400	5	9	6.5	9.75453298890328e-06	-	7	8	5	-	-	-	-	-	-	-	-	8	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.00872945411465e-06	1.32708270243655e-05	7.8987413898102e-06	-	-	-	-	-	-	-	-	1.93011924239747e-05	1.24871679369678e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000003436	2	3	3	4.71930926039707e-06	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.05708692903574e-06	-	-	-	-	-	-	-	4.3815315917584e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000003509	7	4	4	7.1524663758085e-06	3	4	-	-	-	-	6	-	3.5	-	3	-	-	-	-	-	-	-	-	4	-	4	-	-	-	-	-	-	-	-	1.44269010974336e-05	4.53188715597545e-06	-	-	-	-	7.86172549073453e-06	-	1.01736613486846e-05	-	6.44320726088248e-06	-	-	-	-	-	-	-	-	3.04058816711828e-06	-	5.6592398441549e-06	-	-	-	-	-	-	-	-
ENSG00000003756	10	11	8	1.60094136645643e-05	-	8.5	6	13	-	-	-	-	-	-	-	-	-	8	7	3	-	-	-	4	-	11	-	4	-	-	-	8	-	-	-	1.02215433051466e-05	2.95617980174264e-05	1.21418413633325e-05	-	-	-	-	-	-	-	-	-	4.68404041393776e-06	2.59076343961721e-05	8.07282614753391e-06	-	-	-	4.48958705989845e-06	-	2.41028814419415e-05	-	1.60094136645643e-05	-	-	-	1.6417458193424e-05	-	-
ENSG00000003987	3	6	6	7.86493282442179e-06	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	7.86493282442179e-06	-	-	-	-	-	-	-	-	-	-	-	-	9.22371693694774e-06	-	-	-	3.36818478497305e-06	-	-	-	-	-	-
ENSG00000003989	4	6	7	1.34690378827618e-05	-	-	-	-	-	-	-	-	-	-	8	-	-	-	5	-	-	-	-	-	-	6	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	3.50291503562477e-05	-	-	-	4.36665250952467e-06	-	-	-	-	-	-	1.34690378827618e-05	-	-	-	-	4.9832985134145e-06	-	-	-
ENSG00000004059	29	10	13	5.3418700243911e-05	21	50	24	13.5	19.5	25	6	6	-	15.5	7.5	13.5	35	34	14	6	32	8	31	46	7	29.5	16	11	14	6.5	6	11.5	12	34	0.000102809510453644	0.000264387422601841	0.000256516295377953	3.01231720599068e-05	0.000140036879185122	0.000111867688997499	4.55237883351372e-05	2.52197405684426e-05	-	3.85074310394017e-05	4.83445646137033e-05	8.2171849266554e-05	0.00047757469328447	5.3418700243911e-05	6.19154771727345e-05	6.36799266100674e-05	0.000339060941675078	3.53526177081002e-05	0.000204623535818631	0.000268751597938683	1.44226315341e-05	0.000270873843233778	0.000105580465593093	5.51245866284438e-05	9.88937843433114e-05	2.47978873451804e-05	1.16337425711152e-05	0.000125244663718105	7.57604123148387e-05	0.000118850507583509
ENSG00000004139	17	16	6	9.87666409494957e-06	13	-	4	5.5	-	-	6	4	-	-	-	-	-	-	6	4	-	9.5	5	13	6	6	8	19.5	5	-	-	8	-	6	2.2136614769615e-05	-	1.85281718410739e-05	4.85815514927135e-06	-	-	9.40480980815383e-06	7.90629284961998e-06	-	-	-	-	-	-	3.17360853829919e-06	3.66642344843167e-06	-	1.79088799883108e-05	9.60693035874738e-06	1.63363445933224e-05	1.64777661370856e-05	7.7838842962782e-06	8.98016747621059e-06	3.15689621377908e-05	4.43521950757578e-06	-	-	2.79711141975881e-05	-	1.83526524935741e-06
ENSG00000004142	21	11	6	1.49695411897232e-05	13.5	4	4	5	-	-	-	-	5	7.5	18	-	-	3	7.5	8	-	5	4	3.5	-	11	-	6	4	10	10	10.5	4	7	5.68031371171068e-05	6.35715953184345e-06	7.20790522929547e-06	3.45336755955192e-06	-	-	-	-	3.89192218920141e-05	4.96734006474863e-05	5.3589871792651e-05	-	-	5.71958760974217e-06	2.72363714279408e-05	2.0712941198818e-05	-	4.23895739185288e-06	7.8107349968864e-06	1.12121513992596e-05	-	2.45076906352675e-05	-	1.26052300558866e-05	1.85244075619319e-05	1.54132707501597e-05	1.2817225581697e-05	4.85931086272816e-05	1.19169129743224e-05	1.44660686316804e-05
ENSG00000004399	1	5	7	4.69405334821328e-06	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.69405334821328e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000004455	30	18	41	0.000194886148594368	56	99	44	98.5	39	9	9	10.5	48	87	40	25	57.5	70	44	40	38	28.5	37	30	18.5	48.5	26	5.5	53	36.5	64	52	48	42.5	0.00038099393430818	0.000354770693084281	0.00018380068860044	0.000275512125509239	0.000171163967738351	4.43337829168378e-05	3.57748386122419e-05	5.9967790341267e-05	0.000306818003539572	0.000349435215550804	0.000429006329305524	0.00012171820008729	0.000476971189901431	0.000229925181030157	0.000135874510821777	0.000255843381290076	0.000288822243976005	8.96867068865833e-05	0.000161436361577101	0.000119277515273504	5.23431510042084e-05	0.000188367645215276	7.58562646900113e-05	2.19298434831859e-05	0.000353704575439945	0.000106953108794347	0.000126475438777792	0.000230966014412632	0.000196080294317319	0.000152755914823252
ENSG00000004468	8	7	8	3.5559527876501e-05	4	10	8	-	-	-	14	-	-	-	-	-	5	11	-	-	-	3	-	-	13	-	-	-	-	-	-	-	-	-	2.23849146481617e-05	1.33203502416187e-05	4.21080302817489e-05	-	-	-	3.5559527876501e-05	-	-	-	-	-	3.8101952433026e-05	3.7718908867561e-05	-	-	-	1.17594073522633e-05	-	-	3.77866594111529e-05	-	-	-	-	-	-	-	-	-
ENSG00000004478	30	43	28	5.86184677572701e-05	24.5	53	21	54	32.5	12	48	12	6	9	43	11	14	31	67	29.5	10	41.5	28	79	34.5	88.5	38.5	26.5	22	22.5	67	108	14	43	9.76289220885522e-05	5.98662513054181e-05	8.4797611872626e-05	4.82680478065561e-05	5.38152753186608e-05	8.88282934653388e-05	5.5406945429901e-05	4.2206447922165e-05	2.83912990515064e-05	2.81325377226459e-05	0.000151060710114831	2.47140247226554e-05	0.000103727399910078	3.39738960603892e-05	0.000213923522626319	0.000139021310744083	1.46718449691624e-05	6.8207288153776e-05	5.90599533610376e-05	0.000129872982586231	5.41281287362734e-05	0.000135923954105243	7.25030632579494e-05	8.88081836468243e-05	4.37850865032622e-05	4.07110761637508e-05	8.65851470955857e-05	0.000637466259616712	4.22686536949953e-05	0.000130294226439932
ENSG00000004487	21	21	10.5	1.31631808923054e-05	7	12	5.5	18.5	3	-	3	4	-	-	3	-	8.5	11	21.5	8	-	4	-	20	-	14.5	-	9	9.5	14	10	31.5	-	13.5	1.24118610627556e-05	7.77111508613046e-06	2.99203418736202e-05	1.63143493615393e-05	8.51990865005413e-06	-	4.04222163206218e-06	8.13545633616437e-06	-	-	4.99742378427431e-06	-	4.69629669573701e-05	6.24044599334779e-06	2.7914620584037e-05	1.19319637225997e-05	-	6.1270013001187e-06	-	3.42960183882476e-05	-	2.16950258401529e-05	-	1.47947727566042e-05	2.05239265380227e-05	1.39145007218552e-05	6.39068230318304e-06	8.99415968623301e-05	-	9.60117583982494e-06
ENSG00000004534	7	25	12	9.56994627439135e-06	-	8	17	27	-	-	-	-	-	-	-	-	-	14	-	3	-	-	-	-	-	12	-	-	-	-	-	5	-	-	-	6.68270364027247e-06	2.29153412429513e-05	1.38329897989512e-05	-	-	-	-	-	-	-	-	-	6.76319417261908e-06	-	9.56994627439135e-06	-	-	-	-	-	3.32782321295859e-05	-	-	-	-	-	2.07194280214212e-05	-	-
ENSG00000004660	4	15	5.5	1.04344370310672e-05	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	3	3	9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.31016448720855e-05	-	-	-	-	-	-	-	-	-	-	-	-	2.1630750612033e-06	5.16342050164684e-06	1.02535356683618e-05	-	-	-	-	-	-	-	-
ENSG00000004700	25	35	20	3.80281772312226e-05	37	101.5	45	158	23	-	5	9	9.5	-	26	11.5	16.5	66	41	24	-	24	18	8	-	33	17.5	3.5	16	22	10.5	39	-	20.5	4.75031875789887e-05	0.000109982106329211	8.91765392368137e-05	0.000164569684812395	5.9328515781077e-05	-	1.12487476244208e-05	2.11139337612973e-05	3.17685734291037e-05	-	4.48025549222677e-05	2.82120723441919e-05	6.13704426741942e-05	0.000117584727754593	5.66089189030329e-05	9.50427688739417e-05	-	3.14144250429587e-05	8.08860582143814e-05	2.1522640257875e-05	-	4.47011256206607e-05	2.39260577454611e-05	1.10050290737736e-05	2.758471174054e-05	2.57965146284662e-05	1.14880105460407e-05	0.000112674983373353	-	1.820444342982e-05
ENSG00000004766	18	21	8	1.19932587914364e-05	8	12.5	6	10.5	-	-	27	-	-	-	-	-	13	10	12	8	-	6	-	10.5	9.5	13	-	5.5	5	3	3	4	-	-	1.69610989620381e-05	8.01864624310241e-06	2.71938924800818e-05	1.16934798326132e-05	-	-	4.24263101859289e-05	-	-	-	-	-	8.65095301099627e-05	3.44790823862473e-06	1.6693759938163e-05	1.77643464804521e-05	-	9.69821038540918e-06	-	9.03306076280911e-06	2.13696709528799e-05	1.12926173367594e-05	-	1.4425113894497e-05	9.91568160589164e-06	2.21279259316678e-06	1.29753799292437e-06	1.76803174630602e-05	-	-
ENSG00000004776	21	11	30	0.00020411117543747	38	-	-	-	44.5	58	-	120.5	56	10	-	12	-	-	17.5	31.5	-	65	50	27.5	12	44	44	-	20	31	8.5	22.5	11.5	25	0.000278248415512933	-	-	-	0.00163507419207096	0.00102894613509011	-	0.00154340454613813	0.00103705864568078	0.000124242046453066	-	0.00019978944446051	-	-	0.000165861038633597	0.000569303391234083	-	0.000919659151994932	0.00130770285828311	0.000142280484506058	9.96556682187635e-05	0.000375450682382073	0.000956026911973291	-	0.000188971182655974	5.82794382029838e-05	9.48121590224243e-06	0.000182140005357728	6.35330878573693e-05	8.77818256292017e-05
ENSG00000004777	1	3	3	1.24371838905064e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.24371838905064e-05	-	-	-	-	-	-
ENSG00000004779	21	5	10	4.40922531825439e-05	-	8	19	12.5	-	-	9.5	-	34	10	7	-	10	13	-	-	10	6	-	9.5	7	7	4	7	-	14	16	21	4	22	-	2.45883270294927e-05	0.000121323645507549	1.25872644754098e-05	-	-	4.07656143310736e-05	-	0.000369384316762209	2.71238695088541e-05	5.63221310957916e-05	-	6.7766352333854e-05	2.00484196604919e-05	-	-	4.33752562893629e-05	1.97859734733129e-05	-	5.20896223335991e-05	2.43806789657038e-05	5.00405133385078e-05	1.85529975799744e-05	4.54237056025033e-05	-	5.47433858763572e-05	2.61464807495455e-05	0.000248637484934513	1.8442783360848e-05	0.000102480605964393
ENSG00000004799	4	14	7	5.01789959900278e-05	7	-	-	-	-	-	-	-	13.5	9	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.01789959900278e-05	-	-	-	-	-	-	-	6.6027332439273e-05	4.1852958437189e-05	-	-	-	-	-	1.30474870112007e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000004838	2	7	9.5	4.50686291506931e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	-	-	-	-	-	-	9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.47046072163244e-05	-	-	-	-	-	-	3.54326510850618e-05	-	-	-	-	-	-	-	-
ENSG00000004848	3	5	5	1.3650784834179e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	3	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.3650784834179e-05	-	-	-	-	-	-	-	-	-	-	-	-	3.72145264641855e-05	-	5.8886589791622e-06
ENSG00000004864	28	33	18	3.07980807767656e-05	24	4	-	3	11	5	18	5	4	49	199	3	7	-	20.5	21	5	10	5	38	15	53	4	13.5	25	17.5	80	44	26	25.5	0.000107829052623558	2.23199765972802e-06	-	1.59604517890798e-06	3.75153012260553e-05	8.74379459229204e-06	2.7039840797915e-05	2.84838621623198e-05	1.6707367055807e-05	0.000162921089836334	0.000533553749846064	1.70700810436136e-05	2.80806768492896e-05	-	4.55825978579254e-05	7.4763309780188e-05	6.44141181095297e-06	1.03856266897869e-05	1.27619280879634e-05	6.22473630436854e-05	2.8732029894241e-05	9.4711362921935e-05	1.04241610246106e-05	1.77873887294185e-05	3.92519775363635e-05	1.80637680313599e-05	0.000110738727726128	0.000144237381181627	4.60602761199782e-05	1.90937821322691e-05
ENSG00000004897	6	8	5	1.11728065800805e-05	-	4	3	8	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	3	-	8	-	-	-	-	-	-	-	-	-	5.02489589052266e-06	1.57075104981378e-05	9.94694858186944e-06	-	-	-	-	-	-	-	-	-	-	-	1.21556157253216e-05	-	-	-	1.89016220919537e-06	-	1.23522102631138e-05	-	-	-	-	-	-	-	-
