GeneID	#Tissues	maxPeptides	medianSpectralCount	medianAbundance	SpectralCount.Adult_Adrenalgland	SpectralCount.Adult_Bcells	SpectralCount.Adult_CD4Tcells	SpectralCount.Adult_CD8Tcells	SpectralCount.Adult_Colon	SpectralCount.Adult_Esophagus	SpectralCount.Adult_Frontalcortex	SpectralCount.Adult_Gallbladder	SpectralCount.Adult_Heart	SpectralCount.Adult_Kidney	SpectralCount.Adult_Liver	SpectralCount.Adult_Lung	SpectralCount.Adult_Monocytes	SpectralCount.Adult_NKcells	SpectralCount.Adult_Ovary	SpectralCount.Adult_Pancreas	SpectralCount.Adult_Platelets	SpectralCount.Adult_Prostate	SpectralCount.Adult_Rectum	SpectralCount.Adult_Retina	SpectralCount.Adult_Spinalcord	SpectralCount.Adult_Testis	SpectralCount.Adult_Urinarybladder	SpectralCount.Fetal_Brain	SpectralCount.Fetal_Gut	SpectralCount.Fetal_Heart	SpectralCount.Fetal_Liver	SpectralCount.Fetal_Ovary	SpectralCount.Fetal_Placenta	SpectralCount.Fetal_Testis	WithInSampleAbundance.Adult_Adrenalgland	WithInSampleAbundance.Adult_Bcells	WithInSampleAbundance.Adult_CD4Tcells	WithInSampleAbundance.Adult_CD8Tcells	WithInSampleAbundance.Adult_Colon	WithInSampleAbundance.Adult_Esophagus	WithInSampleAbundance.Adult_Frontalcortex	WithInSampleAbundance.Adult_Gallbladder	WithInSampleAbundance.Adult_Heart	WithInSampleAbundance.Adult_Kidney	WithInSampleAbundance.Adult_Liver	WithInSampleAbundance.Adult_Lung	WithInSampleAbundance.Adult_Monocytes	WithInSampleAbundance.Adult_NKcells	WithInSampleAbundance.Adult_Ovary	WithInSampleAbundance.Adult_Pancreas	WithInSampleAbundance.Adult_Platelets	WithInSampleAbundance.Adult_Prostate	WithInSampleAbundance.Adult_Rectum	WithInSampleAbundance.Adult_Retina	WithInSampleAbundance.Adult_Spinalcord	WithInSampleAbundance.Adult_Testis	WithInSampleAbundance.Adult_Urinarybladder	WithInSampleAbundance.Fetal_Brain	WithInSampleAbundance.Fetal_Gut	WithInSampleAbundance.Fetal_Heart	WithInSampleAbundance.Fetal_Liver	WithInSampleAbundance.Fetal_Ovary	WithInSampleAbundance.Fetal_Placenta	WithInSampleAbundance.Fetal_Testis
ENSG00000106366	2	14	12	2.19910119956984e-05	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.00876616899915e-06	-	-	-	-	-	2.68904156978396e-05	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106367	14	7	5	1.31568635909728e-05	5	-	-	4	3	-	12	-	-	6.5	7	-	-	-	5	-	-	-	-	5	-	-	-	4.5	7	-	5	10	5	12	1.45879319655083e-05	-	-	5.81804560385341e-06	7.95180084764033e-06	-	2.07088781505441e-05	-	-	1.48063635932976e-05	3.67129609442841e-05	-	-	-	1.30979262419783e-05	-	-	-	-	1.0752733056386e-05	-	-	-	8.96977339248947e-06	1.56986618864592e-05	-	6.55645091650624e-06	4.75118757231881e-05	1.5914009457906e-05	3.61316072400546e-05
ENSG00000106397	20	23	9	2.01752445803099e-05	12	-	-	-	7	-	-	4.5	-	-	7.5	4	8.5	3	12.5	9	-	6.5	4	4	-	16	7.5	-	13.5	13.5	5	32	17	33	2.93148816745676e-05	-	-	-	2.35699228707191e-05	-	-	1.41331196712239e-05	-	-	1.49946627956151e-05	2.97583808546995e-05	4.69211884408192e-05	3.05039495227476e-06	2.01980303365225e-05	3.45019030307286e-05	-	1.18893565303085e-05	1.86590210706559e-05	3.81515884290811e-06	-	3.7982477760553e-05	1.3145964655919e-05	-	2.58154190981291e-05	1.72674628528096e-05	3.55701237222873e-06	0.000100697303301154	3.63108296829916e-05	2.93552175524663e-05
ENSG00000106399	22	8	11	4.21080775529458e-05	-	18	22	22	6	-	8	-	-	5	-	12	10	27	9	11	-	11	5.5	11.5	5	6	3	-	10	11	8	16.5	-	15	-	8.65567410099295e-05	0.000137729739099019	6.08935051147405e-05	5.51598849660262e-06	-	4.21080775529458e-05	-	-	4.98225885065371e-05	-	7.42497201110988e-05	0.000124808019147482	9.21937508241105e-05	0.000118481788125625	2.27540484824086e-05	-	1.3736567819162e-05	1.88877752158656e-05	2.29091049217722e-05	4.8137597796336e-06	2.47626822873852e-05	2.84532022248417e-06	-	4.91662061488221e-05	2.27364838749387e-05	7.94697048075967e-06	0.000161857760021064	-	3.21606996649818e-05
ENSG00000106400	1	3	3	2.42017930020566e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.42017930020566e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106415	1	6	8	6.86743891088072e-06	-	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.86743891088072e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106443	5	13	6.5	6.95927094878204e-06	-	4.5	-	17	-	-	-	-	-	-	-	-	-	7	-	-	-	-	-	9	-	-	-	4	-	-	-	-	-	-	-	5.67837610082651e-06	-	1.11781767348756e-05	-	-	-	-	-	-	-	-	-	2.34669880649847e-06	-	-	-	-	-	8.25103314133944e-06	-	-	-	7.96052861420908e-06	-	-	-	-	-	-
ENSG00000106459	8	7	6	1.71634148724942e-05	-	10.5	5	8	-	-	-	-	-	-	-	-	-	6	6	-	-	-	-	4	-	3	-	-	-	-	-	3	-	-	-	2.93437110211198e-05	4.31327465341263e-05	1.68254959422058e-05	-	-	-	-	-	-	-	-	-	1.8285317428009e-05	1.52547038420432e-05	-	-	-	-	8.88934377709482e-06	-	9.25542581645517e-06	-	-	-	-	-	1.60415123169794e-05	-	-
ENSG00000106460	10	8	6	1.92638186902053e-05	20	5	-	5	-	-	10	-	-	-	-	-	-	-	6	3	-	-	-	12	4.5	11	-	-	-	-	-	-	4	-	0.000152189254774892	7.82764001730892e-06	-	1.90607412980717e-06	-	-	5.28719395085616e-05	-	-	-	-	-	-	-	1.92638186902053e-05	3.81560289822801e-05	-	-	-	1.10474804177528e-05	3.02084561783645e-05	2.66578636293344e-05	-	-	-	-	-	-	1.41880870745593e-05	-
ENSG00000106462	1	6	7	6.90515107415371e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.90515107415371e-06	-	-	-	-	-	-	-	-
ENSG00000106477	14	10	5	7.67858957508773e-06	-	-	4	7.5	-	-	7.5	3	-	-	-	-	-	3	6	3	-	-	-	14	3	16	-	8	-	3	-	6	-	5	-	-	6.13085755699453e-06	5.98425159906785e-06	-	-	1.28664746623033e-05	3.82110759807244e-06	-	-	-	-	-	5.17496116897526e-06	1.33785410509339e-05	8.26674033757732e-06	-	-	-	7.67858957508773e-06	4.91978520647793e-06	1.42349829802849e-05	-	2.47367761748343e-05	-	2.94528488117067e-06	-	1.48599878349443e-05	-	4.50691121086942e-06
ENSG00000106483	1	3	5	4.32896138269007e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.32896138269007e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106484	6	10	8	1.35812817600549e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	16	5	-	8	44	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.72747975621464e-06	0.000107696737080042	6.1751375983831e-06	-	5.11174846683163e-05	0.000123065172682181	2.31782044568138e-05
ENSG00000106511	1	4	7	1.80888239351951e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.80888239351951e-05	-	-	-	-
ENSG00000106524	14	11	4	7.91195023094813e-06	-	7	-	6	3	-	11	-	-	-	-	-	-	-	9	-	-	-	-	8.5	4	4.5	4	4	-	4.5	3.5	3	-	5	-	1.27962192959473e-05	-	4.27255874893876e-06	1.48494801489524e-05	-	2.12199529295678e-05	-	-	-	-	-	-	-	9.90617160161491e-06	-	-	-	-	1.3103174419207e-05	1.10911906412732e-05	1.13683717534598e-05	4.7760614293315e-06	1.88913187581762e-05	-	3.03153161995651e-06	2.27695649206491e-06	1.81980108123041e-05	-	5.21971809200617e-06
ENSG00000106537	1	3	5	2.89016048603862e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.89016048603862e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106538	7	4	6	2.04108045021709e-05	5	-	-	-	6	-	-	-	-	-	-	-	-	-	7	-	6	9	-	-	-	6	4.5	-	-	-	-	-	-	-	2.96389349787004e-05	-	-	-	1.21774204853606e-05	-	-	-	-	-	-	-	-	-	4.39517499022853e-05	-	9.30564607880518e-05	1.35247801163e-05	-	-	-	2.60630414532968e-05	1.24878806084868e-05	-	-	-	-	-	-	-
ENSG00000106541	10	11	22	0.000209501567013162	-	-	-	-	61	-	-	12.5	-	-	-	27	-	-	-	11.5	-	32	53.5	-	-	-	13.5	-	41	7.5	-	-	3	-	-	-	-	-	0.00104968676590956	-	-	0.000126984854430289	-	-	-	0.000209501567013162	-	-	-	8.28171444764602e-05	-	0.000281434068246537	0.000656020402072221	-	-	-	0.000111441452519374	-	0.000377962321744362	1.53724534507802e-05	-	-	1.56951453823851e-05	-
ENSG00000106554	30	19	19	7.9627707227199e-05	22	19.5	18	27	13	6	31	13	32	22	8	15	12	21.5	20	16	13.5	17	18	19	11	28.5	15	13	18	24	17	27.5	14	17.5	9.03231859175725e-05	7.53860331059159e-05	0.000120926023015444	4.58137822912566e-05	0.000144955363810781	5.06151528969889e-05	0.000154030007384942	8.06455829036411e-05	0.000442511420039236	8.02797111530668e-05	6.80592990385151e-05	7.18157891813936e-05	0.000204900793398204	6.11990415682453e-05	5.81815852646243e-05	0.000110696301330203	0.00012058733720654	5.77613496169988e-05	9.06025139090516e-05	4.008641613135e-05	4.67226685044151e-05	0.000100473953708397	7.9627707227199e-05	8.08822016915014e-05	6.91885716399083e-05	7.87267461340942e-05	2.22979406282714e-05	0.000103168664417341	5.12629182087537e-05	7.54341392547727e-05
ENSG00000106560	4	7	6	1.10283168733453e-05	-	-	9	6	-	-	-	-	-	-	-	-	4	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.93166704264817e-05	1.95361667858675e-06	-	-	-	-	-	-	-	-	3.1221941579222e-05	7.43492809336002e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106565	1	3	12	6.09594699305617e-05	-	-	-	-	-	-	-	-	-	-	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.09594699305617e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106588	30	11	21	0.000118214879166158	32.5	36.5	30	51	15.5	9	16	9	12	16	29.5	17	16	34.5	33	15	24	17.5	17	23	7	36	15	24.5	12	35	28	32.5	45	49	0.000166832214726642	0.000171592124416118	7.37622274466165e-05	0.000112553753384251	0.000122179322920003	1.52665440341027e-05	3.53039422391238e-05	8.27955706959018e-05	6.27420092245069e-05	0.000127696267227329	0.000205058714540639	0.000237626429742926	0.000188199415854045	0.000160998027244567	0.000144615248729201	8.36040661280521e-05	0.00021871055048691	0.000111042480785734	0.000131316975755572	0.000218422558763822	6.13706661726798e-05	0.000185448628923097	4.54038526788202e-05	7.34707124193514e-05	5.80959798177735e-05	0.000101416929945649	6.30517137735859e-05	0.000427673618490409	0.000166655577447534	0.000185867499013692
ENSG00000106605	30	17	15	4.78977801239471e-05	12	10	20	18.5	12	13	17	10	12	17.5	15	9	15	14.5	31.5	9.5	25	22	9.5	12	16.5	30	13	17	9	24.5	20	22.5	16.5	12	6.55265918715636e-05	2.01360652078547e-05	7.80238667715211e-05	2.73270486364297e-05	6.19977590304401e-05	1.97290653770702e-05	6.67007894538467e-05	3.47999831486409e-05	5.64960311505098e-05	5.14169784929666e-05	3.80680770304391e-05	6.91624027238873e-05	0.000194364778658237	2.02054948598119e-05	8.25744768570634e-05	4.64406192987534e-05	0.00011107456625897	7.11348766520666e-05	3.42773912069282e-05	3.78138987221559e-05	4.77689404841627e-05	9.03025276352589e-05	3.74284367173312e-05	5.71394950264441e-05	2.60625255117325e-05	4.79679366039922e-05	3.45581178418428e-05	0.000119673188405998	5.38844132227497e-05	2.66931262969093e-05
ENSG00000106615	25	8	6	2.54554342387802e-05	12	-	-	3	4	-	12	-	4	5	5	7	-	6	6.5	4	14	5	3	9	6.5	7	4	10	5	6.5	5	4	5	7	4.22428980124654e-05	-	-	7.96906181047347e-06	7.93269218526274e-06	-	4.2452001716875e-05	-	3.66903006475369e-05	3.02734327882974e-05	2.81659926743291e-05	2.93422501487076e-05	-	7.79781317492192e-06	2.49926330364699e-05	3.63513494032485e-05	0.000134095249072134	2.14185087559376e-05	8.21984226861844e-06	2.07219580809628e-05	1.54634298290033e-05	3.09511290143198e-05	7.84449187710138e-06	2.22715766243528e-05	2.61274686199583e-05	2.33403581890246e-05	4.82961964934422e-06	1.92346826240428e-05	1.22939929162103e-05	2.36740059936206e-05
ENSG00000106617	7	10	4	1.55669253363027e-05	-	-	5	-	-	-	10	-	4	-	-	-	-	-	-	-	-	-	-	-	5	3	12	-	-	4	-	-	-	-	-	-	2.94355055298546e-05	-	-	-	1.52088574033899e-05	-	2.55800677066871e-05	-	-	-	-	-	-	-	-	-	-	-	1.40719733042203e-05	5.09803917925647e-06	2.95693863200862e-05	-	-	6.77014738819675e-06	-	-	-	-
ENSG00000106624	17	34	21	5.10228446461032e-05	34	-	-	-	42	-	-	23	-	5	12	42	-	-	82.5	35	-	82	16	-	11	61	41.5	-	12	22	-	19	-	13	5.68737183691592e-05	-	-	-	7.84482323365487e-05	-	-	5.49465256024647e-05	-	2.47519128814402e-05	2.63263659626213e-05	0.000112985496228966	-	-	0.000103492772330631	0.000146796431082035	-	0.000114587443238753	4.25831425160736e-05	-	2.37847975241778e-05	6.43041721902974e-05	6.45985995113242e-05	-	2.58357264909592e-05	2.47491329881874e-05	-	5.37043618352717e-05	-	8.79391189722556e-06
ENSG00000106628	6	10	4	5.78649571951329e-06	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	-	4	-	-	-	-	4	8	-	4	-	-	-	2.64774707840559e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.39309632219406e-06	-	5.42551170394283e-06	-	-	-	-	5.78649571951329e-06	4.305322521631e-05	-	4.89230904818634e-06
ENSG00000106631	3	17	110.5	0.000530615274965782	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	144.5	5	-	-	-	-	-	-	-	-	-	-	-	2.36348243315925e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.00056732616195119	7.02391017670269e-06	-	-	-
ENSG00000106633	1	5	7	2.03003351981597e-05	-	-	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.03003351981597e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106636	28	10	9	3.08856318007452e-05	11	12.5	5.5	13	7	10	16	4	-	8	7	5	8	21	23	6.5	11	8	9.5	10.5	16	20	6.5	14	12	7	-	7.5	9	6	3.60132556236403e-05	2.39637143524148e-05	4.20420404806083e-05	1.48057777667005e-05	1.58024112202694e-05	6.72354539383669e-05	9.32854659375419e-05	9.99984854805937e-06	-	3.93827163021516e-05	2.49774992972364e-05	1.77072390370126e-05	5.08123498390861e-05	3.00598179147666e-05	5.38767162824081e-05	2.53270249318105e-05	5.38402298627996e-05	1.83246452823645e-05	3.4808854323825e-05	3.11965024548838e-05	3.43137780590301e-05	4.34226132247788e-05	1.5708798914009e-05	3.22942350413366e-05	3.17986429592933e-05	1.34167595740968e-05	-	3.87434389594448e-05	2.31462249323513e-05	2.870347416166e-05
ENSG00000106638	22	23	8.5	2.77105889757798e-05	26	4	-	7	5.5	-	-	4	-	3	14.5	-	4.5	-	28.5	36	-	9	5	6	-	29	6	4	8	8.5	23	12.5	9.5	10.5	0.000129748646626678	2.91470685723658e-06	-	6.07754345514796e-06	2.0098705472896e-05	-	-	1.17824368398333e-05	-	1.07866325244433e-05	3.80391825125172e-05	-	3.44769350152638e-05	-	9.11762126777302e-05	0.000152549185248771	-	1.90222438570052e-05	7.62579563079075e-05	1.10449930074486e-05	-	6.32067082654772e-05	1.05296362202227e-05	1.06694372938736e-05	2.40339783024982e-05	1.19700925951144e-05	2.28450116910251e-05	7.75527925459163e-05	4.57204952080096e-05	3.97019881198793e-05
ENSG00000106665	18	46	10.5	2.33057862975723e-05	4	10	-	-	9	-	74	-	-	-	-	-	-	3	11	17	26	9	9	45	63.5	-	-	84	5	6.5	3	11.5	-	16	2.11662357577034e-06	4.244410512943e-06	-	-	4.06598322951483e-05	-	8.26175208218601e-05	-	-	-	-	-	-	1.07852236582122e-06	1.49128239080684e-05	4.20338896621361e-05	3.91658093897216e-05	1.01884834170248e-05	2.7872087718667e-05	1.87394848764776e-05	8.75540976403488e-05	-	-	9.37990820585188e-05	1.64708488244054e-05	4.8046969274182e-06	2.15907285034012e-06	2.75555054073658e-05	-	1.02193726269343e-05
ENSG00000106682	28	12	13	6.43966371625092e-05	8	11	10.5	22	8	-	11	20	9	5	6	-	16	21.5	8.5	21.5	10	17	15	11.5	9	18.5	11	11	14	21.5	16	23	13.5	28.5	4.60733298650217e-05	7.18110954160347e-05	0.000100281640214994	6.36192667459416e-05	3.26989027361413e-05	-	7.85316233697745e-05	0.000116659758160987	6.81350779607224e-05	3.72918213704001e-05	4.7164177168439e-05	-	0.000208208243068967	0.000122506455103344	4.81915408995063e-05	0.000145671293815997	0.000111792823459827	6.10017544295646e-05	5.88456635088496e-05	4.43665245020531e-05	2.93296739877926e-05	6.69882822035675e-05	4.98114347060715e-05	5.21515735728093e-05	7.30546393199666e-05	5.19970577492999e-05	4.17351603347373e-05	0.000197000507871735	6.16434659334424e-05	0.000144061247154355
ENSG00000106683	3	6	6.5	1.08399000588116e-05	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	5	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.36487963575664e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	7.85675012726651e-06	1.05920910868081e-05	-	-	-	-	-	-	-	-
ENSG00000106701	6	13	10	2.30610640448356e-05	-	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	-	-	-	10.5	14	9	-	14	-	-	-	7	-	-	-	-	-	-	-	-	2.2062403657178e-05	-	-	-	-	-	-	-	-	-	-	-	-	1.96509013606839e-05	3.96795760251482e-05	1.99771356229734e-05	-	3.96498901525059e-05	-	-	-	2.2810314254629e-05	-	-
ENSG00000106723	11	7	6	1.1266940383779e-05	-	-	3	5	-	-	-	-	-	-	-	-	-	-	12	4	-	-	-	6	-	6.5	-	7	6	6	-	10.5	-	10.5	-	-	8.84356327870741e-06	1.28620146466381e-06	-	-	-	-	-	-	-	-	-	-	1.9177283679302e-05	1.05078631619612e-05	-	-	-	4.09070012821948e-06	-	1.57398968496495e-05	-	8.90776788345472e-06	1.25802671266739e-05	6.01226471703213e-06	-	6.20821907624349e-05	-	1.90162458821356e-05
ENSG00000106733	1	3	5	5.47741694114305e-06	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.47741694114305e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106771	23	8	6	1.98274827160471e-05	56	5.5	4	5	-	-	6.5	-	8	-	6	5.5	5	7	13	-	5	6	3	10	5	8.5	-	6.5	4.5	6.5	6	10.5	-	5.5	0.000148363897179873	1.06066241299486e-05	9.06041444779188e-06	7.02393933141164e-06	-	-	3.74113662748549e-05	-	5.47154499983781e-05	-	2.35430835751856e-05	6.51924645716759e-05	4.16127551531554e-05	1.10927368757948e-05	2.83080355665205e-05	-	1.90222820145865e-05	1.73872288641263e-05	2.60774149196556e-05	4.21107491053703e-05	2.6412509747629e-06	2.71918490336118e-05	-	1.39006704119054e-05	1.98274827160471e-05	1.27705790641464e-05	1.77842726808389e-05	7.97100967515869e-05	-	8.81845393811437e-06
ENSG00000106772	9	41	9	1.28627598867794e-05	-	-	-	-	15	-	19.5	12	-	-	-	-	-	-	-	-	-	13.5	7	5	9	-	68	-	-	-	-	-	-	7	-	-	-	-	1.28627598867794e-05	-	1.98736517444771e-05	1.8571802357242e-05	-	-	-	-	-	-	-	-	-	7.95339574756203e-06	8.06421181828333e-06	2.44186772221641e-06	7.41902034554025e-06	-	3.07947502399179e-05	-	-	-	-	-	-	2.99676040902584e-06
ENSG00000106785	1	6	7	3.90337170807236e-06	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.90337170807236e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106789	6	9	4	1.21152920199499e-05	-	-	-	-	-	-	4	-	-	-	-	-	3	-	4	-	-	-	-	-	3	13	-	-	4	-	-	-	-	-	-	-	-	-	-	-	1.25384011357863e-05	-	-	-	-	-	8.94968638597793e-06	-	2.73298723191194e-05	-	-	-	-	-	4.47904378322471e-06	4.16652642950071e-05	-	-	1.16921829041135e-05	-	-	-	-	-
ENSG00000106803	25	4	9	4.13016262103795e-05	17	12	13	13	7	-	6.5	9.5	-	5	27	9	7	12	11	16.5	6	12	6	6.5	7	15	8	-	10.5	15	-	9	-	6	3.58501061355352e-05	5.21961461839272e-05	4.35013121757581e-05	3.54973112502821e-05	4.55692620209863e-05	-	2.26971425922004e-05	4.30898749717101e-05	-	4.01834503305652e-05	0.000213797235485639	6.14667754454792e-05	0.000405079809454653	3.76452771208618e-05	4.11656890226428e-05	0.000274697746811105	3.71977720286173e-05	7.04557585420933e-05	3.59061258268725e-05	3.26022503594932e-05	1.57667549632698e-05	7.89361063666405e-05	1.64235929877151e-05	-	4.80014430838601e-05	3.58585077633585e-05	-	5.82639374448029e-05	-	4.49133854325875e-05
ENSG00000106804	20	52	19	4.6802673809165e-05	47.5	-	-	-	27	11	-	67	6	31	19	6.5	138	-	80.5	12.5	-	34	13	-	25.5	63.5	57	-	4	10	4	-	5.5	-	7.77994512602758e-05	-	-	-	8.3216526785472e-05	5.56100237927524e-05	-	0.00015739012280214	3.37011553170542e-05	4.6802673809165e-05	6.31359878851868e-05	2.02636680194803e-05	0.000736455916652643	-	6.72045629284844e-05	3.85062208427262e-05	-	5.50965807572012e-05	1.99326105315118e-05	-	4.4840744424085e-05	5.02375943349338e-05	6.13377027120308e-05	-	1.39054051694919e-05	1.00663457780061e-05	4.76624968529046e-06	-	1.28852023981342e-05	-
ENSG00000106809	22	20	53	0.000320577200368989	51	-	-	-	151.5	83	-	177.5	18	24	14	53	-	-	206	53	-	149	120.5	-	121	86	189	3	41	51	14	50	66	80.5	0.000335356331946403	-	-	-	0.00329104677632029	0.00187415154473029	-	0.00479885413347796	0.000155818826460263	0.000200457549327635	0.000135941223266995	0.000914236650457576	-	-	0.00126537852291192	0.000543765029704717	-	0.00189764295700879	0.00179124056515789	-	0.00085718674837154	0.0012584198596439	0.00181821232492116	1.33909544620479e-05	0.000136880949222184	0.000262688625359524	1.82619149752217e-05	0.000361942459952145	0.000456161795332849	0.000185420931154678
ENSG00000106819	19	17	28	0.000127163540672295	12	-	-	-	74	15	-	85.5	4	63	23	25	-	-	39.5	99.5	-	60.5	69.5	-	45.5	32.5	40.5	-	6	5.5	-	-	6	8	5.79174466801313e-05	-	-	-	0.000497779156334699	9.48511344549632e-05	-	0.000882879622918988	2.91183910746324e-05	0.000131558238152821	6.79152409177603e-05	0.00012065608994508	-	-	0.000123847576009561	0.00089478745801367	-	0.000262172363437119	0.000350648369092789	-	0.000142078908952603	0.000115368222036617	0.000214267364859778	-	2.12696381788114e-05	1.00551557350116e-05	-	-	1.57255200085585e-05	1.01099546230371e-05
ENSG00000106823	1	3	4	1.04248126167988e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.04248126167988e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106829	2	10	8	2.34683783155432e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.4456583470313e-05	-	-	-	-	-	-	4.5056855628431e-05	-	-	-	-	-	-	-	-
ENSG00000106853	25	17	27	0.000117332681508276	34.5	-	-	-	22.5	14	20	40	12	83	156	10	-	-	52.5	24.5	3	41.5	23.5	27	21	49.5	16	9	37	26.5	63	24	6	21	0.000293659751169439	-	-	-	0.000108659574656643	9.09121653953061e-05	4.90893926346417e-05	0.000229088465840473	5.91839941638101e-05	0.000586310710545889	0.00125014304899909	7.81660317852638e-05	-	-	0.00017829436963527	0.000170475007300209	1.35776571465195e-05	0.000174059244410058	0.000106852769721406	0.000134783889340429	5.27192723651215e-05	0.000260862140526711	0.000124969009072973	4.11444685029307e-05	0.000156247298646327	5.12339638861749e-05	8.82197791629137e-05	0.000130641267519429	1.55364727801156e-05	7.76365730359974e-05
ENSG00000106868	1	12	13	4.03124938014621e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.03124938014621e-05	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106927	25	22	22	9.37083009825083e-05	25.5	-	-	-	42.5	17	-	108	13	54	14.5	26	58	-	62	28	4.5	75	33	8.5	35.5	76.5	23	6	96	9.5	15.5	5.5	13	7	0.000104383168293293	-	-	-	0.000161457443094052	0.000136159852723834	-	0.000558461077036293	8.63656670201507e-05	0.00017891315769117	5.00557911213299e-05	0.000100956243325926	0.00106502033957747	-	0.000225194520328847	0.000111499764593272	1.96978865225964e-05	0.000207574838713617	0.000103782985910754	1.57317430598638e-05	7.54872811217273e-05	0.000244522660473822	8.21735114673297e-05	2.26191455828436e-05	0.000371532385968739	2.06022178953071e-05	2.81244546776574e-05	3.01974397657871e-05	4.4435523643198e-05	8.90961014905812e-06
ENSG00000106948	3	23	18	9.74434302097354e-06	-	8.5	-	34	-	-	-	-	-	-	-	-	-	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.86416570156608e-06	-	1.44508431718977e-05	-	-	-	-	-	-	-	-	-	6.96376875131767e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
