GeneID	#Tissues	maxPeptides	medianSpectralCount	medianTop3Abundance	SpectralCount.CSF	SpectralCount.adipocyte	SpectralCount.bone	SpectralCount.breast	SpectralCount.heart	SpectralCount.lung	SpectralCount.ovary	SpectralCount.pancreas	SpectralCount.platelets_lysate	SpectralCount.platelets_secreted	WithInSampleTop3Abundance.CSF	WithInSampleTop3Abundance.adipocyte	WithInSampleTop3Abundance.bone	WithInSampleTop3Abundance.breast	WithInSampleTop3Abundance.heart	WithInSampleTop3Abundance.lung	WithInSampleTop3Abundance.ovary	WithInSampleTop3Abundance.pancreas	WithInSampleTop3Abundance.platelets_lysate	WithInSampleTop3Abundance.platelets_secreted
ENSG00000135940	4	6	15	0.000332679197860275	-	-	6	-	70	-	-	9	35	-	-	-	8.28026160237665e-05	-	0.000976825862689833	-	-	0.000163468371903282	0.000564844662570668	-
ENSG00000135972	3	11	8	0.000209222412542354	-	-	-	5	-	30	-	8	-	-	-	-	-	0.000209222412542354	-	0.000604583894751531	-	7.79781548845162e-05	-	-
ENSG00000136021	1	19	21	5.09735659169058e-05	-	-	-	-	-	-	-	-	21	-	-	-	-	-	-	-	-	-	5.09735659169058e-05	-
ENSG00000136026	6	23	17.5	0.000196180838021805	-	12	24	37	47	23.5	-	106	-	-	-	5.36864957533696e-05	0.000237584008814467	0.000718024630342811	0.000223247993306573	0.000399873554221885	-	0.00374755117182955	-	-
ENSG00000136044	1	16	41	0.000215764479684706	-	-	-	-	-	-	-	-	41	-	-	-	-	-	-	-	-	-	0.000215764479684706	-
ENSG00000136045	1	4	4.5	0.000132404437067599	-	-	-	-	-	4.5	-	-	-	-	-	-	-	-	-	0.000132404437067599	-	-	-	-
ENSG00000136051	3	9	15	4.0533397061045e-05	-	-	-	-	-	4	-	14	17	-	-	-	-	-	-	9.78924868790121e-05	-	4.79759729783429e-05	2.73273095378163e-05	-
ENSG00000136068	1	104	562	0.00292763595188118	-	-	-	562	-	-	-	-	-	-	-	-	-	0.00292763595188118	-	-	-	-	-	-
ENSG00000136100	1	3	11	2.13373796740194e-05	-	-	-	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	2.13373796740194e-05	-
ENSG00000136141	1	3	7.5	1.67400003318808e-05	-	-	-	-	-	-	-	-	7.5	-	-	-	-	-	-	-	-	-	1.67400003318808e-05	-
ENSG00000136143	3	10	61	0.000291008533876591	-	-	3	-	65	-	-	-	62	-	-	-	2.889548661953e-05	-	0.00219872901096441	-	-	-	0.000291008533876591	-
ENSG00000136152	3	25	43.5	6.20989856856974e-05	-	-	77	3	-	-	-	-	28	-	-	-	0.000381407637354674	1.86535257609497e-05	-	-	-	-	5.71310282586869e-05	-
ENSG00000136153	1	5	10	3.05635091918845e-05	-	-	10	-	-	-	-	-	-	-	-	-	3.05635091918845e-05	-	-	-	-	-	-	-
ENSG00000136167	5	29	37	0.00010926884815409	-	24	17	-	144	-	-	9	41	-	-	5.25842215290762e-05	9.29978835995501e-05	-	0.000473158772133134	-	-	3.98746051942761e-05	0.00010926884815409	-
ENSG00000136193	1	5	43	7.28864687433993e-05	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	7.28864687433993e-05	-
ENSG00000136231	1	13	32	0.00109027226891102	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	0.00109027226891102	-	-	-	-
ENSG00000136238	3	8	53	0.000721670011049438	-	11	8	-	-	-	-	-	55	-	-	4.23591233622723e-05	6.05524056220771e-05	-	-	-	-	-	0.000801205582490847	-
ENSG00000136261	4	11	26	0.000194724104531383	-	-	26	19	-	-	-	9	72	-	-	-	0.00024376701170097	0.000878272392948271	-	-	-	0.000119293633796497	0.000152947709435453	-
ENSG00000136270	2	11	7	0.000228708315756915	-	-	13.5	7	-	-	-	-	-	-	-	-	0.000285702952506001	0.000228708315756915	-	-	-	-	-	-
ENSG00000136271	1	7	8	0.000433259933079958	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	0.000433259933079958	-	-	-	-
ENSG00000136279	2	22	100.5	0.000453787620171419	-	-	-	-	-	-	-	-	125.5	63.5	-	-	-	-	-	-	-	-	0.000338605523106829	0.00053197576764569
ENSG00000136448	2	7	15	4.0903111614022e-05	-	-	-	-	-	15	-	-	20.5	-	-	-	-	-	-	0.000424414480672783	-	-	2.59700739775247e-05	-
ENSG00000136450	5	7	6.5	0.000140122739305639	-	-	7	6	46	4	-	9	-	-	-	-	9.28350276474481e-05	0.000169034003031894	0.000121390413430924	0.00012086444071623	-	0.000158855065180354	-	-
ENSG00000136463	1	6	24	0.000221271209098614	-	-	-	-	24	-	-	-	-	-	-	-	-	-	0.000221271209098614	-	-	-	-	-
ENSG00000136485	2	6	8.5	0.000105892075866952	-	-	13	4	-	-	-	-	-	-	-	-	0.000130764079921779	8.10200718121251e-05	-	-	-	-	-	-
ENSG00000136490	1	3	5	2.93461650966461e-05	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	2.93461650966461e-05	-
ENSG00000136522	2	10	15.5	0.000285746257024454	-	-	-	-	-	12	-	19	-	-	-	-	-	-	-	0.000290839934267464	-	0.000280652579781443	-	-
ENSG00000136560	1	8	11	0.000263400512405195	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	0.000263400512405195	-	-	-	-
ENSG00000136628	5	50	75	0.000357114292267674	-	-	6	116	-	87	-	203	64	-	-	-	4.08461433447306e-05	0.000909217391910722	-	0.000951294011625073	-	0.000483540189613478	0.000230688394921869	-
ENSG00000136631	1	3	52	8.53686609392121e-05	-	-	-	-	-	-	-	-	52	-	-	-	-	-	-	-	-	-	8.53686609392121e-05	-
ENSG00000136731	4	53	54	9.18761822816022e-05	-	-	4	41	-	-	-	248	64	-	-	-	5.11692010263896e-05	0.0004416035280404	-	-	-	0.000603329738149956	8.75499489898008e-05	-
ENSG00000136738	1	5	46	0.00013591603004334	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	0.00013591603004334	-
ENSG00000136754	2	13	64	0.000295067494183952	-	-	-	12	-	-	-	-	65	-	-	-	-	0.000454636888817863	-	-	-	-	0.000286280765324149	-
ENSG00000136758	2	8	8	0.000148077626961973	-	-	-	7	-	9	-	-	-	-	-	-	-	0.00020053840444184	-	9.56168494821053e-05	-	-	-	-
ENSG00000136783	2	9	24	0.000130547933428036	-	-	-	-	28	-	-	-	21.5	-	-	-	-	-	0.000162843456637245	-	-	-	9.97911305601685e-05	-
ENSG00000136802	1	6	7	8.52083355655422e-05	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	8.52083355655422e-05	-	-	-	-
ENSG00000136807	3	6	5	0.00016492600244507	-	-	-	5	-	10	-	3	-	-	-	-	-	0.00016492600244507	-	0.000226500776164126	-	9.72978655488664e-05	-	-
ENSG00000136810	3	11	77	0.000461952719314521	-	-	-	11	-	-	-	6	80	-	-	-	-	0.000310567637057036	-	-	-	1.4836024602028e-05	0.000502759777478541	-
ENSG00000136813	4	48	105.5	0.000240044104658127	-	-	170.5	74	-	-	-	12	128.5	-	-	-	0.000485555898129613	0.000460079410696182	-	-	-	2.66073628150674e-05	0.000192779317258715	-
ENSG00000136824	3	25	25	0.000107365670414622	-	-	25	37	-	-	-	6	-	-	-	-	0.000107365670414622	0.000289480800978588	-	-	-	4.2448179947584e-05	-	-
ENSG00000136827	3	3	4	6.17282622228639e-05	-	-	4	4	-	-	-	3	-	-	-	-	2.48228898604925e-05	8.92552572960994e-05	-	-	-	6.17282622228639e-05	-	-
ENSG00000136830	2	11	22	0.000282617211621841	-	-	-	25	-	-	-	19	-	-	-	-	-	0.000340152257453384	-	-	-	0.000225082165790297	-	-
ENSG00000136842	1	14	79	0.000596981723484213	-	-	-	-	79	-	-	-	-	-	-	-	-	-	0.000596981723484213	-	-	-	-	-
ENSG00000136854	1	9	33	0.000102741338883575	-	-	-	-	-	-	-	-	33	-	-	-	-	-	-	-	-	-	0.000102741338883575	-
ENSG00000136875	1	13	17	0.000159868129533098	-	-	-	-	-	17	-	-	-	-	-	-	-	-	-	0.000159868129533098	-	-	-	-
ENSG00000136888	3	8	6.5	6.10964671571898e-05	-	-	-	5	-	-	-	4	9.5	-	-	-	-	6.38866640124585e-05	-	-	-	4.5874902351668e-06	6.76144405494726e-05	-
ENSG00000136897	2	4	6.5	0.000144212985086702	-	-	-	-	-	7	-	6	-	-	-	-	-	-	-	0.000171676895384857	-	0.000116749074788548	-	-
ENSG00000136930	3	7	30	0.000228041934555965	-	-	-	-	23	-	-	30	47	-	-	-	-	-	0.000228041934555965	-	-	0.00155797610555451	7.08885613883646e-05	-
ENSG00000136937	4	14	10	0.000141767233821544	-	-	3.5	9	-	18.5	-	15	-	-	-	-	3.81023104081026e-05	0.000211439239245488	-	0.000303090719924579	-	7.20952283976008e-05	-	-
ENSG00000136938	1	7	14	0.000301123483985191	-	-	-	-	-	-	-	14	-	-	-	-	-	-	-	-	-	0.000301123483985191	-	-
ENSG00000136942	3	8	30.5	0.00214186370301564	-	-	10	-	-	33.5	-	28	-	-	-	-	7.53098134903875e-05	-	-	0.00402048165331104	-	0.00252528335424591	-	-
ENSG00000136960	1	4	7	0.000115432728113991	7	-	-	-	-	-	-	-	-	-	0.000115432728113991	-	-	-	-	-	-	-	-	-
ENSG00000136986	2	4	6.5	0.000108972981512618	-	-	-	-	-	8	-	5	-	-	-	-	-	-	-	0.000178919548758805	-	3.90264142664317e-05	-	-
ENSG00000137040	2	16	27	7.79340695314142e-05	-	-	29	-	-	-	-	24	-	-	-	-	9.43365236905024e-05	-	-	-	-	4.62128318603166e-05	-	-
ENSG00000137054	1	4	5	0.000225645897462243	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	0.000225645897462243	-	-	-	-
ENSG00000137055	2	12	36	0.000134516540364499	-	-	-	8	-	-	-	-	104.5	-	-	-	-	0.000134516540364499	-	-	-	-	0.000209712985008037	-
ENSG00000137076	6	229	3344	0.00719753233428127	-	171	-	126	361	-	-	664	5273	3033	-	0.000380274885174684	-	0.000428229057867857	0.00146679622964241	-	-	0.000506097854360429	0.0151671729160075	0.00338447088315103
ENSG00000137100	2	6	26.5	0.000202858213892183	-	-	-	-	9	-	-	-	44	-	-	-	-	-	5.97433881030403e-05	-	-	-	0.000334403545529821	-
ENSG00000137106	2	10	31	0.000280812468492091	-	-	-	-	90.5	-	-	-	31	-	-	-	-	-	0.000326539077506544	-	-	-	9.55076293885218e-05	-
ENSG00000137124	1	5	16	8.82202508702859e-05	-	-	-	-	16	-	-	-	-	-	-	-	-	-	8.82202508702859e-05	-	-	-	-	-
ENSG00000137133	2	4	16	9.20371923161271e-05	-	-	-	-	18	-	-	-	14	-	-	-	-	-	7.85744403575472e-05	-	-	-	0.000105499944274707	-
ENSG00000137145	1	4	35	0.000172415461496059	-	-	-	-	-	-	-	-	35	-	-	-	-	-	-	-	-	-	0.000172415461496059	-
ENSG00000137154	3	18	64.5	0.00219608871140304	-	-	-	36	-	60	-	93	-	-	-	-	-	0.00114576023357283	-	0.00485028024243523	-	0.00324641718923324	-	-
ENSG00000137161	1	8	41	0.00020085128673173	-	-	-	-	-	-	-	-	41	-	-	-	-	-	-	-	-	-	0.00020085128673173	-
ENSG00000137168	1	4	12	6.73983504900011e-05	-	-	-	-	12	-	-	-	-	-	-	-	-	-	6.73983504900011e-05	-	-	-	-	-
ENSG00000137198	1	12	95.5	0.000276515565336526	-	-	-	-	-	-	-	-	95.5	-	-	-	-	-	-	-	-	-	0.000276515565336526	-
ENSG00000137200	1	6	6	8.90923626817678e-05	-	-	-	6	-	-	-	-	-	-	-	-	-	8.90923626817678e-05	-	-	-	-	-	-
ENSG00000137207	1	3	5	8.36127004033809e-05	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	8.36127004033809e-05	-	-	-	-
ENSG00000137267	4	5	56.5	0.000248771454613989	-	55	98	-	32	-	-	-	32.5	-	-	0.00022796325360179	0.0056711605517408	-	0.000269579655626188	-	-	-	8.60395195883669e-05	-
ENSG00000137274	1	3	11	3.40259221748686e-05	-	-	-	-	11	-	-	-	-	-	-	-	-	-	3.40259221748686e-05	-	-	-	-	-
ENSG00000137285	1	3	59	9.66084080497943e-05	-	-	-	-	-	-	-	-	59	-	-	-	-	-	-	-	-	-	9.66084080497943e-05	-
ENSG00000137309	2	4	8.5	0.000223232136547556	-	-	-	-	-	10	-	7	-	-	-	-	-	-	-	0.00030933001785663	-	0.000137134255238482	-	-
ENSG00000137312	3	23	56	0.000168380119004675	-	47	-	-	-	4	-	-	63	-	-	0.00022231312359434	-	-	-	5.92489823649108e-05	-	-	0.000168380119004675	-
ENSG00000137409	2	6	14	0.000398206569074667	-	-	-	16	-	12	-	-	-	-	-	-	-	0.00048445065267924	-	0.000311962485470094	-	-	-	-
ENSG00000137486	1	17	33	0.000159244529921668	-	-	-	-	-	-	-	-	33	-	-	-	-	-	-	-	-	-	0.000159244529921668	-
ENSG00000137497	1	4	6	4.15508669574583e-05	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	4.15508669574583e-05	-	-
ENSG00000137507	1	3	34.5	3.67173170790241e-05	-	-	-	-	-	-	-	-	34.5	-	-	-	-	-	-	-	-	-	3.67173170790241e-05	-
ENSG00000137547	3	10	15.5	0.000295460385854118	-	-	-	13	-	11.5	-	18	-	-	-	-	-	0.000287738235027436	-	0.000175961581088989	-	0.000303182536680799	-	-
ENSG00000137574	1	6	9	7.10600445082707e-05	-	-	-	-	-	9	-	-	-	-	-	-	-	-	-	7.10600445082707e-05	-	-	-	-
ENSG00000137575	1	4	5	2.67132846708492e-05	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	2.67132846708492e-05	-	-
ENSG00000137672	1	5	52	0.000372559176976635	-	-	-	-	-	-	-	-	52	-	-	-	-	-	-	-	-	-	0.000372559176976635	-
ENSG00000137692	1	6	15.5	0.00011550048707128	-	-	15.5	-	-	-	-	-	-	-	-	-	0.00011550048707128	-	-	-	-	-	-	-
ENSG00000137699	1	3	3	0.000276483800779625	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	0.000276483800779625	-
ENSG00000137710	2	7	59.5	6.63356763664591e-05	-	-	-	-	53.5	-	-	-	70	-	-	-	-	-	0.000230936770060161	-	-	-	5.30677998811152e-05	-
ENSG00000137713	1	14	36.5	0.000243684137555927	-	-	36.5	-	-	-	-	-	-	-	-	-	0.000243684137555927	-	-	-	-	-	-	-
ENSG00000137767	6	24	17	0.000466796986544696	-	-	7.5	25	-	68	4	96	120.5	-	-	-	5.53276953520568e-05	0.000707597327711364	-	0.000640281411276483	0.000584865370830969	0.00263937854031392	0.000265674838463516	-
ENSG00000137776	1	5	11	0.000173426773428238	-	-	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	0.000173426773428238	-	-
ENSG00000137801	6	84	2905.5	0.0123646922422389	-	7	-	7	4	27	-	-	3024	5349.5	-	3.53519939095529e-05	-	0.000123878824496923	3.3496687117183e-06	0.000175339846419301	-	-	0.013031314830709	0.0238778645612181
ENSG00000137804	1	7	6.5	0.000158833543757183	-	-	-	-	-	6.5	-	-	-	-	-	-	-	-	-	0.000158833543757183	-	-	-	-
ENSG00000137815	1	14	17	0.000671965290635277	-	-	-	-	-	17	-	-	-	-	-	-	-	-	-	0.000671965290635277	-	-	-	-
ENSG00000137824	2	9	11	0.000450107215072485	-	-	-	-	-	10	-	12	-	-	-	-	-	-	-	0.000241131455064359	-	0.00065908297508061	-	-
ENSG00000137831	2	8	9	1.91347648255591e-05	-	-	3.5	-	-	-	-	-	14	-	-	-	2.16250629261456e-05	-	-	-	-	-	1.52236962952948e-05	-
ENSG00000137841	1	4	9	3.76506429069895e-05	-	-	-	-	-	-	-	-	9	-	-	-	-	-	-	-	-	-	3.76506429069895e-05	-
ENSG00000137845	1	17	183.5	0.00085039046999462	-	-	-	-	-	-	-	-	183.5	-	-	-	-	-	-	-	-	-	0.00085039046999462	-
ENSG00000137876	1	3	5	4.59447774232733e-05	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	4.59447774232733e-05	-	-	-	-
ENSG00000137878	1	9	31	0.000211395941811944	-	-	-	-	31	-	-	-	-	-	-	-	-	-	0.000211395941811944	-	-	-	-	-
ENSG00000137942	1	8	50.5	0.00011339192205628	-	-	-	-	-	-	-	-	50.5	-	-	-	-	-	-	-	-	-	0.00011339192205628	-
ENSG00000137947	1	3	3	2.98418050173128e-05	-	-	3	-	-	-	-	-	-	-	-	-	2.98418050173128e-05	-	-	-	-	-	-	-
ENSG00000137955	1	7	12	0.000365378512207661	-	-	12	-	-	-	-	-	-	-	-	-	0.000365378512207661	-	-	-	-	-	-	-
ENSG00000137992	2	13	58	0.000523051025321807	-	-	-	-	68	-	-	24	-	-	-	-	-	-	0.000596072174589129	-	-	0.000403136980163334	-	-
ENSG00000137996	1	4	31	4.19724194941389e-05	-	-	-	-	-	-	-	-	31	-	-	-	-	-	-	-	-	-	4.19724194941389e-05	-
ENSG00000138029	8	24	44	0.000418455257361699	-	56	12.5	23	176.5	31	5	20	34.5	-	-	0.000429558957556361	0.000224174322800405	0.00131955082018979	0.000662164536724303	0.000977152540149861	0.000848660322091338	0.000595011194703274	9.22012423906524e-05	-
ENSG00000138032	1	3	4	7.15593034058749e-05	-	-	4	-	-	-	-	-	-	-	-	-	7.15593034058749e-05	-	-	-	-	-	-	-
ENSG00000138035	1	3	6	2.50033233186333e-05	-	-	-	-	6	-	-	-	-	-	-	-	-	-	2.50033233186333e-05	-	-	-	-	-
ENSG00000138061	1	3	3	3.76459746081092e-05	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	3.76459746081092e-05	-	-	-	-
ENSG00000138069	4	13	111	0.000824650234462102	-	99	10	-	58	-	-	-	187	-	-	0.000524428873712694	0.00011373368774508	-	0.000201362906555236	-	-	-	0.00111584713345574	-
ENSG00000138071	3	16	366.5	0.00162062058072069	-	-	-	25	-	-	5	-	374	-	-	-	-	0.000805957931954765	-	-	0.00144906817627925	-	0.00179763233058744	-
ENSG00000138073	1	6	9	0.000185205794714543	-	-	-	9	-	-	-	-	-	-	-	-	-	0.000185205794714543	-	-	-	-	-	-
ENSG00000138080	1	20	93	0.000499732157379926	-	-	-	-	-	-	-	-	93	-	-	-	-	-	-	-	-	-	0.000499732157379926	-
ENSG00000138095	6	68	119	0.00045199629436835	-	-	344	13	69	143	-	90	68	-	-	-	0.00199643178473601	0.000142559827811933	0.000664815231597455	0.00338427593117883	-	0.000351319702114255	0.000123608047973378	-
ENSG00000138107	6	21	30	0.000232309779072173	-	-	4	22	21	7	-	7	108.5	-	-	-	1.36760172561666e-05	0.000902806417663223	0.000372618837029965	5.6833690029259e-05	-	0.000100184862038316	0.000483503333220839	-
ENSG00000138119	2	113	22.5	5.42773395690887e-05	-	22	-	668	-	-	-	-	-	-	-	4.89357778391458e-05	-	0.00381129829472918	-	-	-	-	-	-
ENSG00000138138	2	3	5.5	6.51119137977881e-05	-	-	-	3	8	-	-	-	-	-	-	-	-	9.47058750279647e-05	3.55179525676115e-05	-	-	-	-	-
ENSG00000138175	2	5	6	5.51982789268324e-05	-	-	-	-	6	-	-	-	42.5	-	-	-	-	-	2.80901501210514e-05	-	-	-	0.000188695469694663	-
ENSG00000138190	1	4	5.5	7.25843310785987e-05	-	-	5.5	-	-	-	-	-	-	-	-	-	7.25843310785987e-05	-	-	-	-	-	-	-
ENSG00000138207	2	10	11	6.72373655528536e-05	73	-	-	-	10	-	-	-	-	-	0.0017660919172078	-	-	-	5.03245289306332e-05	-	-	-	-	-
ENSG00000138246	2	6	33	3.5053610702893e-05	-	-	-	10	-	-	-	-	44	-	-	-	-	3.5053610702893e-05	-	-	-	-	3.46724043058092e-05	-
ENSG00000138279	4	19	26.5	0.00029370819344951	-	13	-	11	30.5	-	-	-	180	-	-	4.89191422293419e-05	-	0.000366496406633081	0.000515311951345041	-	-	-	0.00107711444140336	-
ENSG00000138303	1	4	4	9.94705658636025e-05	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	9.94705658636025e-05	-	-	-	-
ENSG00000138326	3	6	54.5	0.00189092529812314	-	-	10	-	-	63.5	-	59	-	-	-	-	6.6767124704137e-05	-	-	0.00478648622273714	-	0.00118367475220781	-	-
ENSG00000138363	2	30	70.5	0.000108801205069815	-	-	-	-	23	-	-	-	108	-	-	-	-	-	8.01167470902694e-05	-	-	-	0.000147359097727354	-
ENSG00000138385	3	27	18	0.00068682219560794	-	-	4	-	-	55	-	15	-	-	-	-	2.62681954114137e-05	-	-	0.00212434756319983	-	0.000244544575536295	-	-
ENSG00000138399	1	5	6.5	5.88751532444835e-05	-	-	6.5	-	-	-	-	-	-	-	-	-	5.88751532444835e-05	-	-	-	-	-	-	-
ENSG00000138413	4	21	42	0.000101470579079629	-	42	-	-	26	-	-	-	52.5	34	-	9.0988715120093e-05	-	-	0.000446480082196431	-	-	-	0.000199540191043079	7.01963953252456e-05
ENSG00000138430	4	17	41	0.000514245978960448	-	-	-	11	22	24	-	-	234	-	-	-	-	0.00036586953924334	0.000201818126218544	0.000671787239635458	-	-	0.000597056112606653	-
ENSG00000138442	1	5	7	0.000287081100493136	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	0.000287081100493136	-	-	-	-
ENSG00000138448	2	7	6	5.1484118496937e-05	-	-	4	-	-	-	-	8	-	-	-	-	3.80680768393809e-05	-	-	-	-	6.49001601544931e-05	-	-
ENSG00000138594	3	17	90	0.000667843150762188	-	-	9	-	-	3	-	-	128	-	-	-	0.00012293836846296	-	-	4.35032803187725e-05	-	-	0.000670354802757688	-
ENSG00000138614	1	3	3	7.85376360327072e-05	-	-	-	3	-	-	-	-	-	-	-	-	-	7.85376360327072e-05	-	-	-	-	-	-
ENSG00000138615	1	4	19.5	0.000157653679179156	-	-	-	-	19.5	-	-	-	-	-	-	-	-	-	0.000157653679179156	-	-	-	-	-
ENSG00000138621	1	3	28	2.76666968340941e-05	-	-	-	-	-	-	-	-	28	-	-	-	-	-	-	-	-	-	2.76666968340941e-05	-
ENSG00000138663	4	14	13	9.12204934677824e-05	-	-	5.5	7	-	20	-	-	26	-	-	-	7.67608199495941e-05	0.000231159636291106	-	0.000253959904919464	-	-	8.29734560927301e-05	-
ENSG00000138668	3	6	12	0.000218823992544052	-	-	-	26	-	12	-	3	-	-	-	-	-	0.000825300626992361	-	0.000218823992544052	-	0.00011527105357398	-	-
ENSG00000138674	2	8	9.5	4.64432201653165e-05	-	-	-	-	-	-	-	4	11	-	-	-	-	-	-	-	-	4.19278930167583e-05	5.09585473138746e-05	-
ENSG00000138678	1	3	3	0.000243906660846654	-	-	-	3	-	-	-	-	-	-	-	-	-	0.000243906660846654	-	-	-	-	-	-
ENSG00000138698	2	16	25	0.000357644774666989	-	-	18	-	-	-	-	-	130	-	-	-	0.000276208812256103	-	-	-	-	-	0.000357644774666989	-
ENSG00000138722	2	58	649	0.00130531798063698	-	-	-	-	-	-	-	-	638	649	-	-	-	-	-	-	-	-	0.0012418831630071	0.00257876629596247
ENSG00000138735	1	39	105	0.000486078927238149	-	-	-	-	-	-	-	-	105	-	-	-	-	-	-	-	-	-	0.000486078927238149	-
ENSG00000138757	3	11	17	0.000865657062906558	-	-	-	6	-	17	-	29	-	-	-	-	-	0.000941539942385589	-	0.00068237544540216	-	0.00155536370591828	-	-
ENSG00000138758	2	26	64	0.000336860946596973	-	-	-	-	48	-	-	-	70	-	-	-	-	-	0.000336860946596973	-	-	-	0.000316001026015921	-
ENSG00000138760	1	9	22.5	0.000511697554222865	-	-	22.5	-	-	-	-	-	-	-	-	-	0.000511697554222865	-	-	-	-	-	-	-
ENSG00000138768	5	23	28	0.000190503685137499	-	-	-	11	7	28	-	88	80	-	-	-	-	0.000116727847539763	0.000118280547523649	0.000437278732294344	-	0.000896031589993704	0.000190503685137499	-
ENSG00000138772	3	16	67	0.000162832916387851	-	-	-	5	136.5	-	-	-	72	-	-	-	-	4.39643122782278e-05	0.000269526474088266	-	-	-	0.000159174818852146	-
ENSG00000138777	3	14	19	0.000215550245643115	-	-	-	-	82.5	-	3	-	15.5	-	-	-	-	-	0.000322339984972064	-	0.000471522005940483	-	0.000129744516461103	-
ENSG00000138794	1	6	18	1.35144178510665e-05	-	-	-	-	-	-	-	-	18	-	-	-	-	-	-	-	-	-	1.35144178510665e-05	-
ENSG00000138796	2	13	155.5	0.000825026051684655	-	-	-	-	243	-	-	-	96.5	-	-	-	-	-	0.00285242510833725	-	-	-	0.000458767983169069	-
ENSG00000138814	2	11	31	0.000110279589094607	-	-	-	-	-	-	-	3	43.5	-	-	-	-	-	-	-	-	7.62319798416682e-05	0.000148045934713852	-
ENSG00000138964	1	4	8	2.48374644677444e-05	-	-	-	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	2.48374644677444e-05	-
ENSG00000139132	1	7	26.5	0.000140264387833796	-	-	-	-	-	-	-	-	26.5	-	-	-	-	-	-	-	-	-	0.000140264387833796	-
ENSG00000139180	4	18	60	0.000135827410610394	-	-	-	6	103	13	-	-	85.5	-	-	-	-	9.77106773119756e-05	0.000607675811092801	0.000125521868581743	-	-	9.71547008874836e-05	-
ENSG00000139197	1	9	11.5	0.000149032005580611	-	-	11.5	-	-	-	-	-	-	-	-	-	0.000149032005580611	-	-	-	-	-	-	-
ENSG00000139324	2	6	8	0.000137445522337069	-	-	-	11	-	5	-	-	-	-	-	-	-	0.000202463179847162	-	7.2427864826977e-05	-	-	-	-
ENSG00000139329	3	15	209	0.00154285424337351	20.5	213	-	-	156	-	-	-	-	-	0.000194895043261574	0.00156945985363911	-	-	0.00317038101932026	-	-	-	-	-
ENSG00000139343	2	4	19.5	0.00014497323675886	-	-	-	-	-	9	-	30	-	-	-	-	-	-	-	0.000141887037251721	-	0.000148059436265999	-	-
ENSG00000139531	1	8	14	0.00028948609130955	-	-	-	-	14	-	-	-	-	-	-	-	-	-	0.00028948609130955	-	-	-	-	-
ENSG00000139546	1	4	4	6.22185052616865e-05	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	6.22185052616865e-05	-	-	-	-
ENSG00000139613	2	22	28.5	0.000232107573539682	-	-	-	5	-	-	-	52	-	-	-	-	-	0.000155900913340064	-	-	-	0.000308314233739299	-	-
ENSG00000139629	1	5	6	0.000120074989369571	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	0.000120074989369571	-	-	-	-
ENSG00000139641	5	31	133	0.000368721895878415	-	134	8	34	-	-	-	52	220	-	-	0.00040688323847666	3.84304143239638e-05	0.000360237449708636	-	-	-	0.000148028147514516	0.000656791211078537	-
ENSG00000139684	2	11	45	0.000230639029957658	-	-	-	-	104	-	-	-	37.5	-	-	-	-	-	0.000457659836861574	-	-	-	0.000111137952708227	-
ENSG00000139687	1	3	3	5.51400082982256e-05	-	-	-	3	-	-	-	-	-	-	-	-	-	5.51400082982256e-05	-	-	-	-	-	-
ENSG00000139697	1	3	3	1.95231844833176e-05	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	1.95231844833176e-05	-	-	-	-
ENSG00000139719	5	7	9	8.48277271506514e-05	-	-	8	4	-	8	-	9	10	-	-	-	8.48277271506514e-05	0.000194397025880447	-	0.000113812473190993	-	0.000100366089619108	2.36629801019008e-05	-
ENSG00000139722	1	6	89.5	0.000116285032247045	-	-	-	-	-	-	-	-	89.5	-	-	-	-	-	-	-	-	-	0.000116285032247045	-
ENSG00000139725	2	4	19.5	0.000132538334214217	-	-	-	-	-	3	-	-	31	-	-	-	-	-	-	8.20556201018358e-05	-	-	0.00017239843835578	-
ENSG00000139726	2	9	13.5	0.000540848232283033	-	-	-	17	-	-	-	-	10	-	-	-	-	0.00103939951455984	-	-	-	-	4.22969500062272e-05	-
