GeneID	#Tissues	maxPeptides	medianSpectralCount	medianTop3Abundance	SpectralCount.CSF	SpectralCount.adipocyte	SpectralCount.bone	SpectralCount.breast	SpectralCount.heart	SpectralCount.lung	SpectralCount.ovary	SpectralCount.pancreas	SpectralCount.platelets_lysate	SpectralCount.platelets_secreted	WithInSampleTop3Abundance.CSF	WithInSampleTop3Abundance.adipocyte	WithInSampleTop3Abundance.bone	WithInSampleTop3Abundance.breast	WithInSampleTop3Abundance.heart	WithInSampleTop3Abundance.lung	WithInSampleTop3Abundance.ovary	WithInSampleTop3Abundance.pancreas	WithInSampleTop3Abundance.platelets_lysate	WithInSampleTop3Abundance.platelets_secreted
ENSG00000111581	1	4	4	2.18748655139733e-05	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	2.18748655139733e-05	-	-
ENSG00000111605	2	5	4.5	0.000111817763205793	-	-	4	-	-	5	-	-	-	-	-	-	4.13629114598611e-05	-	-	0.000182272614951724	-	-	-	-
ENSG00000111640	9	33	599	0.00218255112328683	5	62	42	25	747	7	-	5	874	610	4.41990855766906e-05	0.000400471393193354	0.00037153992694728	0.00137317956771843	0.0129095380447432	0.000178572451760912	-	3.54029942139119e-05	0.00454743889603929	0.00308338409094952
ENSG00000111641	1	12	20	0.000545602316393255	-	-	-	-	-	20	-	-	-	-	-	-	-	-	-	0.000545602316393255	-	-	-	-
ENSG00000111642	2	15	22	0.000172767769093424	-	-	-	13	-	-	-	31	-	-	-	-	-	0.000294268425892547	-	-	-	5.12671122943009e-05	-	-
ENSG00000111652	3	7	26	7.29875480390826e-05	-	-	-	-	38	-	-	4	44	-	-	-	-	-	8.41199768934293e-05	-	-	2.38003609671658e-05	0.000102772067020585	-
ENSG00000111667	2	21	270	0.00032621323576479	-	-	7	-	-	-	-	-	276	-	-	-	8.43609382626166e-05	-	-	-	-	-	0.000344376194798627	-
ENSG00000111669	5	22	74	0.000430300554575418	-	23.5	-	-	253	6	-	-	88.5	224.5	-	8.23442293960099e-05	-	-	0.00133995791263688	0.000130283250165605	-	-	0.000550581535061027	0.00124559756969462
ENSG00000111674	1	11	110	0.000284291593383852	-	-	-	-	-	-	-	-	110	-	-	-	-	-	-	-	-	-	0.000284291593383852	-
ENSG00000111679	1	36	83	0.000308266771005945	-	-	-	-	-	-	-	-	83	-	-	-	-	-	-	-	-	-	0.000308266771005945	-
ENSG00000111684	2	4	29	7.27876828169707e-05	-	-	-	-	-	3	-	-	84	-	-	-	-	-	-	7.27876828169707e-05	-	-	0.000231936641213838	-
ENSG00000111716	8	22	73.5	0.00077724067506413	-	60	18.5	6	241.5	37	21	-	849	293.5	-	0.000263315753124076	0.00019171896935279	0.00025478057330864	0.0050061754532354	0.00147056240647611	0.00716248600501376	-	0.0026301631594979	0.0021410162811383
ENSG00000111726	2	7	7	0.000237199511946691	-	-	-	11	-	-	-	3	-	-	-	-	-	0.00042543789173976	-	-	-	4.89611321536214e-05	-	-
ENSG00000111786	2	5	5.5	7.92699995460262e-05	-	-	-	-	-	8	-	3	-	-	-	-	-	-	-	0.000115156655493934	-	4.33833435981186e-05	-	-
ENSG00000111790	1	6	56	0.000476104487772265	-	-	-	-	-	-	-	-	56	-	-	-	-	-	-	-	-	-	0.000476104487772265	-
ENSG00000111799	1	3	5	3.46617770507758e-05	-	-	-	-	5	-	-	-	-	-	-	-	-	-	3.46617770507758e-05	-	-	-	-	-
ENSG00000111845	1	3	3	9.98502945978006e-05	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	9.98502945978006e-05	-	-	-	-
ENSG00000111911	2	3	16	5.80934216597273e-05	-	-	3	-	-	-	-	-	29	-	-	-	1.04160420984496e-05	-	-	-	-	-	0.000105770801221005	-
ENSG00000112062	4	11	7	6.38134845067403e-05	-	-	-	7	-	-	4	4	73	-	-	-	-	0.000120762641733756	-	-	0.000368762389620973	1.95221079084283e-05	6.22128067953636e-05	-
ENSG00000112079	1	4	34	9.98908586238918e-05	-	-	-	-	-	-	-	-	34	-	-	-	-	-	-	-	-	-	9.98908586238918e-05	-
ENSG00000112081	4	9	21	0.000103506788414245	-	-	-	8	21	21.5	-	21	-	-	-	-	-	7.07901504646398e-05	9.26295007800879e-05	0.000859601633103188	-	0.000520903208755562	-	-
ENSG00000112096	2	10	82	0.000424418002874022	-	-	-	-	158	-	-	-	81.5	-	-	-	-	-	0.00116901570391089	-	-	-	0.000368339693628317	-
ENSG00000112118	2	20	12	6.26920024130382e-05	-	-	-	34	-	7.5	-	-	-	-	-	-	-	0.000377949972767853	-	3.92839638644394e-05	-	-	-	-
ENSG00000112186	1	6	23.5	0.000302322613391784	-	-	-	-	23.5	-	-	-	-	-	-	-	-	-	0.000302322613391784	-	-	-	-	-
ENSG00000112208	3	6	29	9.33452115764598e-05	-	-	-	-	7	8	-	-	52.5	-	-	-	-	-	5.15889933158652e-05	0.000162295375893271	-	-	9.33452115764598e-05	-
ENSG00000112245	1	3	25	0.000126665443392757	-	-	-	-	-	-	-	-	25	-	-	-	-	-	-	-	-	-	0.000126665443392757	-
ENSG00000112249	2	21	14	8.39820246380863e-05	-	-	-	-	-	24	-	4	-	-	-	-	-	-	-	0.000159154425606316	-	8.80962366985689e-06	-	-
ENSG00000112290	1	3	18	6.42354635431131e-06	-	-	-	-	-	-	-	-	18	-	-	-	-	-	-	-	-	-	6.42354635431131e-06	-
ENSG00000112294	1	12	46.5	0.000531011004981505	-	-	-	-	46.5	-	-	-	-	-	-	-	-	-	0.000531011004981505	-	-	-	-	-
ENSG00000112304	2	4	56.5	0.000343882357608944	-	-	-	-	51	-	-	-	62	-	-	-	-	-	0.000511673280550406	-	-	-	0.000310928964870857	-
ENSG00000112305	1	4	11	8.08465473006894e-05	-	-	-	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	8.08465473006894e-05	-
ENSG00000112306	6	9	29.5	0.000168246024995989	-	-	10	19	11	42	-	75	41	-	-	-	0.000178377467056516	0.000264176598390016	2.82422850657872e-05	0.00250197193376625	-	0.000706664266693053	7.43463670423126e-05	-
ENSG00000112335	1	7	79.5	0.000276354387621446	-	-	-	-	-	-	-	-	79.5	-	-	-	-	-	-	-	-	-	0.000276354387621446	-
ENSG00000112379	1	3	3	2.13801436661737e-05	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	2.13801436661737e-05	-	-	-	-
ENSG00000112514	1	3	96.5	0.000488649679720994	-	-	-	-	-	-	-	-	96.5	-	-	-	-	-	-	-	-	-	0.000488649679720994	-
ENSG00000112541	1	3	4	4.63879614382326e-05	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	4.63879614382326e-05	-	-	-	-
ENSG00000112578	2	8	9	0.000130451732040582	-	-	-	-	-	13	-	5	-	-	-	-	-	-	-	0.000169177148400686	-	9.17263156804782e-05	-	-
ENSG00000112640	1	5	9	0.000156455266294576	-	-	-	9	-	-	-	-	-	-	-	-	-	0.000156455266294576	-	-	-	-	-	-
ENSG00000112651	1	3	3	9.11824499332577e-05	-	-	-	3	-	-	-	-	-	-	-	-	-	9.11824499332577e-05	-	-	-	-	-	-
ENSG00000112685	2	4	20	4.04529029418999e-05	-	-	5.5	-	-	-	-	-	24	-	-	-	2.75121419601612e-05	-	-	-	-	-	5.07445698779458e-05	-
ENSG00000112695	2	4	8	0.000263022569919135	-	-	-	-	-	-	-	8	7	-	-	-	-	-	-	-	-	2.97390962056408e-05	0.000270359432764496	-
ENSG00000112697	1	4	17	0.000130511383854639	-	-	-	-	-	-	-	-	17	-	-	-	-	-	-	-	-	-	0.000130511383854639	-
ENSG00000112699	2	5	6.5	0.000841543288516195	-	-	-	9	-	-	4	-	-	-	-	-	-	0.000297241594677094	-	-	0.0013858449823553	-	-	-
ENSG00000112763	1	3	5	0.000339056491941079	-	-	-	5	-	-	-	-	-	-	-	-	-	0.000339056491941079	-	-	-	-	-	-
ENSG00000112769	2	27	261	0.000718523553723875	-	263	-	-	27	-	-	-	-	-	-	0.000724500115982837	-	-	0.000177949378212335	-	-	-	-	-
ENSG00000112782	1	3	5	2.1359603588893e-05	-	-	-	-	5	-	-	-	-	-	-	-	-	-	2.1359603588893e-05	-	-	-	-	-
ENSG00000112851	2	7	19	5.053137079555e-05	-	-	-	-	-	-	-	16	21	-	-	-	-	-	-	-	-	9.85828253125478e-05	4.0455294981997e-05	-
ENSG00000112855	2	10	22	0.000197841906260134	-	-	-	-	46	14	-	-	-	-	-	-	-	-	0.000331091746137171	0.000197841906260134	-	-	-	-
ENSG00000112893	1	7	7	4.72621859053435e-05	-	-	-	7	-	-	-	-	-	-	-	-	-	4.72621859053435e-05	-	-	-	-	-	-
ENSG00000112936	2	4	14	0.000256335268487768	31	-	-	-	7	-	-	-	-	-	0.00048431756327966	-	-	-	0.000107745828916189	-	-	-	-	-
ENSG00000112977	1	3	6	7.00528728102848e-05	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	7.00528728102848e-05	-
ENSG00000112992	2	30	44	0.00186962778912595	-	23	-	-	430	-	-	-	-	-	-	0.000111176472710133	-	-	0.00564656109910361	-	-	-	-	-
ENSG00000112996	1	7	12	0.000904767722258238	-	-	-	-	-	12	-	-	-	-	-	-	-	-	-	0.000904767722258238	-	-	-	-
ENSG00000113013	7	27	65	0.000317969394204	-	33	41.5	64	546	49	-	15	211	-	-	0.00011550750773865	0.000294958969581502	0.00106574778457468	0.00229692106608611	0.000734601633656733	-	0.000324409321677118	0.000435538147250265	-
ENSG00000113048	2	10	16	0.000146250046580891	-	-	-	-	-	29	-	3	-	-	-	-	-	-	-	0.000211244663738597	-	8.12554294231862e-05	-	-
ENSG00000113068	2	5	23.5	0.000150056716354703	-	-	-	4	-	-	-	-	40	-	-	-	-	6.1625236366486e-05	-	-	-	-	0.00023848819634292	-
ENSG00000113140	3	18	61.5	0.000475977314645173	5	-	-	-	-	-	-	-	45	720	0.000152857201158051	-	-	-	-	-	-	-	0.000426723240365472	0.00538908544881848
ENSG00000113163	1	4	4	0.000107931859291555	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	0.000107931859291555	-	-	-	-
ENSG00000113194	5	9	9.5	0.000272955117695276	-	-	14	9	-	6	-	10	13	-	-	-	0.000213588739485496	0.000332321495905056	-	0.00036474888024998	-	0.000336520703185618	3.33973621006985e-05	-
ENSG00000113282	1	11	37	0.000153140278209543	-	-	-	-	-	-	-	-	37	-	-	-	-	-	-	-	-	-	0.000153140278209543	-
ENSG00000113296	1	10	19	0.000220495929782032	-	-	-	-	19	-	-	-	-	-	-	-	-	-	0.000220495929782032	-	-	-	-	-
ENSG00000113312	2	6	9	7.95668423229949e-05	-	-	-	-	-	-	-	5	13	-	-	-	-	-	-	-	-	0.0001076440062238	5.34163805457756e-05	-
ENSG00000113368	5	15	11	0.000123229285242421	-	11	-	4	19	-	-	29	4	-	-	3.43903543548004e-05	-	0.000184142516771246	9.71669993330012e-05	-	-	0.000968842620670645	0.000143934080493877	-
ENSG00000113384	3	7	10	4.4849270391504e-05	-	-	3	10	-	-	-	-	29	-	-	-	1.78777551007019e-05	0.000152063258354066	-	-	-	-	4.39882765903593e-05	-
ENSG00000113387	2	9	47	0.00171208012860936	-	-	61	-	-	33	-	-	-	-	-	-	0.00191879294693608	-	-	0.00150536731028265	-	-	-	-
ENSG00000113407	2	23	46.5	0.000160478852447931	-	-	-	8	-	-	-	-	67	-	-	-	-	0.000102002836560072	-	-	-	-	0.000201590736147557	-
ENSG00000113441	2	16	23.5	0.000138273192494554	-	-	-	16	-	-	-	31	-	-	-	-	-	0.000174592305930612	-	-	-	0.000101954079058495	-	-
ENSG00000113460	1	5	11	0.000283054541124792	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	0.000283054541124792	-	-	-	-
ENSG00000113522	2	9	10	0.0001011733899498	-	-	-	12	-	-	-	8	-	-	-	-	-	0.000153471181076697	-	-	-	4.88755988229039e-05	-	-
ENSG00000113558	3	5	24.5	0.000166119265402343	-	-	-	-	-	4	-	6	58.5	-	-	-	-	-	-	7.43024244479387e-05	-	1.22955466629778e-05	0.000303407276053533	-
ENSG00000113569	2	23	38	0.000407052764427533	-	-	-	68	-	-	-	8	-	-	-	-	-	0.00078711295283117	-	-	-	2.69925760238949e-05	-	-
ENSG00000113575	4	13	25	0.000138378521883921	-	-	13	-	60	13	-	-	25	-	-	-	5.68168615052857e-05	-	0.000305605659028582	9.41229666899548e-05	-	-	0.000138378521883921	-
ENSG00000113600	2	7	38.5	0.000249161748452455	-	15	-	-	62	-	-	-	-	-	-	5.06584624800165e-05	-	-	0.000289504492034926	-	-	-	-	-
ENSG00000113615	1	3	32	1.44013833337882e-05	-	-	-	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	1.44013833337882e-05	-
ENSG00000113643	6	27	26.5	0.000162187139782581	-	-	18	51	31	35.5	-	16	117	-	-	-	6.68476223761922e-05	0.000850100969876347	8.99083286901403e-05	0.000409683257613877	-	0.00029431289376609	0.000151511844652453	-
ENSG00000113648	2	9	10.5	0.000253006865047196	-	-	-	5	-	-	-	16	-	-	-	-	-	0.0001202043690301	-	-	-	0.000385809361064291	-	-
ENSG00000113657	1	8	24	0.00038514394660263	-	-	-	-	24	-	-	-	-	-	-	-	-	-	0.00038514394660263	-	-	-	-	-
ENSG00000113712	1	6	10	8.08733905917146e-05	-	-	-	-	-	10	-	-	-	-	-	-	-	-	-	8.08733905917146e-05	-	-	-	-
ENSG00000113719	2	6	13	0.000266309498313241	-	-	13.5	6	-	-	-	-	-	-	-	-	0.000316235818299662	0.000266309498313241	-	-	-	-	-	-
ENSG00000113734	2	5	5.5	3.25221167627059e-05	-	-	5	-	-	-	-	6	-	-	-	-	2.42075854900338e-05	-	-	-	-	4.0836648035378e-05	-	-
ENSG00000113758	1	15	85	0.000475508963643499	-	-	-	-	-	-	-	-	85	-	-	-	-	-	-	-	-	-	0.000475508963643499	-
ENSG00000113790	2	7	8	4.70286877735972e-05	-	-	-	-	-	8	-	-	15	-	-	-	-	-	-	0.000125386309054288	-	-	3.38307738259609e-05	-
ENSG00000113810	3	41	10	8.87718876161499e-05	-	-	8.5	85	-	7	-	-	-	-	-	-	5.15945915321767e-05	0.000523855654973726	-	0.000115979723949689	-	-	-	-
ENSG00000113851	1	4	50	0.000264073117999288	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	0.000264073117999288	-
ENSG00000113889	2	15	30	0.000261326067051341	61.5	-	-	-	30	-	-	-	-	-	0.00250090865348143	-	-	-	0.000261326067051341	-	-	-	-	-
ENSG00000113905	4	5	18	2.523120702492e-05	9	-	-	-	19	-	-	-	18	35	0.00036977166910363	-	-	-	7.45350354128916e-05	-	-	-	1.69163160077903e-05	6.36466847410143e-05
ENSG00000113924	1	4	26	1.57778628142774e-05	-	-	-	-	-	-	-	-	26	-	-	-	-	-	-	-	-	-	1.57778628142774e-05	-
ENSG00000114021	2	8	30	0.000165000330690604	-	-	-	-	65	-	-	-	5	-	-	-	-	-	0.000170340827769681	-	-	-	4.25949006161055e-05	-
ENSG00000114023	1	5	7	9.52139792565583e-05	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	9.52139792565583e-05	-
ENSG00000114030	3	10	15	0.000291303493432629	-	-	-	4	-	15	-	-	52	-	-	-	-	0.000141568516987072	-	0.0003874101498748	-	-	0.000291303493432629	-
ENSG00000114054	2	15	35	0.00022612696037234	-	-	-	-	58.5	-	-	-	17	-	-	-	-	-	0.000526641449189857	-	-	-	1.95420602120113e-05	-
ENSG00000114062	1	3	3	4.5436426457831e-05	-	-	-	3	-	-	-	-	-	-	-	-	-	4.5436426457831e-05	-	-	-	-	-	-
ENSG00000114098	1	5	19.5	0.000100286404807093	-	-	-	-	-	-	-	-	19.5	-	-	-	-	-	-	-	-	-	0.000100286404807093	-
ENSG00000114127	1	10	10	0.000115236987696727	-	-	-	-	-	10	-	-	-	-	-	-	-	-	-	0.000115236987696727	-	-	-	-
ENSG00000114209	2	9	77	0.000719820400316741	-	-	-	-	-	-	-	5	119	-	-	-	-	-	-	-	-	0.00010778621321098	0.00116912178041213	-
ENSG00000114302	5	7	13	7.66405449341934e-05	-	17	-	-	25.5	9	-	7	80.5	-	-	2.20169905052131e-05	-	-	0.000314041343429998	0.000216426307593975	-	7.00679351192581e-05	5.45189592689956e-05	-
ENSG00000114316	1	5	32	7.19562669777864e-05	-	-	-	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	7.19562669777864e-05	-
ENSG00000114331	1	5	7	6.43028373909379e-06	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	6.43028373909379e-06	-
ENSG00000114346	1	3	3	4.78361972610246e-05	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	4.78361972610246e-05	-	-	-	-
ENSG00000114353	6	19	99	0.000555479393112202	-	105	35.5	45	115.5	-	-	33	141.5	-	-	0.000555479393112202	0.000679989654927318	0.000915223177524588	0.000427159260208407	-	-	0.000746830825871856	0.000406301717322384	-
ENSG00000114391	4	8	70	0.00219747839139537	-	-	24	10	-	102	-	70	-	-	-	-	0.00022684660403391	0.00010659115886958	-	0.00621171621983791	-	0.00219747839139537	-	-
ENSG00000114416	2	10	13	0.000240441513782888	-	-	-	3	-	15	-	-	-	-	-	-	-	4.87410714923327e-05	-	0.000284613161084857	-	-	-	-
ENSG00000114450	2	5	36	0.000110034723079528	-	-	-	-	115	-	-	-	31	-	-	-	-	-	0.0007465168738151	-	-	-	0.000102057345742378	-
ENSG00000114480	2	4	29	0.000122472003774006	-	-	-	-	32	-	-	-	22	-	-	-	-	-	0.000193864894634372	-	-	-	4.2483660769105e-05	-
ENSG00000114491	1	3	13	3.03854414196563e-05	-	-	-	-	-	-	-	-	13	-	-	-	-	-	-	-	-	-	3.03854414196563e-05	-
ENSG00000114503	1	4	4	7.23926535035125e-05	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	7.23926535035125e-05	-	-	-	-
ENSG00000114541	1	4	38	0.000158162413989838	-	-	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	0.000158162413989838	-
ENSG00000114573	2	24	64.5	0.000219738924021448	-	-	-	14	-	-	-	-	82	-	-	-	-	0.000558383116672058	-	-	-	-	0.000190747208668854	-
ENSG00000114686	3	5	4	0.000151857722049432	-	-	-	3	-	12	-	4	-	-	-	-	-	0.000128094089095535	-	0.000499150124248012	-	0.000151857722049432	-	-
ENSG00000114770	1	9	10	0.000152887695865826	-	-	-	-	-	10	-	-	-	-	-	-	-	-	-	0.000152887695865826	-	-	-	-
ENSG00000114779	2	6	21	0.000185700065816784	-	-	-	-	8	-	-	-	56	-	-	-	-	-	4.84498111020248e-05	-	-	-	0.000523512479412004	-
ENSG00000114854	1	12	116.5	0.000681667411271207	-	-	-	-	116.5	-	-	-	-	-	-	-	-	-	0.000681667411271207	-	-	-	-	-
ENSG00000114867	4	50	50	0.000625550798879809	-	-	-	23	-	58	-	449	42	-	-	-	-	0.000438403299895221	-	0.000793785488245678	-	0.00222279616322417	0.000457316109513941	-
ENSG00000114942	3	10	58.5	0.000519023747170542	-	-	-	17	-	-	-	50	71.5	-	-	-	-	0.000820428462296966	-	-	-	0.00320829134231687	0.000262358369277375	-
ENSG00000114978	1	5	54	0.00122398943456187	-	-	-	-	-	-	-	-	54	-	-	-	-	-	-	-	-	-	0.00122398943456187	-
ENSG00000115053	5	43	35	0.00011666735085104	-	-	25	60	6	260	-	606	-	-	-	-	9.58674925196608e-05	0.000712730722276738	4.54935679290581e-05	0.0159217496706496	-	0.0176323576069668	-	-
ENSG00000115073	3	12	20	7.29512354239566e-05	-	-	-	-	-	4	-	20	30	-	-	-	-	-	-	2.73865743683341e-05	-	0.000535836758229698	7.29512354239566e-05	-
ENSG00000115091	6	27	310	0.00105017018247667	-	-	5	31	15	-	6	-	350.5	64.5	-	-	8.15959615052743e-05	0.000611450149852131	0.000452771003472353	-	0.00132651968779579	-	0.00140782839140716	0.000227904653335193
ENSG00000115107	1	6	61	0.000234066506221303	-	-	-	-	-	-	-	-	61	-	-	-	-	-	-	-	-	-	0.000234066506221303	-
ENSG00000115128	4	5	13.5	0.00018697659743873	-	-	4	14	-	26	-	13	-	-	-	-	4.42430903492553e-06	0.000414522118614712	-	0.00030750074330029	-	6.64524515771705e-05	-	-
ENSG00000115129	1	5	36	0.000103225448998588	-	-	-	-	-	-	-	-	36	-	-	-	-	-	-	-	-	-	0.000103225448998588	-
ENSG00000115145	1	4	32	0.000192724403114332	-	-	-	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	0.000192724403114332	-
ENSG00000115159	4	35	73	0.00019468271980245	-	-	14.5	118	-	12	-	-	74	-	-	-	9.08905417356636e-05	0.00185010870409242	-	7.49925720222993e-05	-	-	0.000218474652340957	-
ENSG00000115211	3	12	10	0.000323583615234606	-	-	-	6	-	21	-	10	-	-	-	-	-	0.000323583615234606	-	0.000295266200101153	-	0.000599158500505723	-	-
ENSG00000115216	1	6	76	0.000227914158950615	-	-	-	-	-	-	-	-	76	-	-	-	-	-	-	-	-	-	0.000227914158950615	-
ENSG00000115233	2	10	25	0.000714641712622573	-	-	-	12	-	-	-	38	-	-	-	-	-	0.000331150296934631	-	-	-	0.00109813312831052	-	-
ENSG00000115234	1	5	17	1.01076094786391e-05	-	-	-	-	-	-	-	-	17	-	-	-	-	-	-	-	-	-	1.01076094786391e-05	-
ENSG00000115241	2	20	38.5	0.000971503235236316	-	-	-	-	-	73	-	4	-	-	-	-	-	-	-	0.0018970302412225	-	4.59762292501351e-05	-	-
ENSG00000115267	1	4	4	2.62318087082111e-05	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	2.62318087082111e-05	-	-
ENSG00000115268	3	4	40	0.00135231832785379	-	-	9	-	-	40	-	110	-	-	-	-	3.24403906452071e-05	-	-	0.00407693556396926	-	0.00103887627022277	-	-
ENSG00000115275	1	3	5	7.95294113544775e-05	-	-	-	5	-	-	-	-	-	-	-	-	-	7.95294113544775e-05	-	-	-	-	-	-
ENSG00000115286	5	5	8	4.75086953095131e-05	-	-	8	4	35	15	-	4	-	-	-	-	4.75086953095131e-05	3.04529423511197e-05	0.00016604620681806	0.000249374282510656	-	2.81089025517222e-05	-	-
ENSG00000115306	5	62	246	0.000348302357735571	-	279	-	117	674	-	-	92	72	-	-	0.000371611664569516	-	0.000711915557919445	0.00165709144282253	-	-	7.14666304690444e-05	0.000209743279707302	-
ENSG00000115307	1	5	12	0.00029418507482002	-	-	-	12	-	-	-	-	-	-	-	-	-	0.00029418507482002	-	-	-	-	-	-
ENSG00000115310	6	15	102	0.00112663879668198	-	110	12	50	-	16	-	135	47	-	-	0.0012234526207009	0.000515002627525048	0.00401602526603281	-	0.00110286738680153	-	0.012944911229294	0.000489066522584346	-
ENSG00000115317	1	3	22	2.6005601669884e-05	-	-	-	-	22	-	-	-	-	-	-	-	-	-	2.6005601669884e-05	-	-	-	-	-
ENSG00000115318	1	7	29	0.000108149314720303	-	-	-	-	-	-	-	-	-	29	-	-	-	-	-	-	-	-	-	0.000108149314720303
ENSG00000115325	1	9	14	7.06001788096965e-05	-	-	-	-	-	-	-	-	14	-	-	-	-	-	-	-	-	-	7.06001788096965e-05	-
ENSG00000115355	1	9	14	7.85996622661155e-05	-	-	-	-	-	-	-	14	-	-	-	-	-	-	-	-	-	7.85996622661155e-05	-	-
ENSG00000115364	1	7	11	0.000185640781627638	-	-	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	0.000185640781627638	-	-
ENSG00000115365	3	5	17	8.9114045664594e-05	-	-	-	4	41	-	-	-	13	-	-	-	-	0.000101332655883482	0.000203005643277248	-	-	-	4.35671717001051e-05	-
ENSG00000115380	4	10	11	9.13917066081257e-05	22.5	11	-	-	6	-	-	-	14	-	0.000313137808284475	7.99781394703611e-05	-	-	9.83291449662683e-05	-	-	-	6.96134641335018e-05	-
ENSG00000115414	5	50	48	0.000195385508609081	296	46	-	-	175	-	-	-	23.5	45.5	0.00462436379460573	0.000153396517502653	-	-	0.00156402554700243	-	-	-	0.000166886358716045	0.000133863966641663
ENSG00000115415	4	16	32.5	0.000124209625119412	-	-	23.5	6	55	-	-	-	40	-	-	-	0.000152951175873143	0.000111379057105952	0.000149169551516727	-	-	-	6.11726574666274e-05	-
ENSG00000115419	2	11	10	5.9922068370713e-05	-	-	13.5	-	-	-	-	-	8	-	-	-	0.000123355408591592	-	-	-	-	-	2.38722247148165e-05	-
ENSG00000115484	5	28	105.5	0.000380253997315929	-	-	-	119	57	8.5	-	109	149	-	-	-	-	0.00260247629460134	0.000569103988383614	0.00018334297413418	-	0.00711792352374405	0.0003478440572189	-
ENSG00000115486	2	8	10.5	0.000312204451458578	-	-	-	18	-	3	-	-	-	-	-	-	-	0.000602884512195293	-	2.15243907218628e-05	-	-	-	-
ENSG00000115524	4	45	26.5	0.000494157303600851	-	-	8	22	-	31	-	142	-	-	-	-	6.20934853507756e-05	0.000557102653245287	-	0.000836049549058045	-	0.000431211953956416	-	-
ENSG00000115539	1	9	15	0.000168141758208814	-	-	-	-	-	-	-	15	-	-	-	-	-	-	-	-	-	0.000168141758208814	-	-
ENSG00000115541	2	11	21	0.000238035153561098	-	-	-	-	22	-	-	-	20	-	-	-	-	-	0.00011559052510315	-	-	-	0.000360479782019046	-
ENSG00000115593	1	13	89.5	0.00175625369893314	-	-	-	-	89.5	-	-	-	-	-	-	-	-	-	0.00175625369893314	-	-	-	-	-
ENSG00000115641	3	18	7.5	0.000125453240952403	-	-	7	-	287	-	-	-	4	-	-	-	0.000125453240952403	-	0.00266601791079929	-	-	-	9.24226090673208e-06	-
ENSG00000115677	3	54	60	0.000579345444563943	-	-	-	60	-	4	-	237	-	-	-	-	-	0.000579345444563943	-	5.00438809345944e-05	-	0.000725145672915631	-	-
ENSG00000115685	2	11	35.5	0.000162864233234459	-	-	-	-	15	-	-	-	53	-	-	-	-	-	0.000142138814815689	-	-	-	0.00018358965165323	-
ENSG00000115694	1	3	25	6.1799950694822e-05	-	-	-	-	-	-	-	-	25	-	-	-	-	-	-	-	-	-	6.1799950694822e-05	-
ENSG00000115756	4	12	47	0.000378214061459343	-	-	61.5	5	-	-	-	10	144	-	-	-	0.000422495459422859	1.84036485986152e-05	-	-	-	1.62041456695973e-05	0.000389125812463382	-
ENSG00000115760	2	4	6	7.48170073309764e-06	-	-	-	6	-	-	-	6	-	-	-	-	-	1.20824880623793e-05	-	-	-	2.88091340381593e-06	-	-
ENSG00000115806	1	3	39	0.00016070531926112	-	-	-	-	-	-	-	-	39	-	-	-	-	-	-	-	-	-	0.00016070531926112	-
ENSG00000115808	2	7	14.5	4.30215418423909e-05	-	-	3	-	-	-	-	-	17	-	-	-	4.03495322322581e-05	-	-	-	-	-	4.56935514525236e-05	-
ENSG00000115839	2	27	40	4.07296094471022e-05	-	-	-	-	-	-	-	40	37	-	-	-	-	-	-	-	-	0.000303600947881373	4.04864158868653e-05	-
ENSG00000115840	4	32	37.5	0.000548095643375103	-	-	3	17	219	12	-	-	-	-	-	-	2.6488111656248e-05	0.000308478042861036	0.00226231768645024	0.000163315382474662	-	-	-	-
ENSG00000115866	4	23	48.5	0.000244240096081164	-	-	-	51	20.5	23	-	-	68	-	-	-	-	0.00181693495589152	0.000355440922094445	0.000352380860610766	-	-	0.000204274248861099	-
ENSG00000115935	1	6	37.5	0.00036829271076497	-	-	-	-	-	-	-	-	37.5	-	-	-	-	-	-	-	-	-	0.00036829271076497	-
ENSG00000115946	2	4	5	0.000142122129753127	-	-	-	6	-	-	-	4	-	-	-	-	-	0.000217207510034474	-	-	-	6.70367494717797e-05	-	-
