GeneID	#Tissues	maxPeptides	medianSpectralCount	medianTop3Abundance	SpectralCount.adrenal_gland	SpectralCount.anus	SpectralCount.ascites	SpectralCount.cardia	SpectralCount.cerebral_cortex	SpectralCount.cervix_uteri	SpectralCount.colon	SpectralCount.earwax	SpectralCount.esophagus	SpectralCount.gall_bladder	SpectralCount.hair_follicle	SpectralCount.kidney	SpectralCount.liver	SpectralCount.lung	SpectralCount.lymph_node	SpectralCount.milk	SpectralCount.nasopharynx	SpectralCount.oral_cavity	SpectralCount.ovary	SpectralCount.pancreas	SpectralCount.placenta	SpectralCount.prostate	SpectralCount.rectum	SpectralCount.saliva	SpectralCount.salivary_gland	SpectralCount.seminal_vesicle	SpectralCount.skin	SpectralCount.spleen	SpectralCount.stomach	SpectralCount.testis	SpectralCount.thyroid_gland	SpectralCount.tonsil	SpectralCount.tube	SpectralCount.uterus_post-menopause	SpectralCount.uterus_pre-menopause	SpectralCount.vulva	WithInSampleTop3Abundance.adrenal_gland	WithInSampleTop3Abundance.anus	WithInSampleTop3Abundance.ascites	WithInSampleTop3Abundance.cardia	WithInSampleTop3Abundance.cerebral_cortex	WithInSampleTop3Abundance.cervix_uteri	WithInSampleTop3Abundance.colon	WithInSampleTop3Abundance.earwax	WithInSampleTop3Abundance.esophagus	WithInSampleTop3Abundance.gall_bladder	WithInSampleTop3Abundance.hair_follicle	WithInSampleTop3Abundance.kidney	WithInSampleTop3Abundance.liver	WithInSampleTop3Abundance.lung	WithInSampleTop3Abundance.lymph_node	WithInSampleTop3Abundance.milk	WithInSampleTop3Abundance.nasopharynx	WithInSampleTop3Abundance.oral_cavity	WithInSampleTop3Abundance.ovary	WithInSampleTop3Abundance.pancreas	WithInSampleTop3Abundance.placenta	WithInSampleTop3Abundance.prostate	WithInSampleTop3Abundance.rectum	WithInSampleTop3Abundance.saliva	WithInSampleTop3Abundance.salivary_gland	WithInSampleTop3Abundance.seminal_vesicle	WithInSampleTop3Abundance.skin	WithInSampleTop3Abundance.spleen	WithInSampleTop3Abundance.stomach	WithInSampleTop3Abundance.testis	WithInSampleTop3Abundance.thyroid_gland	WithInSampleTop3Abundance.tonsil	WithInSampleTop3Abundance.tube	WithInSampleTop3Abundance.uterus_post-menopause	WithInSampleTop3Abundance.uterus_pre-menopause	WithInSampleTop3Abundance.vulva
ENSG00000000003	2	3	6.5	1.47448758424936e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.8063644992644e-05	-	-	-	-	-	-	1.14261066923432e-05	-	-	-	-	-	-	-	-	-	-	-
ENSG00000000419	23	10	7.5	2.819282453963e-05	8	7	-	4	-	5	4	-	9	4	-	5	6.5	7	15	-	-	22	11.5	-	11	6.5	-	-	22	6	6	7.5	16	14.5	6	-	7	-	-	-	3.03641623513309e-05	2.2501400112837e-05	-	7.59818918289897e-06	-	8.77396665342883e-06	6.94679840739623e-06	-	2.45230954464772e-05	3.61731792240635e-05	-	3.28863070987537e-05	6.33021032984036e-05	2.65173464279056e-05	3.77848240386575e-05	-	-	3.13014884120448e-05	7.42291883944608e-05	-	9.74699815989439e-05	1.67232665044171e-05	-	-	3.62725275503829e-05	1.0915547096652e-05	1.70772862364314e-05	2.47515935247124e-05	8.26167682116115e-05	4.57676709744882e-05	1.5679682593666e-05	-	2.67744465036778e-05	-	-	-
ENSG00000000457	2	9	10.5	1.88119242160949e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.42067745444586e-05	-	-	-	2.34170738877312e-05	-	-	-	-	-	-	-
ENSG00000000938	2	6	11	3.58947267548134e-05	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	-	-	-	-	-	-	-	-	-	2.47365322120236e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.00982625200252e-05	-	-	-	-	-	-	-	-
ENSG00000000971	34	71	150	0.000245880978242675	237	363	838	375	107	148	367	-	297	62	-	289	31	124	198	18	38	267	68	508	157	109	83	20	168	254	155	70	156	57	76	268	242	163	95	307	0.000227457394534574	0.000538981880024278	0.00430763671067206	0.00106990096948152	4.79286457016986e-05	0.000206491114821571	0.000399601338428745	-	0.000376645982694626	0.000109192607308554	-	0.000330501900045572	0.000110278674880309	0.000211972677318726	0.000310817337890582	7.454102861252e-06	0.000127305608720432	0.000126419074667934	0.000407395465465466	0.000736748044640465	0.00115710697754913	0.000270983279106973	6.902660166769e-05	5.7499840726803e-05	0.00015639445417435	0.000241789170030489	2.74813960062365e-05	0.000284411717041075	0.000413564075830845	0.000341823064558549	0.000206393218268809	0.000157517864784061	0.000991257469787681	0.000469981608902444	0.000245880978242675	0.000299774907925378
ENSG00000001036	14	9	5.5	3.4901080773071e-05	16	3	-	-	11	-	6	-	-	-	-	-	-	-	-	-	-	5	5	-	3	-	3	-	-	7	-	6	5	11	6	5	-	-	-	-	7.40660387032314e-05	1.83517118582251e-05	-	-	1.37226342532154e-05	-	3.66975609790689e-05	-	-	-	-	-	-	-	-	-	-	2.95183907997681e-05	7.13411133001643e-06	-	5.30840880283416e-05	-	3.31046005670731e-05	-	-	1.32541392730069e-05	-	3.53763601059814e-05	9.64065216610508e-05	0.000112084766217607	4.82164204185592e-05	1.76024432596259e-05	-	-	-	-
ENSG00000001084	27	26	17.5	7.21745457924873e-05	16	17	-	4	9	9	36	-	30	46	-	14	22	3	18	-	-	-	9	21	-	16.5	21	-	33	-	11	45	49	14.5	12	23	36	11	11	20	6.55233004799002e-05	8.99992188699265e-05	-	1.1451301278681e-05	4.33010052721295e-05	5.67477763720787e-05	7.88257911050745e-05	-	0.000191555802846108	0.000113452644661238	-	3.39404616849045e-05	0.00042245992167843	2.805425346225e-05	0.000184607071155128	-	-	-	1.61641300460692e-05	0.000121613736571521	-	5.38331543585174e-05	5.75372970920034e-05	-	5.42923320344975e-05	-	1.72611514672097e-05	0.000195897262374293	0.000422649614640479	8.48108353188859e-05	4.72897405258143e-05	5.37249825857905e-05	0.000161399022609091	0.000136305171460131	8.66869600930654e-05	3.03133036507603e-05
ENSG00000001497	1	4	4	2.43318755729328e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.43318755729328e-05	-	-	-	-	-	-
ENSG00000001561	6	7	13	1.67654976270454e-05	-	-	-	-	14	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	5	15	-	25	-	-	-	11	-	-	-	-	-	-	-	-	1.58407738975384e-05	-	-	-	-	-	-	-	-	-	-	-	-	1.55071004010923e-05	-	-	-	-	-	-	1.55809211639356e-05	1.67654976270454e-05	-	7.04180845250159e-05	-	-	-	2.80601174659969e-05	-	-	-	-
ENSG00000001630	11	21	6	6.29404167270179e-05	57	-	-	-	-	-	3	-	7	-	-	-	13	-	-	-	-	-	-	-	-	3	4	-	4	-	-	-	16	11	4	5	-	-	-	-	0.000158920199097247	-	-	-	-	-	2.10524470313295e-05	-	3.762685420693e-05	-	-	-	0.000153154752605554	-	-	-	-	-	-	-	-	1.56536217887583e-05	2.62506533246519e-05	-	1.13088000849982e-05	-	-	-	6.29404167270179e-05	0.000225005402169058	1.38220504711434e-05	2.78816350161622e-05	-	-	-	-
ENSG00000001631	1	4	5	2.49605715343701e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.49605715343701e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000002330	2	3	4	1.36127295979824e-05	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.74787132132194e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.7467459827453e-06	-	-	-	-	-	-	-	-	-	-	-
ENSG00000002549	35	42	39	0.000271668954202599	58	46	3	23	50	39	43	16	75	111	5	77	34	91	179	34	16	36	26	62	21	25.5	42	-	69	52	70	102	74	21.5	39	80	34	29	38	42	0.000239422058741877	0.000392737168077579	8.91868288217609e-05	3.48294333669237e-05	4.86795067158133e-05	0.000116221809088222	0.000138618369540542	0.00022551175290722	0.000464976823488191	0.000706865744068495	0.000520248433202	0.000343120396201064	0.000350791298900099	0.000377928064958669	0.00152797338947027	3.63557770703925e-05	7.7713923303656e-05	8.82752099716784e-05	0.000563907657797769	0.000336833215582498	0.000473527747285965	9.82142162106538e-05	0.000127995381694086	-	0.000202955269050866	0.000130829568453469	0.000192825142176798	0.000377249561841174	0.000531985512536414	0.000405700068914446	0.000148775281029256	0.000456909900758105	0.000196948137240234	0.000118928736838237	0.000282648154551177	9.77048129637201e-05
ENSG00000002586	7	4	21	9.22426395772797e-05	-	8	-	-	32	-	-	-	-	-	-	-	-	-	-	-	-	21	-	-	-	24	-	-	-	24	-	-	-	-	-	-	15	19	-	-	-	2.27493077574204e-05	-	-	4.60136716826334e-05	-	-	-	-	-	-	-	-	-	-	-	-	0.000142295065793239	-	-	-	0.000117392922174103	-	-	-	9.22426395772797e-05	-	-	-	-	-	-	0.000107129849097623	8.20493169615837e-05	-	-
ENSG00000002726	7	27	31	8.21150461716636e-05	-	-	-	-	-	-	27	-	-	-	-	124	-	-	5	-	-	-	-	-	116	-	31	10	-	-	-	-	37	-	-	-	-	-	-	-	-	-	-	-	-	-	8.21150461716636e-05	-	-	-	-	0.000333702632525421	-	-	1.62055858723421e-05	-	-	-	-	-	0.000871249825700799	-	2.14687793740163e-05	1.69156916477946e-05	-	-	-	-	9.36296070773376e-05	-	-	-	-	-	-	-
ENSG00000002822	17	20	9.5	1.67140463909252e-05	10	26	-	-	-	3	5	-	-	-	-	-	4	3	32	-	-	-	7.5	-	-	6	3	-	11	-	4	12.5	8	10	-	-	-	10	12	-	1.7108843336161e-05	4.65100995288493e-05	-	-	-	6.58388320115249e-06	6.39705159889008e-06	-	-	-	-	-	1.27100404268055e-05	7.28473283986211e-06	6.39855214563579e-05	-	-	-	1.03650621870507e-05	-	-	1.63192494456894e-05	2.91400512937698e-06	-	9.87585194821009e-06	-	1.90538010317092e-06	2.60481534649623e-05	4.13930227437062e-05	3.63821619241011e-05	-	-	-	2.68349597656944e-05	2.49265830754931e-05	-
ENSG00000002834	34	23	61	0.000235711585091628	78	104	9	64	16	78	103	-	113	67	-	40	58	57	238	52	20	35	73	58	49	107	78	16	61	61	53	99	110	42.5	57	61	122	113	153	46	0.000273731166207286	0.000341549686206812	5.94091780778423e-05	8.78157244085824e-05	3.94728996612802e-05	0.00016606487830437	0.000225250999455403	-	0.000167649059910136	0.000300513455281534	-	0.000173542343386096	0.000246172170727853	0.000265954197446701	0.000600724609203554	3.6988085755756e-05	0.000186026088998751	9.46991732586278e-05	0.000445127598582916	0.000255558980542256	0.000702091889391739	0.000366992565463892	0.000185506832229621	4.21181819341138e-05	0.000150576441799613	0.000127551042133809	0.00013756384086621	0.000616330952108412	0.000489924708461091	0.000305367864398239	9.51780619149238e-05	0.000176816185756447	0.000589593220741043	0.000464994068629489	0.000606934506065572	4.21070630839146e-05
ENSG00000003056	15	5	7	3.49811107605086e-05	-	7	-	-	18	-	-	-	-	-	-	-	-	11	8	-	-	5	3	-	7	4	9	-	4	11	-	9	10	4	5	-	-	-	-	-	-	5.07686038228761e-05	-	-	6.91797305861357e-05	-	-	-	-	-	-	-	-	7.4309098028633e-05	1.66524028298876e-05	-	-	3.49811107605086e-05	2.6795315998528e-05	-	0.000174047612341666	1.27247642156574e-05	2.23497630797915e-05	-	1.58533662131104e-05	4.88286593806372e-05	-	8.92090706016961e-05	9.822538452333e-05	2.57456326631996e-05	2.56739341694539e-05	-	-	-	-	-
ENSG00000003400	3	6	8	1.56594481468005e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	8	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.79765668192472e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	2.70816657432809e-05	1.56594481468005e-05	-	-	-	-	-	-	-
ENSG00000003509	1	6	7	1.13896662710027e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.13896662710027e-05	-	-	-	-	-	-	-	-	-	-	-
ENSG00000003756	1	3	7	1.42856601623582e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.42856601623582e-05	-	-	-	-	-	-	-	-
ENSG00000004059	29	13	12.5	5.38125888214443e-05	99	17	-	6	6	-	10	-	11	13	-	18	12	21	43	-	-	26	20	18	5	9	31	-	33	4	5	10.5	15	14.5	9	11	15	7	8	4	0.00118827509186206	4.89740359526559e-05	-	1.46838002339618e-05	1.51708762347577e-05	-	5.13544556558016e-05	-	3.45779639397478e-05	8.12835083518126e-05	-	5.3613329418462e-05	3.84832129523378e-05	6.58137771836523e-05	0.000129443674158158	-	-	9.39426771746329e-05	0.000202390225310893	8.51789708315333e-05	4.13906900309692e-05	2.53012965231853e-05	0.000536227708042298	-	6.41291008224371e-05	1.64905132820997e-05	1.86546978162652e-05	4.64831243898305e-05	6.22590653368599e-05	0.000113396703634485	1.42275816425619e-05	9.92365844119554e-05	6.26122138329238e-05	0.000120648424621314	3.94431388545407e-05	3.12666492723012e-06
ENSG00000004139	5	27	6	1.45953487661388e-05	7	-	-	-	-	-	3	-	-	-	-	-	-	-	3	-	-	-	-	-	-	5	-	-	-	-	-	-	-	10	-	-	-	-	-	-	1.45953487661388e-05	-	-	-	-	-	7.67589394409093e-06	-	-	-	-	-	-	-	1.10274935288731e-05	-	-	-	-	-	-	1.15429455816705e-05	-	-	-	-	-	-	-	0.000104586557396526	-	-	-	-	-	-
ENSG00000004142	12	15	5.5	3.00431676134579e-05	23	7	-	-	-	-	3	-	3	-	-	-	5	4	8	-	-	-	-	-	5	-	-	-	8	-	-	-	6	16	-	-	3	-	-	-	0.000136661923131693	5.22957610400287e-05	-	-	-	-	1.37114886079773e-05	-	9.17380690717415e-06	-	-	-	8.74844254039656e-05	2.90319465932901e-05	1.76635472704288e-05	-	-	-	-	-	5.24476763467679e-05	-	-	-	2.24386109759685e-05	-	-	-	3.10543886336256e-05	6.78567664135483e-05	-	-	2.27984127749476e-05	-	-	-
ENSG00000004399	3	6	8	4.35995026639259e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	-	-	-	-	-	-	8	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.41986194120144e-05	-	-	-	-	-	-	3.53533237972737e-06	-	-	-	4.35995026639259e-06	-	-	-	-
ENSG00000004455	33	21	34.5	0.000238925273280469	96	40	14	47	40	35	34	-	68	128	-	102	42	56	154	-	21	56	25	51	21	37.5	27	3	166	29	27	18	64	26	37	33	56	25	34	18	0.000360555477157778	0.00026970645049504	6.93546061131669e-05	0.000140085437276611	0.000172525921986386	7.48134049621626e-05	0.000109771862041003	-	0.000233452548546825	0.00134052332817844	-	0.000988251813760506	0.000437273709935913	0.00035090258812457	0.000853895061845327	-	0.000171739734130299	0.000357375099544228	0.000258018950541097	0.000308132654801255	0.00020347599638536	0.00012077954580488	0.000136387323582568	1.47670772731042e-05	0.000360345722151717	0.000158460807254188	0.000250727070008311	0.000259380191303305	0.000253436449805286	8.5790757976286e-05	0.000157523256044911	0.000225581487223353	0.000244397998014114	0.000203458271864491	0.000383308104674897	2.37160706074593e-05
ENSG00000004468	10	13	4.5	2.76306971816029e-05	-	-	-	-	-	-	3	-	-	-	-	-	-	3	8	-	-	7	3	-	-	-	-	-	3	32	-	5	13	-	-	4	-	-	-	-	-	-	-	-	-	-	9.74371033936658e-06	-	-	-	-	-	-	4.43319310318192e-05	1.696916922017e-05	-	-	0.000171071358910583	3.05024444750946e-05	-	-	-	-	-	1.68448875594986e-05	0.000100765081752315	-	2.47589498881112e-05	0.000184027235810347	-	-	1.67694250800338e-05	-	-	-	-
ENSG00000004478	32	38	24	0.000135854090183249	41	78	-	14	14	14	38	3	68	11	-	18	10	28	75	25	-	40	29	22	11	22	39	-	69	59	44	22	71	16	26	45	59	14	42	6	0.00025196120771518	0.00038965808527033	-	2.84923100795843e-05	3.65082645096219e-05	0.000119738042577227	0.000132778941214742	3.54210352850816e-05	0.000332901308240333	0.000173717843070409	-	0.000117562521430414	0.000111215807092169	0.000138929239151757	0.000580059945751552	0.000100552439828311	-	0.000165211421266348	0.000548984311250909	0.00011116416924035	0.000216818635324712	0.0001447186272344	7.91346938754656e-05	-	0.000255536723630907	0.000179002256267659	0.000118012912657878	0.000129065481438131	0.000546972093866965	0.000194121956791057	7.08626803825574e-05	0.000198070483153005	0.000445393094496346	6.28434030912813e-05	0.000223311829789171	8.68934142567384e-06
ENSG00000004487	19	22	10.5	2.1214374641422e-05	13	41	-	4	-	4	8	-	14	-	-	-	-	13	33	-	-	-	21	8	8	3.5	-	-	13	-	-	23	25	19.5	4	-	11	-	7	-	3.89789738797577e-05	3.51880332397779e-05	-	9.87893262995547e-06	-	1.22019262600817e-05	6.21417856020357e-06	-	2.64994024578257e-05	-	-	-	-	2.22402824820211e-05	9.2597884432074e-05	-	-	-	2.38218554078429e-05	1.36531592198924e-05	5.96220909343115e-05	8.31924264569612e-06	-	-	1.68943668998321e-05	-	-	3.09749441218277e-05	6.09098882362595e-05	5.76587872046221e-05	1.85963653616103e-05	-	2.01884668008229e-05	-	1.9273782096007e-05	-
ENSG00000004534	1	3	6	1.57225152070548e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.57225152070548e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000004700	26	25	20	8.7048844988934e-05	46	52	-	-	-	11	21	-	27	-	-	6	5.5	32	89	-	-	-	17	13	6	20.5	9	-	37	4	20	70	41	40	13	35	19	25	45	9	0.000145891348922108	0.000281169953900346	-	-	-	8.64885283934013e-05	3.51611484642947e-05	-	0.000117062237633897	-	-	2.32701152860103e-05	2.56766290532256e-05	0.000108568268604558	0.000584344203557881	-	-	-	3.98726963028723e-05	8.76091615844667e-05	0.00014272951171087	4.44690213436691e-05	2.41766975227639e-05	-	5.86725823613836e-05	9.73196568221609e-06	1.31179633148754e-05	0.000220467415591739	0.000191455988158203	0.000246389529503491	6.50325857996157e-05	6.1980962769666e-05	9.42814022278574e-05	0.000231885491757846	0.000285090530441347	1.171372608768e-05
ENSG00000004766	14	15	9	1.41157827725382e-05	11	6	-	-	-	-	3	-	5	-	-	3	3	-	10	-	-	-	3	-	-	14	-	-	16	-	-	14	13	9.5	-	-	-	-	4	-	1.542185192847e-05	7.55417461598958e-06	-	-	-	-	4.05876501466598e-06	-	8.5872370961063e-06	-	-	9.03104844405626e-06	1.41157827725382e-05	-	1.94981153563213e-05	-	-	-	2.13778911547014e-06	-	-	1.6021829781857e-05	-	-	1.04072621252834e-05	-	-	1.6364324355018e-05	3.02647726339746e-05	2.44875272955416e-05	-	-	-	-	1.2499672609944e-05	-
ENSG00000004776	30	10	32	0.000286061364541707	116	16	-	231	-	119	44	-	52	6	-	23	8	5	23	-	26	42	41.5	41	9	103	61	-	20	41	24	5	71	14	29	73	102	21	51	35	0.000348977887630228	0.000134838272194632	-	0.00458943288631513	-	0.000351740774707148	0.00133327639638651	-	0.000250103107912751	2.82805020078802e-05	-	9.39236755058641e-05	1.78709676192839e-05	2.80896754219208e-05	9.53049561833147e-05	-	0.000700429062260188	0.000488888558497393	0.00045900244537033	0.000355268134753021	0.000130995468587312	0.00068008084436346	0.00190425290237629	-	9.01615611775304e-05	0.000322019621170663	0.000220644045005603	3.83312389477717e-05	0.000594297610569352	0.000116298277781619	9.38512044945524e-05	0.000847915243215922	0.00135809642019752	0.000356587440860084	0.000523850143976316	0.000162219970761065
ENSG00000004779	16	6	14	4.43147654823121e-05	7	8	-	-	-	-	7	-	8	28	-	18	14	14	-	-	-	28	27	4	-	22	-	-	14	-	8	-	-	8	-	12	-	-	-	-	2.11127616362836e-05	2.47877583976259e-05	-	-	-	-	2.4726801463581e-05	-	1.8621881296338e-05	0.000119296201245041	-	3.32110727880737e-05	0.000121942889710231	3.28421212054227e-05	-	-	-	6.49471970282946e-05	9.39235452779744e-05	1.65738046737163e-05	-	7.55998320031691e-05	-	-	3.6903221459311e-05	-	9.14204170835195e-05	-	-	4.43147654823121e-05	-	9.86820971359232e-05	-	-	-	-
ENSG00000004799	1	3	3	7.52017704301921e-06	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.52017704301921e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000004848	1	3	6	2.47869350229338e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.47869350229338e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000004864	11	34	17	0.00015194683503735	14	-	-	-	-	-	4	-	-	141	-	42	69	23	-	-	-	-	-	-	17	-	-	-	4	7	-	-	17	13	-	-	-	-	-	-	7.1113494528642e-05	-	-	-	-	-	2.42245242059063e-05	-	-	0.000340282175996982	-	0.000247037483609395	0.000659292597604329	9.9223151358886e-05	-	-	-	-	-	-	0.00032069080160445	-	-	-	5.17247648302469e-06	2.28169810299225e-05	-	-	0.00015194683503735	7.04586128710246e-05	-	-	-	-	-	-
ENSG00000004939	32	25	39.5	7.61936981750066e-05	47	10	30	100	264	232	129	-	102	46	-	31	21	69	52	-	-	12	24	228	284	10.5	7	41	51	47	7	19	14	16	149	131	38	8	10	193	5.61221949044223e-05	1.46384465221099e-05	5.8266311244384e-05	0.000185039703532739	0.000336886489713415	0.00065040149153047	0.00048053479106221	-	0.000294940374099253	9.80676618735359e-05	-	5.26223676151203e-05	7.61936981750066e-05	0.000149956748808337	0.000167842065359583	-	-	1.0741492399111e-05	2.70446227207234e-05	0.000451032230278978	0.00255393644204553	2.74553173136668e-05	1.15516141387987e-05	6.19290516045234e-05	7.04455572406962e-05	8.73827381527585e-05	1.03532229947602e-05	0.000221735824237688	4.25879012438307e-05	5.85816832229338e-05	0.000362986362447347	0.000235064159673699	0.000125900617336488	2.48208475103683e-05	2.71404190632158e-05	0.000275505634714128
ENSG00000004961	9	7	6	1.54426277926758e-05	-	-	-	-	-	-	-	-	5	-	-	-	-	6	7	-	-	6	-	-	-	-	7	-	5	-	-	6	-	5	-	14	-	-	-	-	-	-	-	-	-	-	-	-	1.68889203506774e-05	-	-	-	-	1.02137341307369e-05	2.05756275259501e-05	-	-	2.16099473203453e-05	-	-	-	-	1.12346365448525e-05	-	5.78439989873057e-06	-	-	1.14426638008683e-05	-	2.16592686383835e-05	-	1.54426277926758e-05	-	-	-	-
ENSG00000004975	5	4	5	1.32973700628063e-05	-	11	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	5	-	-	3	-	-	-	-	9.13510057513181e-06	-	-	-	7.10216602316105e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.32973700628063e-05	-	-	-	-	-	-	-	2.17145327546199e-05	-	-	1.3348675329917e-05	-	-	-
ENSG00000005007	29	44	38	5.98723708928597e-05	54	154	7	47	12	38	78	-	83	-	-	54	6	48	103	-	-	-	10	63	19	23	33	-	88	24	42	36	136	20	7	51	40	24	39	7	7.23046760129441e-05	0.000138398138867862	1.19588216368301e-05	3.22642276844371e-05	7.34861172845729e-06	6.2371914277762e-05	6.88294885217515e-05	-	6.58521666528741e-05	-	-	5.05031399917821e-05	4.30875214331219e-05	5.65260320444601e-05	0.000161817144085595	-	-	-	6.47228388300953e-05	9.32884085703874e-05	7.87155410129397e-05	2.93382746957903e-05	2.20673579285485e-05	-	6.31852716412878e-05	1.76978367490874e-05	1.56453450907076e-05	8.20793441126235e-05	0.000180311470743556	9.00775823890236e-05	2.50319458917722e-05	2.85505039944874e-05	5.69465161662978e-05	4.07914888587656e-05	8.1490385378519e-05	3.41505173457064e-06
ENSG00000005020	1	7	10.5	0.000102317444434169	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000102317444434169	-	-	-	-	-	-	-	-
ENSG00000005022	32	24	40	0.000195578132240258	72	52	-	41	83	-	54	131	44	129	-	225	74	133	25	4	27	43	7.5	63	46	8	43	34	118	66	35	23	128	9	34	30	39	19	22	-	0.000244779447353131	0.000144269988674227	-	0.000105658608737132	0.000227086722447395	-	0.00113586033388657	0.00155123100578634	0.000255550125957545	0.000733745625824452	-	0.00136595466287849	0.000495558948657993	0.00149743735745449	0.00016660035311907	1.19724605521484e-05	0.000544833301436055	0.000112006485273694	0.000369098000812908	0.000212844888465175	0.00125575383967024	6.64284620057351e-05	0.000289080038694345	9.9009098063191e-05	0.000370517751767025	0.000397564644987689	6.13223040300372e-05	0.000148389850601392	0.000479580201553146	6.08815492310077e-05	0.000102417703326656	0.0001620225370577	0.000176722721157733	0.000148845266217848	0.000169334402527186	-
ENSG00000005075	2	5	15	2.56269483212132e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.89270505445303e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.2326846097896e-05
ENSG00000005108	2	5	4.5	2.33951935816089e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.14548260518884e-05	-	-	-	-	1.53355611113294e-05	-	-	-	-	-	-	-	-	-	-
