Gene ID	Adult_Adrenalgland	Adult_Bcells	Adult_CD4Tcells	Adult_CD8Tcells	Adult_Colon	Adult_Esophagus	Adult_Frontalcortex	Adult_Gallbladder	Adult_Heart	Adult_Kidney	Adult_Liver	Adult_Lung	Adult_Monocytes	Adult_NKcells	Adult_Ovary	Adult_Pancreas	Adult_Platelets	Adult_Prostate	Adult_Rectum	Adult_Retina	Adult_Spinalcord	Adult_Testis	Adult_Urinarybladder	Fetal_Brain	Fetal_Gut	Fetal_Heart	Fetal_Liver	Fetal_Ovary	Fetal_Placenta	Fetal_Testis
ENSG00000000003	0	0	0	0	1.1197433914088e-05	0	0	0	0	0	0	0	0	0	1.21065714851301e-05	2.44566318558159e-05	0	8.95604022394359e-06	0	0	0	8.37835637976043e-06	0	0	0	0	0	6.79586305153144e-05	0	0
ENSG00000000419	0.000105522996706769	3.6370882597945e-05	2.26166511132464e-05	5.54223632488125e-05	1.2062511490538e-05	2.37803080987566e-05	1.63100391629052e-05	1.70482903108012e-05	0	3.16862297955816e-05	4.45384012580058e-05	0.000112919919152119	0	9.8373680592309e-05	9.2730161412182e-05	4.29789231393375e-05	4.65283194054316e-05	1.97468296403235e-05	2.06997726339894e-05	5.72388562004324e-05	0	7.15595854729814e-05	1.45017652913789e-05	1.78097456487685e-05	6.47850622677561e-05	2.36582997642552e-05	8.18116503529722e-05	0.000110658931128632	5.73398440585196e-05	9.36976589408052e-05
ENSG00000000457	0	0	7.66400123029119e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000938	0	3.31814914421271e-05	0	2.13624464484168e-05	0	0	0	0	0	0	0	0	0.000657122325731745	4.24647130231271e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000971	0.000259445080196265	0	0	0	0.000300817028883913	0.000173739982417916	1.11310877625834e-05	0.000837946731573316	6.19960756283073e-05	0.000105152294821927	0.000133374090855005	0.000303455802715561	0.00417300775984874	0	0.000320449476336872	0.000197955904910678	5.46398595715224e-05	0.000175444061049975	0.000245093436605226	1.89857605091101e-05	0.000106085898783474	0.000304944027829795	0.000425794501495726	3.04980440402043e-05	5.74631308466803e-05	5.0637994737021e-05	2.54100128672035e-05	3.94753532632098e-05	4.50761532584293e-05	2.44916330391497e-05
ENSG00000001036	8.51434907037383e-05	0	0	0	0	0	0	0	0	1.18037136306521e-05	2.59181827794276e-05	0	5.21878160042451e-05	0	1.6682571786947e-05	0	0	0	1.78858765920883e-05	0	0	1.54346926205677e-05	0	0	4.19295958965944e-05	0	1.12738086888809e-05	4.06852084480972e-05	0	9.0150094230336e-06
ENSG00000001084	6.28463227634573e-05	3.36205670657565e-05	4.32375066225114e-05	5.71120299024762e-05	3.52630745238996e-05	2.57924001821303e-05	5.67014678019265e-05	2.45102445808959e-05	5.00614461029915e-05	2.43044506590237e-05	0.000128645846686378	8.73221182784323e-06	3.89710130188222e-05	5.38646907623496e-05	3.5217236256389e-05	8.98417204610364e-05	1.98486983504587e-05	4.41828312795837e-05	5.57158998840161e-05	5.71551354259786e-05	7.53136235710648e-05	6.1270048957864e-05	5.3063796967611e-05	2.54341684445112e-05	3.29889635403465e-05	2.29681315778471e-05	5.6614244781906e-05	4.95756277209159e-05	1.91675884625792e-05	3.15239145278653e-05
ENSG00000001167	0	9.96402719891532e-05	0	3.60598651457224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35866879105144e-05	0	0	0	0	0	0	0	0
ENSG00000001497	0	4.79516737674821e-05	2.18350901055418e-05	2.86220000043596e-05	0	0	0	0	0	0	0	0	0	3.82099812560591e-05	2.6984190949173e-05	1.38928853665213e-05	0	0	0	0	0	2.26856578846717e-05	0	1.6107777937027e-05	3.06640918329321e-05	6.16927610066041e-06	1.65644983224306e-06	6.18077022599419e-05	1.06123812124519e-05	2.73489647024424e-05
ENSG00000001561	0	3.82647426154186e-05	3.60536037194689e-05	3.64581990884956e-05	0	0	9.29789505282697e-06	0	0	0	0	0	0	0.000122018097612072	0	0	5.56815841044314e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52579742115909e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001629	0	0	0	4.13429630543762e-06	0	0	8.38811280843901e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16514714314347e-06	2.31911162501844e-05	0	1.09396530099967e-05	0	0	0	0	0	0
ENSG00000001630	0.000406426136161351	0	0	0	0	0	0	0	0	8.33236234126629e-06	8.90322068403726e-05	7.0411502404797e-05	0	0	9.08645641905487e-05	3.34185546174341e-05	0	3.44046767339597e-06	6.03657550181438e-06	4.20987785389282e-05	0	6.34281587572067e-05	0	5.57827556296068e-05	2.06533787543895e-05	8.73807275635518e-06	0.000290875082372691	0.000407646367894463	0	0.000691861104113141
ENSG00000001631	0	0	0	6.21951777636487e-06	0	0	0	0	0	0	0	0	0	0	0	6.53462212336258e-06	0	0	0	0	0	1.28211945036979e-05	0	0	0	0	0	0	0	0
ENSG00000002549	0.000272074602331785	6.78968052468433e-05	0.000142986790137233	9.84031789941094e-05	0.000160788169284588	5.50297168576941e-05	0.000112791469203337	0.000245932805287772	7.90468893821888e-05	0.00025450502657353	0.000559974405767631	0.000460321668389528	0.00020506431163314	0.000137938878968486	0.00029471670927754	0.000367431215425904	0.000155995467486612	0.000117776285723971	0.000136095242538509	0.000494759366506062	0.000229730793681462	0.000207083103859322	8.75541180880133e-05	3.55517057037565e-05	0.000111804364045201	0.00010371145654366	0.000133550413430205	0.000359653073446551	0.000252085807187948	0.000115627800118665
ENSG00000002586	0	2.60376516410918e-05	0.00039547448704725	1.29675707623238e-05	9.85840865417406e-06	0	1.9898771968664e-05	0	0	0	0	0	0	0	0.000149070360179182	0.000396927458813328	2.61882557066398e-05	4.31869527991531e-05	0	0	6.15615686000944e-05	0.0002176364875982	7.01763009451436e-05	3.34170013721067e-05	4.75945840020692e-05	3.2917005265615e-05	2.32537567302792e-05	0.00013354654669902	0	5.55969801452832e-05
ENSG00000002726	0	0	0	0	4.36884004560108e-05	0	0	0	0	7.84940710537348e-05	0	0	0	0	0	0	0	0	4.01821275229704e-05	0	0	0	0	0	9.28509398234592e-05	0	0	0	0	0
ENSG00000002746	0	0	0	0	0	0	1.3069650336809e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002822	0	2.41160448573982e-05	3.273969572866e-05	3.1183268269488e-05	0	0	0	0	0	0	0	0	2.86269328246698e-05	4.06439444430709e-05	1.81442747885561e-05	4.51347084043503e-05	0	8.41084807278037e-06	0	1.56795595158276e-05	0	2.07740948740076e-05	0	0	0	9.24868808453384e-06	5.7488621886646e-06	4.68197041426608e-05	1.62657090234098e-05	1.35876443668737e-05
ENSG00000002834	0.000134082776952682	0.000297631649241358	0.000859849879768657	0.000630911794237339	0.000150861944803373	4.92736764356314e-05	0.000159373445588625	0.000319740530955814	2.60300620288026e-05	4.3129526649801e-05	0.000133298749017808	0.000248714094451591	0.000565831442013325	0.00130924048815662	0.000135973658305674	0.000367345418373372	0.000648220605754774	0.000181975234014266	0.000201754079736349	5.07813332612445e-05	3.57621551248745e-05	0.000168528158043229	0.000149175342426786	0.000223750563934182	0.000542454288795064	0.000111481366112618	0.000169934753921314	0.000274940270929521	0.000131548404148955	0.000156910968683647
ENSG00000003056	0.000127570488348107	8.25130473602931e-05	5.29178592353423e-05	6.52242632321133e-05	3.0168125552348e-05	0	0	2.20064438406889e-05	0	0	6.68326768089473e-05	0	8.72806254873773e-05	5.18217128910798e-05	6.20779066779334e-05	0	0.000108209323856179	0	3.76222298544861e-05	3.8471276929933e-05	0	7.75945355922197e-05	1.60905567832345e-05	0	0	9.85144417212121e-06	1.59142023511776e-05	5.17778290849042e-05	0	2.48394631951846e-05
ENSG00000003147	0	0	0	0	0	0	1.56013546357356e-05	0	0	0	0	0	0	0	0	1.60964620879349e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003393	0	0	0	0	0	0	5.87640384768443e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.01204107306438e-05	0	0	0	1.33109793664166e-05	0	7.48273875128298e-06	0	0	0	0
ENSG00000003400	0	1.14753613402387e-05	2.35003551348204e-05	1.7643811173992e-05	0	0	0	0	0	0	0	0	2.32351465357562e-05	2.51185856546249e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003436	0	0	0	0	0	0	0	5.43190105359249e-06	0	0	0	0	0	0	0	4.68421504155012e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003509	1.83537311714892e-05	1.0382881156674e-05	0	0	0	0	9.27864284863757e-06	0	1.16691470126174e-05	0	8.12290541756859e-06	0	0	0	0	0	0	0	0	5.91616972688277e-06	0	7.22257300721977e-06	0	0	0	0	0	0	0	0
ENSG00000003756	0	1.89054222094379e-05	4.82178397677118e-05	2.64251550568427e-05	0	0	0	0	0	0	0	0	0	1.07690234780194e-05	3.76231277536647e-05	8.63051033095979e-06	0	0	0	8.73553325544552e-06	0	3.07611668161736e-05	0	2.19830320299601e-05	0	0	0	2.14666878339578e-05	0	0
ENSG00000003987	0	0	0	0	0	0	9.28242823949299e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.79468812981089e-05	0	0	0	4.62496101120653e-06	0	0	0	0	0	0
ENSG00000003989	0	0	0	0	0	0	0	0	0	0	4.54189350168187e-05	0	0	0	7.81738259717339e-06	0	0	0	0	0	0	1.71897838091686e-05	0	0	0	0	8.70378800569324e-06	0	0	0
ENSG00000004059	0.000130793030602688	0.000445283395304681	0.000418400180565809	6.82918253473661e-05	0.00016036530093995	0.000128642523589011	5.35777589781881e-05	3.18059983806224e-05	0	5.17464919124995e-05	6.25584667805299e-05	0.000225389812391934	0.000574913597900309	0.000122814319744169	9.19977086178442e-05	6.80790412724095e-05	0.000371534850374062	4.30123077425523e-05	0.000262018404393669	0.000461045821788341	1.58599335383372e-05	0.000347930271965077	0.000120165095297213	8.53821775257746e-05	0.000193197060856424	4.59000923932609e-05	2.03193986431317e-05	0.000178767374497731	0.000105065650704821	0.000226529632590366
ENSG00000004139	2.81619367724512e-05	0	3.0221044758336e-05	1.06912681373513e-05	0	0	1.10998369724392e-05	8.49228044969563e-06	0	0	0	0	0	0	5.6815402882245e-06	3.91970604483153e-06	0	2.15913069083587e-05	1.23327580900152e-05	2.35306513039137e-05	1.79069478071877e-05	9.93413853411547e-06	1.01706464061874e-05	5.16739157224368e-05	8.66456247788106e-06	0	0	4.5620490342153e-05	0	4.67661370998355e-06
ENSG00000004142	7.15458709512198e-05	1.45647121478117e-05	1.54270168839663e-05	8.06937077722054e-06	0	0	0	0	4.66311777280213e-05	6.95912026200215e-05	6.76439880269121e-05	0	0	1.31498381334677e-05	3.67065354040578e-05	2.21438254378325e-05	0	5.19522649843014e-06	1.00269182376352e-05	1.24858229237309e-05	0	3.12778022713418e-05	0	2.25013531191128e-05	3.61889386561209e-05	2.89221593376305e-05	2.23864602900941e-05	7.03635873138114e-05	1.94593499355153e-05	2.91199813910892e-05
ENSG00000004399	0	0	0	0	0	0	5.5400617309589e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004455	0.000474472097501303	0.000626355917696978	0.000408345570674637	0.000612107935065663	0.000204235592535806	5.01479476413053e-05	4.21040460547712e-05	6.94239026279209e-05	0.000338601590661312	0.000459041408473268	0.000556865335529736	0.000182112603170532	0.000583918370420701	0.000459613753001386	0.000193097758039271	0.000313859369009143	0.000325016454632829	0.000108639178774019	0.000206862099825675	0.000190422105986571	5.71799314474588e-05	0.000263671865028596	8.61240335060784e-05	3.30030284878274e-05	0.000578137239230738	0.000210090644068216	0.000218204268982108	0.000328541315730948	0.000316613768344384	0.000315933073067251
ENSG00000004468	2.84778209106996e-05	3.05178855439157e-05	6.86818256407288e-05	0	0	0	4.19684151298696e-05	0	0	0	0	0	4.60132928886289e-05	8.67191098418727e-05	0	0	0	1.44122195707205e-05	0	0	4.15523273599368e-05	0	0	0	0	0	0	0	0	0
ENSG00000004478	0.000122531040281445	9.59820862102476e-05	0.000149151669134712	0.000105545651602468	7.13797565835033e-05	0.0001022801463048	6.52094229528253e-05	4.77469190167041e-05	3.31124143560109e-05	3.78733584997651e-05	0.000190676867186418	3.80621862955443e-05	0.000125644219649757	7.27728539574908e-05	0.000287728706277679	0.000184015230960222	1.65104701395362e-05	8.25672028470049e-05	7.56970111863087e-05	0.00020733737450952	5.90640449585963e-05	0.00018225040755571	8.20507867548477e-05	0.0001515242411992	6.91573855108186e-05	7.35432345135249e-05	0.000151228902449468	0.000873679102538568	6.03424340038544e-05	0.000329536140029241
ENSG00000004487	1.57902213195468e-05	1.41675942304026e-05	5.17916767986147e-05	3.56393080083003e-05	9.59597627054976e-06	0	4.77075050294558e-06	8.73842875631427e-06	0	0	6.30801424449787e-06	0	5.69337361043508e-05	1.43473376565465e-05	4.08866196097975e-05	1.27562435130592e-05	0	7.50919543835729e-06	0	5.47523146627369e-05	0	3.17027526214302e-05	0	2.56547857838139e-05	3.85075005458236e-05	2.94481546482858e-05	1.11818441874826e-05	0.000129386719165574	0	2.1819013498381e-05
ENSG00000004534	0	1.16208133221937e-05	3.73768960745797e-05	2.98846575557658e-05	0	0	0	0	0	0	0	0	0	1.55491819871191e-05	0	1.0231053992547e-05	0	0	0	0	0	4.2471156502651e-05	0	0	0	0	0	2.70917390617849e-05	0	0
ENSG00000004660	0	0	0	0	0	0	2.64520608476422e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.20876438725162e-06	5.67798641967574e-06	1.30860172012967e-05	0	0	0	0	0	0	0	0
ENSG00000004700	6.04329875643688e-05	0.000199076443195654	0.000237319873642259	0.000363897859659045	7.32837323668222e-05	0	1.2985388167039e-05	2.45523556532392e-05	3.71818987410655e-05	0	5.65521690453559e-05	4.24942378556493e-05	7.45887033845283e-05	0.000270337696079186	8.58023545239666e-05	0.000128970593638608	0	3.80112025158527e-05	0.00010375876583419	3.43600927207304e-05	0	6.25465418219822e-05	2.70784280358498e-05	1.92956761105532e-05	4.35693222600622e-05	4.88538762217973e-05	2.00718154695224e-05	0.000163630109609827	0	4.43030391431683e-05
ENSG00000004766	2.15777074106128e-05	1.52458005171461e-05	4.43555818050041e-05	2.60100864565518e-05	0	0	4.99322816620924e-05	0	0	0	0	0	0.000104141835628126	7.92704620167689e-06	2.35057931097186e-05	1.89915369190907e-05	0	1.1608582422542e-05	0	1.54814769597067e-05	2.32483964333162e-05	1.44121393337978e-05	0	2.42502647632627e-05	1.93710914732119e-05	4.35337609873905e-06	2.27363929938095e-06	2.31179425775427e-05	0	0
ENSG00000004776	0.000349622164019662	0	0	0	0.00189315578103736	0.00118476621728459	0	0.00188746173057397	0.00120684749851872	0.00016726054408784	0	0.000263430889171928	0	0	0.000235811926128835	0.000761993603504532	0	0.0011176046438305	0.00167720505147039	0.000244057465732759	0.000108388065209121	0.000580196817309143	0.00100755497236938	0	0.000360238438986907	0.000112700669790469	1.65677732546627e-05	0.00026578143331833	8.89473808116354e-05	0.000208704789655873
ENSG00000004777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70778903934923e-05	0	0	0	0	0	0
ENSG00000004779	0	4.14304123683924e-05	0.000213229787608014	2.81525737675218e-05	0	0	4.69998709741584e-05	0	0.000398166830567589	3.81867798595607e-05	7.2659410723982e-05	0	8.15784378541797e-05	4.60930912078789e-05	0	0	4.71283166466172e-05	2.42495038717196e-05	0	8.64565403564369e-05	2.6627524867577e-05	6.38639235761352e-05	2.11290364992075e-05	6.23727262035543e-05	0	0.00010091078808101	4.57547357495244e-05	0.000325106554865324	2.45974552006187e-05	0.000261140566481226
ENSG00000004799	6.38371190483891e-05	0	0	0	0	0	0	0	7.45067277348323e-05	5.89233667338861e-05	0	0	0	0	0	1.3948828995609e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05563827708835e-05	0	0	0	0	0	0	4.52207215719128e-05	0	0	0	0	0	0	0	0
ENSG00000004848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44382642236136e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.06963645836304e-05	0	1.5005451296487e-05
ENSG00000004864	0.000136340670810089	5.11366802511267e-06	0	3.729426452212e-06	4.81679289808703e-05	1.00549480567311e-05	3.11670257601515e-05	3.05949893804554e-05	1.94427231498549e-05	0.000211038335762857	0.000686181818640135	4.17058251212563e-05	3.4564799601566e-05	0	6.06281870332926e-05	0.000116088822994684	7.14826190167511e-06	1.26048978753701e-05	1.63511935193585e-05	9.93755942661083e-05	3.12600813632629e-05	0.000120874843999321	1.18715306145649e-05	3.09009359020831e-05	6.19974598506739e-05	3.35831809509275e-05	0.000193415346793661	0.000209924238700763	6.83606569909635e-05	4.45737380197683e-05
ENSG00000004897	0	1.15123998149787e-05	2.56203030648673e-05	2.20430975268845e-05	0	0	0	0	0	0	0	0	0	0	0	1.29953457660689e-05	0	0	0	3.67774911507919e-06	0	1.57644388438517e-05	0	0	0	0	0	0	0	0
ENSG00000004939	0.000387157539925411	0	0	6.59409096145606e-06	9.89338693778366e-05	0.000194186705521894	6.26032745474318e-05	0.000344808684997224	0.000136232840008258	0.000379441086131323	0.00050823329882795	0.000907151506464021	0	0	0.000142948720538975	0.000131102502664857	0.000436074299558345	5.59600023469449e-05	9.27712015925846e-05	1.69046689658118e-05	0.000342419190917828	7.52724065899481e-05	2.99192714161765e-05	3.59393870983303e-05	5.89064336809495e-05	0.000130556772693321	0.000562378315537952	0.000163564540901785	0.000246892744356158	4.1603657503848e-05
ENSG00000004961	0	2.03584908964754e-05	0	4.85022755179912e-06	4.39953961338698e-05	0	1.15355113345244e-05	0	0	0	3.39777499829981e-05	0	4.92888032624868e-05	0	0	0	0	0	0	9.53519576006276e-06	0	5.76668441030143e-05	5.33494851838912e-06	0	0	0	0	9.12353777290475e-05	1.20612804062798e-05	0
ENSG00000004975	0	0	0	1.05546960887206e-05	7.38756131764929e-06	0	0	0	0	0	0	0	0	0	0	0	0	7.66552789292537e-06	0	0	0	1.20066333482925e-05	0	0	0	1.55088267401373e-05	0	3.02118128343034e-05	0	3.02114802772427e-05
ENSG00000005007	4.58478303972962e-05	7.55691974968466e-05	0.000164826611994513	0.000105264682049821	2.71145171143525e-05	0	4.01838259235577e-05	4.21328604892721e-05	1.821481142187e-05	0	5.94790771391736e-05	6.51965163227722e-05	8.43552013859759e-05	5.83038770835334e-05	0.000130723267323923	0.000108593314355986	4.54523976947562e-05	3.97130331451346e-05	7.56277904402327e-05	7.76955835749222e-05	3.31141355948575e-05	9.54775087297331e-05	4.0195834629528e-05	8.60280332585281e-05	4.48572554195353e-05	3.2786031941171e-05	4.41937266650857e-05	0.000153254671712999	2.68350025646016e-05	4.11320308000664e-05
ENSG00000005020	0	0	0	2.66737474630104e-05	0	0	0	0	0	0	0	0	0.000107037257959979	0.000256010743954641	0	0	0.000296014993934228	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005022	0.00062248216362055	0.000846419611943481	0.0007046697287743	0.000316660687284781	0.000666415135577127	0.00102470690073845	0.00217448162558633	0.000148480564025297	0.00034341021962836	0.00253936892215974	0.00122800010381574	0.000960844272218949	0.00185705318682181	0.00070044000207887	0.000279377992970573	0.000556174897551408	0.00126747598225642	0.000273920493364647	0.000470174275128165	0.00176383340509932	0.000331752736205237	0.000254424690021498	0.000513435314033432	0.000488124606940006	0.00113493763355471	0.000852892983586899	0.000743388022169519	0.00108732715895952	0.00206427558986813	0.00199001213801291
ENSG00000005075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67950273866935e-05
ENSG00000005100	0	0	0	5.89412799949421e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005108	0	0	0	0	0	0	0	9.13702576043121e-06	0	0	0	0	0	0	8.67395760071447e-06	7.28793369520763e-06	0	0	0	9.20407175196991e-06	0	0	0	6.21879471962616e-05	0	0	0	0	0	0
ENSG00000005156	0	2.66724952401078e-05	4.55616160964689e-05	5.14459870337761e-05	0	0	0	0	0	0	0	0	3.75509228912861e-05	1.51636551553473e-05	3.40807346701967e-05	4.02901185814124e-05	0	1.05389234360012e-05	8.52177097925909e-06	2.54532583798908e-05	0	3.05088438788237e-05	0	1.97178181553166e-05	2.34445419880062e-05	1.12889075574184e-05	0	4.90779609795073e-05	0	2.40415134840673e-05
ENSG00000005175	1.34399855847801e-05	1.4621440731686e-05	3.62867333524963e-05	2.23278474124248e-05	0	0	1.27192783156242e-06	0	0	0	0	0	0	1.02578093414437e-05	1.74072717626542e-05	2.39382783067058e-05	0	5.91681956546281e-06	0	1.09967335724433e-05	0	3.82778109709565e-05	0	1.03824445960464e-05	5.30411710950451e-06	6.35322098329496e-06	5.9424567691776e-06	2.86602448208611e-05	0	7.60659800984694e-06
ENSG00000005187	0	0	0	0	3.04277871077464e-06	0	0	0	0	6.99279173417966e-05	4.52719745214665e-05	0	0	0	0	3.57619557603273e-05	0	7.08347819722343e-06	0	0	0	0	0	0	0	0	1.78520937540721e-05	0	0	0
ENSG00000005189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.41614569972059e-05	0	0	0	0	0	0	5.4809607953022e-05	0	0	0	0	0	2.29108406427461e-05	0	0
ENSG00000005194	0	4.60143281604148e-05	0.000131977421629384	5.36401449625798e-05	0	0	1.83335580520095e-05	8.95138707158867e-06	0	1.46568984878961e-05	2.9626237552293e-05	0	8.27106448776481e-05	5.78633447766169e-05	7.12505613290079e-05	3.83843946374964e-05	0	1.41247189770847e-05	3.31553875571959e-05	2.56959642151516e-05	1.06805021453824e-05	0.000115901531669845	1.28274225192978e-05	3.82853867718813e-05	2.57375165977088e-05	3.29988880329267e-05	2.82232974686248e-05	7.00964081365272e-05	0	4.73832420134613e-05
ENSG00000005243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37687886358489e-05	0
ENSG00000005249	0.000224043589755561	0	0	0	5.17406800536963e-05	6.96463222184914e-05	0.000124452353628691	8.81795959390108e-05	2.3011605521935e-05	1.0562224279718e-05	2.66193813449756e-05	0	4.18424134175592e-05	0	0.000230417038122837	5.55163764025087e-05	0.000268418442239673	6.58307800896896e-05	4.58314694084223e-05	0.000154897445907169	1.42583973196956e-05	0.000403314118103881	6.35539199253026e-05	0.000538918425649245	3.81751015733303e-05	3.00009102222651e-05	0	0.000413472676782415	0	0.000354587334950352
ENSG00000005302	0	5.1264870249338e-06	0	3.71436541210998e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005339	0	1.44672873470379e-05	3.47693110323467e-05	1.89618146473351e-05	0	0	0	0	0	0	0	0	2.22144467551219e-05	1.50892325211125e-05	1.24111290594383e-05	0	0	0	0	0	0	0	0	1.31245965136605e-05	0	1.54001398393348e-06	0	3.8735288036341e-05	0	1.53638326194305e-05
ENSG00000005381	3.39078645434068e-05	0.00122492592003139	0.000119729788923736	0.000345522058262008	0.000150010772827136	5.87208005298342e-06	0	9.86622382453632e-05	2.2076795651439e-05	1.66379567834624e-05	0.000160122351806423	0.000555478527511361	0.00520717096206177	0.00121845699703558	1.60527705198844e-05	7.08707837116213e-05	0.000822896660453	0.000145482030068354	0.000184780556238271	0	8.02104465542833e-06	0	3.38208820140094e-05	0	8.08151758793479e-05	3.8993421243326e-05	0.000115483970439443	1.22454637607607e-05	2.25485141298389e-05	2.49342978573881e-05
ENSG00000005421	0.00018401582869445	0	0	0	4.47102884733259e-05	5.15557301931885e-05	0	4.52997365674232e-05	0	5.49173208259782e-05	0.000230283586537632	4.24949510873158e-05	0.00061679958567324	0	2.97668391959058e-05	2.13703300263051e-05	0	7.23014137843895e-06	1.92212763173104e-05	0	0	3.68754028229784e-05	2.16029060822281e-05	0	0	0	2.16259026844242e-05	0	0	0
ENSG00000005436	0	2.41246298023616e-05	1.91689572232846e-05	1.49966387348181e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73828266196005e-05	0	0	0	0	0	5.06559878489198e-05	0	4.77257629597264e-06
ENSG00000005448	0	0	0	0	0	0	3.14708459075393e-06	0	0	0	0	0	0	0	1.62591255209454e-06	0	0	0	0	1.6911707254712e-05	0	1.37205787210651e-05	0	0	0	0	0	0	0	0
ENSG00000005469	0	0	0	2.61807427360734e-06	0	0	0	0	0	0	2.96674092827318e-05	0	0	0	0	0	0	1.59470347081762e-05	0	1.88211507920515e-05	0	0	5.31523253671603e-06	0	0	0	5.47198481850712e-05	0	0	0
ENSG00000005471	0	0	0	0	0	0	0	0	0	0	3.50222273564257e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005483	0	3.94205115211023e-06	0	2.96656675894107e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005486	0	0	0	0	0	0	1.11789923699271e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005700	0	0	0	1.57896427882656e-06	0	0	0	0	0	0	0	0	0	0	0	5.13278229875595e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005810	0	2.34501288899114e-05	5.37030008076328e-05	3.52801309157036e-05	1.06899093429867e-05	0	9.07448874335566e-06	1.13681521109869e-05	0	0	0	0	3.83028396285735e-05	4.51743685477143e-06	1.9064369974502e-05	1.49019178679441e-05	0	9.79005913389597e-06	0	1.34174787663837e-05	0	3.23138490198587e-05	6.27541224869534e-06	1.62420641651582e-05	0	0	0	1.24667217180758e-05	0	1.41723804199716e-05
ENSG00000005844	0	9.1578045382694e-05	0.000348947810693289	0.000304843582104446	0	0	0	6.32225645748382e-06	0	0	0	0	0.000253718353125746	0.000249680894468536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005882	4.31924594218997e-05	6.59324561022472e-06	0	1.57414483304811e-06	8.00209246437289e-06	0	2.36106050534214e-05	0	3.71317429261979e-05	5.04646991536609e-05	0	0	0	0	3.06254157768841e-05	4.37407267269902e-06	0	5.02444799206541e-06	0	3.12931476686485e-06	2.44352458265726e-06	1.85614921937104e-05	1.76026226100252e-05	0	0	1.35681171602095e-05	0	2.28029442051516e-05	0	0
ENSG00000005884	3.15904029373133e-05	0	0	0	4.90864225131166e-05	0	0	5.55665222901955e-05	0	6.06111867468501e-05	0	0.000250302541803992	0	0	3.60365577684769e-05	3.37748301099931e-05	0	5.6041692024128e-05	7.1750424256193e-05	1.65321497812671e-05	0	2.31253473866272e-05	6.09799489683047e-05	0	3.81661534141812e-05	0	0	3.85613072281252e-05	0	3.6733022559278e-06
ENSG00000005889	0	0	0	2.1112955770859e-05	0	0	0	0	0	0	0	0	0	0	1.00676533514799e-05	0	0	0	0	0	0	1.52425476363453e-05	0	0	0	0	0	0	0	0
