GENE	adrenal_gland	bcells	cd4tcells	cd8tcells	colon	esophagus	fetal_brain	fetal_gut	fetal_heart	fetal_liver	fetal_ovary	fetal_placenta	fetal_testis	frontalcortex	gall_bladder	heart	kidney	liver	lung	monocytes	nkcells	ovary	pancreas	platelets	prostate	rectum	retina	spinalcord	testis	urinarybladder
ENSG00000109819	x	x	x	x	x	x	x	5.02642899866755	x	x	x	x	x	x	x	17.3335498020693	x	x	x	x	3.8066815893117	x	x	x	x	x	x	x	x	x
ENSG00000152778	34.6225106517502	64.5786506769979	98.6891545235356	31.7867564061578	18.3713781478136	14.9363908646823	51.3996585675233	18.9642599562551	35.2418850063513	12.5466774987708	24.7297726072619	15.6233362828759	38.6350473699435	54.2173663831759	24.3588524322461	10.2631538067804	25.6410929716834	10.4240168841723	19.2092471503151	24.7966601468514	15.0374422623519	31.0670397871694	16.7465954203593	11.5712449889817	18.9672061183086	13.7239449770161	25.0452222827188	37.3471169698089	34.7557599184697	34.3017046542706
ENSG00000197969	40.3788634709485	13.4979722350184	10.1673493895653	8.79264038817239	5.71363030500744	x	8.51766232303667	3.95218647038307	4.00306971146735	9.34651910146504	34.8020699785583	5.89825458524577	5.06645798637581	41.854083222874	2.12795458040618	7.16287478565615	3.35995392563019	9.01950965191786	7.25874303636425	6.53467401061785	2.11483109324943	177.290518598159	10.2407107112532	61.9137152048008	6.92523000716706	1.79835636692949	12.8729873237632	6.29479433285699	94.972030413138	10.4879178558341
ENSG00000161057	206.327345081767	416.119051221138	589.626516810193	310.663782218568	289.331143318783	233.099066718584	432.84254794622	328.473601803518	312.117820010157	293.036602785208	590.32629719193	296.533293246598	491.771419154573	211.361540665077	162.23876796721	160.654416912406	269.651714338622	255.319583941695	251.997716153512	440.500945028591	340.188827827077	454.52837765966	296.126223773177	204.692793201221	224.269781922976	256.667032588365	395.051630390148	145.919795039267	451.237025419646	203.392692847902
ENSG00000138443	x	x	x	x	6.56886969792381	x	23.1825250112564	3.474609435737	3.71687561074122	1.74109685480653	11.9837643590871	2.03433878711255	4.36861949836088	25.8013626019486	2.93577055894662	x	x	x	x	x	x	7.57814754743802	2.5842583652836	x	3.42894018483539	1.24052499173127	5.54276953368525	6.36644516768643	6.48725234064079	5.16762514396927
ENSG00000173769	x	x	5.84041217278367	x	x	11.2428963857704	x	x	3.9158840274457	5.88721594679467	x	x	x	x	x	x	x	3.36846451821257	x	6.18710005852712	x	x	4.20182356035138	3.87404441743023	3.97804738319457	x	x	x	x	x
ENSG00000124151	x	14.3761772434862	19.6200771694345	9.72673392642103	x	x	x	x	2.58893920462512	x	x	5.69097243015274	x	x	x	x	x	x	x	8.31389134958651	9.15095513341014	x	5.64618386973529	x	8.01822826878443	x	2.02382562535219	x	x	49.4811481951413
ENSG00000188906	x	41.2518021042733	x	1.82148683977247	x	6.54833034742297	3.56220208530579	x	x	x	x	x	x	2.64784781687141	x	x	x	26.393025525984	59.2436712453503	123.55336969015	x	x	x	x	2.72911516469306	6.61906113001439	3.11302397723379	x	6.20992950266866	x
ENSG00000051596	11.8770483905793	126.652465537043	71.5599747209007	89.3749820346111	32.9467040931807	x	65.9425183888619	57.5222662735441	28.517317558663	39.0147159847444	147.403723740262	x	40.4836993726096	20.3367152336861	x	x	16.7896835021069	x	x	138.737630234159	67.7449823729614	29.5739072734282	74.8748113727647	x	23.6290698685522	76.7004998367478	44.7303776160106	10.739003249373	29.2025789151457	38.3411314551493
ENSG00000127329	x	5.13416301099888	3.18603024329915	2.84460361975371	2.50176557567319	21.5427714096986	x	x	x	2.35821230293099	x	x	7.85884665594624	x	x	8.89195904916157	x	6.54182439555487	x	x	x	x	x	8.3891494489172	x	x	x	x	x	x
ENSG00000172244	x	x	23.0812838477237	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000095637	176.438647913038	x	x	x	1485.9130906745	312.053656630923	29.7018565285738	173.024902797116	90.4456462225903	66.9527927146775	8.97462437025626	45.3918243015559	7.91591001678787	88.9769666163435	965.921356961068	572.961822031261	33.9264063753239	80.8987460509318	160.394431461814	x	x	118.050698524613	121.309110101659	x	1290.08062703454	1363.94249762163	61.1749042576541	69.9254500256706	168.859132385687	1496.15623421746
ENSG00000163449	x	x	x	x	x	17.3322570293929	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000182511	x	28.1600362701118	13.8703246647127	15.1844397717573	x	x	x	33.6765412657281	x	13.6684411623889	x	15.9705302661656	x	x	11.5235999193435	x	x	14.7940713290745	10.1532399427215	338.139401860562	75.339706618098	x	7.9224202442256	80.4904965320854	x	x	x	x	5.65866962151099	17.3573186426841
ENSG00000189241	77.6085360283687	31.0867310042816	9.36643371305716	20.0615471781555	x	x	x	x	x	x	36.9821346801571	x	5.83419545634977	9.13615918018769	x	x	x	x	x	x	x	39.3573044754245	6.73858294375052	x	6.37970677749845	x	x	x	48.1310173158587	x
ENSG00000109103	x	9.87294985153885	7.43680079485035	3.9821380946852	x	x	12.1892384432777	x	x	x	5.2251125084079	x	9.26451854276407	4.72412001190241	x	x	x	x	x	11.9492964720298	x	17.1904349103689	x	x	5.06538666554306	x	198.884771041364	9.2085222420023	45.8583233017558	x
ENSG00000100450	x	69.5625430621146	137.085846114975	589.677783170438	x	x	x	x	x	x	x	x	x	x	x	x	x	x	31.5990272804831	x	2064.74568911986	x	x	x	x	x	x	x	x	x
ENSG00000100796	5.19259467124644	114.230933247032	69.4342004442782	61.7072857293568	7.10263033696154	x	24.3414532338695	27.70717996541	34.6293958149513	18.8257157002912	71.3084306438823	10.9982059695673	21.2278105849454	8.89112477110521	x	x	x	17.0670543947976	x	48.3360675818304	43.317155047963	70.0223035056023	27.9424508444905	x	36.1568483918498	x	24.9814680647381	x	74.6813804081744	8.77037631507255
ENSG00000249948	x	x	x	x	x	x	x	66.3400589831679	x	41.1473799473026	x	x	x	x	x	x	43.2237924519017	32.3990108381832	x	x	x	x	x	x	x	x	23.2345206543206	x	x	x
ENSG00000135541	x	x	5.26140154190645	x	4.9278171633572	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000105701	184.58564767533	89.9017100486372	241.918904762501	95.9753289635915	64.0046301258545	33.0257621559151	99.3391327316694	55.7086181807822	82.4834359388635	140.124079720848	95.5128131243415	46.1427854176517	65.5597941010033	131.108863590378	75.3547949186892	60.1974253732514	90.6839134236525	85.0829334480066	77.6731092427236	62.7688406412656	72.2132793119606	140.189186098997	206.064335752051	76.2780343830333	123.558679121161	106.540037235794	226.969219069661	92.1164172433524	201.009103992346	121.419579157347
ENSG00000143376	31.2704321950589	58.9022068898225	41.7431901019521	51.0521282082332	44.936066246387	x	57.3487923158555	23.0055464519168	21.6149641601964	12.4224593487286	47.2527640203033	35.5639892610413	29.65817353981	69.8708984920049	63.4158258170791	7.65450811795256	31.0191747197187	31.9690329914064	19.6988354942931	101.726078442639	45.0176633994459	49.368695270251	34.8235690081909	14.3560878995226	44.5858386182389	29.2855271112495	67.7712349903141	37.6499200380374	43.4909762586513	42.7597616805972
ENSG00000048052	x	6.39223909244146	x	x	x	x	x	x	x	2.36649305701152	2.25533192145499	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000163602	x	13.7639067252716	10.0720882717737	5.66278405330109	x	x	x	8.06010339806558	2.6916734942282	4.18029950215692	5.77825131981038	6.0144608789913	7.74941457181283	x	x	x	x	x	x	x	6.46949128366238	4.15767495420823	x	x	x	x	10.6943235088332	x	4.02369674595507	x
ENSG00000214814	x	x	x	5.51352717852794	x	x	x	10.0061967817334	x	7.59108085218866	x	x	x	3.27042451328032	x	x	6.74506409770603	x	x	x	2.67717834643705	3.09045481703761	x	x	x	x	x	x	x	x
ENSG00000142871	x	x	x	x	25.482624824662	x	x	x	x	x	x	x	x	x	28.4718464382731	x	x	x	x	x	x	x	x	x	10.9140771520782	x	7.01622342343713	x	x	x
ENSG00000196155	x	x	x	2.40051467529663	x	x	x	x	x	x	4.85031820638373	x	2.79242108041723	x	x	x	x	x	x	x	x	28.8550574945866	x	x	x	x	x	x	20.7332547464803	x
ENSG00000157216	6.73332667597233	x	16.0266201918763	13.2957346914439	9.72592955492139	x	10.2975526190753	9.55610743785805	13.1864428045425	x	8.57800221958268	x	x	x	x	x	x	x	x	x	10.2270240999309	11.8057715264486	x	x	x	x	10.1434038129236	x	9.54103849609044	x
ENSG00000185988	x	x	x	x	x	x	x	15.0792869960026	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000102174	x	x	x	x	x	x	x	x	10.1526209020068	4.70572629988627	x	x	x	x	x	6.89026727921395	x	x	x	x	x	39.3882772638738	x	x	x	x	x	x	36.8571188499285	x
ENSG00000175130	531.74865680179	103.924490060008	98.2339219893712	45.1660267083446	34.3467986159364	x	1252.23952895518	91.3769673629329	319.365256875017	434.075627351899	803.986817453258	79.7774516591806	254.017685218148	210.941308555158	104.087538918291	32.2287721157957	35.4964939020411	35.9786725036819	58.0854887318946	97.1218119840602	47.6739440090954	178.209958347623	13.1915991000084	x	27.1996123721124	25.1354679214407	81.9108417971082	334.163734516301	232.330119002874	13.5100396494895
ENSG00000142539	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	77.6345524745507
ENSG00000165240	2.51457961917722	x	x	1.96642419882545	x	x	x	3.65617863825981	x	3.6328442276727	x	x	x	x	3.84301121912328	x	x	3.51322484492113	x	x	x	x	2.6420519711086	6.27740552850655	17.5094109623623	x	1.89404121651197	x	3.77422524089464	2.70583017381619
ENSG00000114654	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	16.3024616919889	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000180739	x	x	x	21.5555214616883	x	x	x	x	x	x	x	x	x	68.8624412821818	x	x	x	x	x	x	24.0072753736386	x	x	x	x	x	x	16.4777871301784	x	x
ENSG00000100218	x	x	x	x	x	x	x	49.197487859925	x	24.3240974904747	x	x	x	18.7831063570165	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000172172	82.0113706448039	71.5699760513782	43.7589773746091	100.782351656844	49.3073179961774	68.0540085714859	53.6289658633606	52.4787072088304	117.097303542378	72.9091977530996	66.9942277358825	148.264174505822	306.684269374632	36.9772099004467	27.5456393509275	33.7459528580319	64.0759013958479	48.5973526844922	24.2699753256943	91.5603749646906	54.7515206566645	28.9958337354463	47.3437407497132	x	24.8030248243973	72.1675707621931	29.0143441836437	x	50.3224744653837	19.394640781143
ENSG00000172020	950.490234514719	x	x	x	133.041590911774	46.5230181802294	7020.93826928902	557.740989268891	81.4359764028815	163.541122797937	137.583718847749	44.8805945487838	255.188507204357	3906.05001816164	34.2980159619387	12.955968529751	x	x	x	x	x	59.0226473368581	129.688477422439	x	119.186129261903	226.09650781602	84.2481794268337	309.373364435755	x	96.5957174728363
ENSG00000115486	42.27344215117	x	4.11583545113332	x	3.85488247116369	x	4.87199713083892	3.9997025185803	2.71549588393695	73.2171993634576	8.57767889167795	5.30286433006413	19.1968411460143	x	4.30707678317119	x	10.6573580925554	92.8221071429818	11.3846673792942	x	x	7.83233814280011	8.88328453068341	x	5.60679211043991	x	4.24551503228194	5.09637992756608	6.34497675753254	3.0325746286805
ENSG00000196458	x	x	x	x	x	x	x	3.33918779402476	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000100479	x	x	x	x	x	x	x	x	x	8.76183310831551	31.0227999519427	x	x	x	46.3506956352545	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000029639	113.103766699015	14.5216948483484	27.5555817952755	23.4286186497701	x	x	x	x	24.1758213973328	x	23.3782650275928	x	x	x	x	x	x	37.8526469244646	x	x	x	13.1322627091956	x	x	x	x	22.5662242130211	x	x	x
ENSG00000139218	x	102.332563780182	62.543538522697	64.8555956165917	x	x	8.64978037842515	x	10.8109345443884	33.3049554396954	7.95533679944571	x	x	x	4.32192286514951	x	x	11.9099759645671	x	65.6277178420728	54.1955478484968	7.43749520001109	20.799110181148	x	x	x	10.6503722919734	x	x	x
ENSG00000132604	7.15091482047615	314.756924117127	92.5022086200604	139.144956920026	x	x	35.6603886234898	10.4552510882304	20.7826021097663	24.7077556160572	25.5575656590669	x	37.384442590964	x	x	x	x	6.02326172985111	x	11.0633562561796	88.0394277176704	25.0758861520544	22.5402549824816	x	7.11327681594363	x	84.0117610698063	x	26.8326791137355	x
ENSG00000133135	x	x	x	x	x	x	x	11.2733327701745	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000117477	x	x	x	x	x	x	x	x	x	x	x	x	x	x	16.0197858338195	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000111218	x	x	x	x	x	x	x	x	x	x	x	x	x	17.6742596481096	x	x	x	x	x	5.5945061386987	x	x	x	x	x	x	2.72370768599271	x	x	x
ENSG00000178372	162.664243154735	x	x	611.771912355415	143.477275110552	161.360611870808	x	x	x	x	x	x	x	x	51.2071567078425	x	x	x	x	x	603.477762022467	58.356750445251	x	x	55.9945371226642	176.418398802886	x	x	33.1027557540394	1097.03863714746
ENSG00000142185	x	x	x	x	x	9.63986647190155	x	4.86637974009553	x	x	x	x	x	x	x	x	x	x	x	10.6098671313884	3.86603669526946	x	x	x	x	x	x	11.7022464700671	x	x
ENSG00000183117	x	x	x	x	x	x	4.82869252475288	x	x	x	x	x	x	3.43542110158598	2.04905384296369	x	x	2.20564582293265	x	x	x	x	x	x	x	x	x	1.42741635848681	2.36950508573928	1.69875350536432
ENSG00000168564	51.1542167919037	260.441814388259	234.891745176683	257.250029764849	32.4696383592762	28.6325393870878	48.7384551936665	76.2564131139213	54.9899733808974	95.0414334813611	189.80899871372	x	42.7883882862609	19.0015334851792	23.96197293041	x	18.9174914151615	35.6716442719762	20.43438870215	103.499507629429	148.688928618721	102.207203040611	101.846814992561	x	31.1928037368024	10.1252552522454	43.620368412207	x	200.031163621704	42.1785324595419
ENSG00000101194	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	63.917930331626	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000149483	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	10.0419420864766	x	x	x
ENSG00000005884	64.4992373475167	x	x	x	103.865989726647	19.2160545732059	x	20.7740637521271	16.8964167886722	x	12.9496447576345	32.9845812177278	10.6248589639456	3.61185229601372	111.662850172814	x	56.2507693211453	x	202.069325965744	x	x	38.160495795688	20.7017906938983	x	95.2735529278645	97.5562901755688	27.3722910376379	12.1222930119103	37.3095635403765	85.2413050145576
ENSG00000128595	152.59427968345	90.7824666968809	82.1668347830038	16.584207422905	96.324446975914	177.364107524622	108.602083681484	116.928040032676	192.417275000244	327.90220922905	326.381062201348	493.673266436097	272.053787200643	28.7877627412708	150.61964481073	79.1905393160366	112.588852474708	150.314091668732	196.669467467763	121.595581763568	34.5080368209741	151.843089244714	118.961640038153	315.377442297976	177.79345269224	164.331386597432	45.5558338386375	46.9033844315899	175.06316509612	154.628012320162
ENSG00000136531	x	x	x	x	x	x	22.4121144718727	2.71985084049174	x	x	x	x	x	101.58072635891	x	25.4956412753648	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000086102	x	13.4745178957742	6.76645493693052	16.5767013622011	x	x	x	x	x	x	4.75412604207661	x	x	12.8948775390047	7.08085668371476	x	x	x	x	x	5.22385192903374	4.06175979537241	4.86805535858259	11.566296937081	x	x	3.48982442217007	x	20.8623497296976	7.82552256783624
ENSG00000140455	x	37.6048253574252	53.0115416582022	21.2648428972878	x	x	x	x	x	2.85528367523211	x	x	x	x	x	x	x	3.26739220588213	x	75.5206352368761	2.9459185623369	x	4.07574593033538	x	x	x	x	x	2.91114318226125	x
ENSG00000100211	203.408976225654	x	x	x	x	x	x	x	x	x	x	x	x	x	25.6897274797658	x	21.1887426851987	x	x	x	x	x	x	x	16.7209651236878	x	x	x	x	x
ENSG00000136159	x	x	14.8487886223204	8.34941329382429	x	x	15.5494026202242	x	9.63767935588286	x	23.3856564963578	x	x	x	x	x	14.3728653812125	x	x	15.7302153060933	7.7214519419879	44.7535820050526	x	x	11.9128868819157	x	28.041354630568	9.19316007429639	38.1515165854495	x
ENSG00000183617	34.0753656700964	215.348975259225	95.9826642695684	67.2857627835372	93.2191866589073	x	x	x	82.8827099826067	36.6882030643719	x	x	x	x	52.0770993160108	x	48.1697628910286	57.403801086728	x	79.9610270308829	103.511860538598	59.7455019102063	35.8027585797352	x	x	132.032681508114	35.604013756532	30.8103032521946	102.289944787569	x
ENSG00000175220	559.372206189276	269.313616439764	328.106578583955	283.316246335924	355.492445950986	329.815740620238	159.274746874887	180.706308833942	476.702230539495	141.719539598761	155.461157456583	241.494162184765	347.429813975198	272.454800674855	564.065887090911	135.474788277184	220.17721280275	82.9256221476365	196.72067011195	443.513488434681	462.749666301851	290.473152455517	280.748330580959	902.991453968205	417.061673288453	213.477302021695	171.242154525484	114.574806971555	330.771854394443	654.992794234723
ENSG00000186479	x	x	x	x	x	x	x	x	x	x	x	x	x	24.8572945255637	x	x	x	x	x	x	x	x	x	x	x	x	3.86229606722861	4.63635813362351	x	x
ENSG00000112981	x	17.5938652319038	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	20.9217231354218	x	x	20.8624680119024	x	x	x	93.5380922494008	x
ENSG00000188089	x	x	x	17.1525615308551	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	3.5511473790153	x	x	x	x	x	x	x	x
ENSG00000120029	x	17.6196663428149	16.0757944985388	10.2259984225526	36.8068742513536	x	25.8254283233479	22.0493433089106	4.90892238131639	5.57582304401476	15.3087049387326	x	4.71098181301756	51.055347370456	x	x	x	21.8103784172686	x	60.6276764393315	23.5973869982383	29.6051294473033	19.7059475024995	12.9513473185124	15.4544098630443	10.3678465643427	12.772469299105	23.4125392520925	34.9782440478979	22.2904174454797
ENSG00000034510	260.207652046728	3691.16145093203	1294.02399584953	649.510791433761	x	495.509462352986	1130.97831296785	4420.0843881707	2549.77442984903	2701.40446459333	2011.05260245891	637.62986060661	1779.81803121683	2663.05903261344	328.631695280471	x	82.2870622081032	98.9476273251406	224.201498623186	2555.11784987168	5789.92527239047	x	93.1200213692062	181.872828848323	71.779615018627	88.8792150907577	x	146.773538891709	64.5499046744137	x
ENSG00000136161	39.9328574923197	x	x	5.16125509858796	9.02772445056869	x	20.1872813720485	x	6.25614210663435	4.85804607985811	6.77227608221556	x	x	x	20.1734307993953	x	x	x	x	x	x	11.5719938724595	6.93456895758485	x	6.56525518006184	x	19.8850886629592	11.9351793538823	x	7.10196700633748
ENSG00000141956	x	2.92405167760861	4.40508463371438	2.47696112704233	x	x	4.61293081125996	x	x	x	x	x	x	10.3293949546663	4.60976586140028	x	x	x	10.9057023909099	x	x	x	x	x	x	x	x	x	x	x
ENSG00000187608	27.0700239968025	236.938929951893	236.867413948445	302.200355413511	57.6149080483629	x	165.5971913565	115.255387169293	26.0832339410137	139.477708769936	x	344.014950174995	24.625043258654	75.3401220679919	82.7417872381288	x	x	167.118498084621	36.4511621801512	125.642100427095	239.956111346863	94.9255944055561	28.4422929833937	76.4399119024665	134.637720443908	38.4627930384973	61.1693590342805	97.9048215018976	40.6303968509	116.515519616664
ENSG00000153922	15.943544832017	15.327160072179	3.84839512410477	8.24270610432924	x	x	x	x	7.4934594028322	3.35819796037675	5.40778166713297	x	7.19130355323755	x	x	x	x	x	x	10.2603575828927	2.00118667996178	3.09625995259238	2.76868769251566	x	x	x	5.9544725038929	x	5.9326904357954	6.06594866462672
ENSG00000120332	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	3.73409386938789	x	x	x	x	x	x	x	x
ENSG00000170561	x	x	x	x	x	x	x	12.0748967352021	x	x	x	x	x	7.52446339538372	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000100652	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	34.2174033449627	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000075673	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	23.0642810897855
ENSG00000162621	x	x	x	x	x	x	8.45365294045878	32.7251356903609	x	5.95149394099425	x	x	x	9.46482004656651	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000174684	82.3597641292678	x	x	x	x	x	31.4890412135429	15.3267270335818	x	11.0843702308382	x	x	18.7302452585129	31.954029273402	x	x	x	8.67152014485804	x	x	x	18.050523260516	10.8168565979316	x	20.481568283745	x	54.2809177015913	9.30851826055686	15.4521007328712	x
ENSG00000184661	x	x	x	x	x	x	x	25.5349598608268	x	4.20831008579507	x	18.8121844575332	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	4.29063960312372	x
ENSG00000137628	3.5136186640554	88.5605715805059	94.7709891970834	76.3113556606001	28.8363749868931	x	x	15.6927911778529	5.05081765604347	7.75879011535236	x	7.44204087019974	x	x	4.96516881057059	x	x	5.91908737939247	40.7579118032323	30.0800832026231	15.9691718111644	35.9472698459822	14.7669424285385	x	20.9707508568208	22.6905118937241	7.93962360715089	x	22.6904353994006	x
ENSG00000189420	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	8.04321940051652
ENSG00000230873	x	x	x	x	x	x	x	x	x	x	21.8329621748683	x	x	x	x	x	x	8.61745311277979	x	x	11.535066801569	x	x	x	x	x	x	x	x	x
ENSG00000167536	52.3593002196376	10.1516413667394	x	x	14.3238121866657	x	x	x	x	9.49141385576784	10.7452117318216	x	28.5781061676279	x	x	x	x	17.6410306727009	x	x	x	9.18033485414559	11.0027132405077	x	10.4167426322827	x	98.0902783878919	28.4053753105653	7.85880037273176	11.2683148573798
ENSG00000145103	x	x	x	x	x	x	x	x	x	17.2747763206444	x	x	x	x	x	x	20.2245313783507	x	x	12.4114297526076	x	x	x	x	x	x	x	x	x	x
ENSG00000131652	60.8843324195808	171.042509428311	158.613850544388	197.446526643634	21.1378964955	x	87.9584301659831	77.3270002847496	55.4184130981242	56.8013409354679	126.60433245499	24.731592745263	167.310887100217	13.9459751443687	45.9482229342111	x	63.7511026845326	63.3100413676739	60.7262490443111	109.307692030963	116.402523506626	90.2831276484984	97.6480562349393	x	69.9502489606191	39.8030794709004	77.1934562185866	13.592142238107	90.8444171966775	48.5276054217394
ENSG00000085265	x	162.136237932124	21.3912281045741	24.2016780793041	10.2045039686961	x	x	x	x	7.18755089498805	x	x	x	x	6.33710586544412	x	x	9.22054351747011	6.57439134766747	599.900940136807	62.3032408685692	x	x	42.5674928595	5.28864058368264	13.8744247719551	x	x	x	x
ENSG00000107185	x	x	x	x	x	x	x	x	x	3.27255843805882	x	x	x	x	x	x	x	2.5601866258401	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000090539	x	x	x	x	x	x	x	x	4.28477458966778	x	x	x	x	x	6.90829925234642	x	x	x	x	x	x	3.9627764564303	x	x	x	x	x	4.0871476660042	x	x
ENSG00000102805	10.4976274160829	20.4513117470387	14.2383805625599	12.4167017081231	x	x	x	22.3477473153058	x	15.1660519603088	x	x	4.77473771845948	x	x	16.316207046424	x	13.263329040462	x	8.12056882681684	x	4.60146213038744	x	x	5.22118719044288	x	7.90706281479873	x	3.93906898603706	x
ENSG00000081052	x	x	x	x	x	x	x	x	x	x	x	x	x	2.45063065254253	6.58923985281915	x	24.4181014921669	x	69.6158433916146	x	x	x	x	x	2.14440674501868	x	11.3663528527233	1.94919149427729	3.23564959257294	x
ENSG00000162006	x	x	x	x	x	x	14.4411893303366	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000134757	x	3.74278614733903	x	x	x	1121.75344686162	x	5.4794114684406	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000119314	2.6680649042502	67.6970911593752	60.4004442637279	70.5659977254374	32.8453344362904	x	4.08038107532588	17.317912784212	10.5781917304186	14.5095760031513	31.9005258839371	11.3022214191326	32.1369906685753	x	8.15516301984309	x	18.8582061099336	6.74198489311289	14.3707396112366	29.0330422378237	74.6588466100196	18.3874612269766	26.8019364766708	x	18.5781529948366	17.2300309827141	16.077199889602	2.41241398822687	38.043671147697	11.4839561548381
ENSG00000100379	x	x	x	x	83.2133277504631	x	x	34.3434468101353	x	x	x	x	x	x	36.9827160202187	49.7673561124698	x	x	x	x	x	14.2168033557772	x	x	180.535207674077	93.7634244175604	x	x	45.40095394003	195.130556309788
ENSG00000159259	x	x	x	x	x	x	x	x	x	x	18.9608374866875	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	10.7198948834294	x
ENSG00000229252	x	8.1035949818611	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000196652	x	3.67559428795736	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	4.27490477804325	x	x	x	x	x	x	x	20.2170403076572	10.7679760260211
ENSG00000100568	18.7146241451024	22.6416336941693	36.597238415822	21.4219526972065	22.2690395824297	22.8236345454259	12.5905518945067	15.328643408648	8.6401749163042	16.1149439902811	12.3340287084404	15.9443113880093	14.4835692093153	31.9186176827658	29.5436128225409	7.41786395064414	22.5410364939517	14.5369477238354	23.8106449548585	28.325198532934	32.6395018512012	12.2681460701168	23.2912305451927	27.8606000591124	20.8850722508406	7.98078116212442	21.2455282543051	14.0112758955132	26.747497962707	10.8121170715803
ENSG00000008283	90.1023851978561	x	x	10.4257352991477	x	x	x	x	x	x	x	x	x	x	x	x	x	5.61480929379558	x	x	x	5.84385690559205	25.3652493008736	x	13.8515548287717	x	x	x	x	x
ENSG00000241127	x	x	x	x	x	x	x	x	x	x	22.6115664232652	x	x	x	x	90.6403396965747	x	x	x	x	x	x	x	x	21.9203561383883	x	x	x	33.075157767055	x
ENSG00000108468	784.39003615212	103.689471385992	159.877335703185	118.923384551401	63.6080611684372	18.2576914865021	279.3352009347	253.037485559113	216.95447312204	95.6232152804578	756.126598230447	88.0225910880735	350.154494219802	60.0718174407308	24.8914449619934	20.3379819777512	81.6799452890658	x	23.7188404607425	95.381478936947	158.287479045622	126.729530030801	70.5280368482462	x	50.0379238047052	90.4382835419451	129.621576091012	x	168.062532829294	57.6417524121277
ENSG00000176566	x	x	x	x	x	x	x	x	x	x	6.58087681831651	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	24.0655086579293	x
ENSG00000164114	17.6002993884055	2.87432845326888	x	x	x	x	x	x	2.8484011185593	x	2.98486244343662	x	x	5.18910527883667	x	x	x	x	x	x	x	x	x	x	x	x	4.38214963580281	x	15.2814174982657	x
ENSG00000050628	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	8.8788969876423	x	x	x	x	x	x
ENSG00000088970	x	x	x	x	x	x	x	x	x	x	x	x	x	x	x	11.3770550863958	x	x	x	x	x	x	x	x	x	x	x	x	x	x
ENSG00000169313	x	x	x	x	x	x	30.1174799727831	x	x	x	x	x	x	59.9022797928694	x	x	x	x	x	x	x	x	x	53.5557966837298	x	x	9.09804736108212	43.6857300925794	x	x
